date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,7.958,10.042,2.083,,1.458,8.417,7.5,1.8,-1.9
2011-01-02,4.042,5.708,1.667,,1.125,3.625,10.0,3.375,-2.5
2011-01-03,2.0,2.417,0.417,,1.0,0.542,7.3,4.479,0.5
2011-01-04,4.609,6.043,1.435,,1.227,1.208,7.5,2.442,-1.7
2011-01-05,3.958,5.083,1.125,,1.0,1.167,5.7,2.533,-1.2
2011-01-06,11.792,16.0,4.208,,1.042,4.167,10.0,3.296,-3.4
2011-01-07,2.958,3.542,0.583,,1.0,0.083,6.2,3.188,-0.1
2011-01-08,4.917,6.25,1.333,,1.0,0.708,6.5,1.921,-2.0
2011-01-09,8.417,10.875,2.458,,1.208,8.167,7.8,1.854,-3.0
2011-01-10,15.5,22.083,6.583,,1.542,8.208,8.9,3.633,-2.4
2011-01-11,7.625,11.083,3.458,,1.208,6.458,9.2,2.9,-0.8
2011-01-12,5.917,7.625,1.708,,1.042,0.083,5.0,0.721,-2.6
2011-01-13,8.708,13.667,4.958,,1.458,3.917,11.3,2.617,-5.8
2011-01-14,5.208,6.458,1.25,,1.375,2.167,5.1,2.104,-1.8
2011-01-15,10.292,13.667,3.375,,1.375,6.458,7.0,2.738,-2.9
2011-01-16,12.304,16.522,4.217,,1.348,10.708,4.3,2.096,-0.9
2011-01-17,11.542,15.542,4.0,,0.583,9.167,6.7,1.708,-1.1
2011-01-18,13.042,16.208,3.167,,0.917,16.0,7.7,1.558,-3.2
2011-01-19,11.292,14.833,3.542,,0.833,11.583,8.6,3.612,-1.9
2011-01-20,20.25,26.583,6.333,,1.0,24.125,2.0,1.175,0.2
2011-01-21,9.25,11.542,2.292,,0.667,15.458,3.3,2.079,1.1
2011-01-22,5.958,8.917,2.958,,0.083,1.458,8.3,4.6,1.9
2011-01-23,8.273,13.364,5.091,,0.455,3.609,8.9,3.288,0.4
2011-01-24,7.167,8.792,1.625,,0.375,3.5,5.9,1.783,-1.2
2011-01-25,9.5,13.208,3.708,,0.542,4.708,7.7,1.35,-3.4
2011-01-26,5.917,7.208,1.292,,0.458,1.25,3.4,-0.4,-4.1
2011-01-27,8.042,11.417,3.375,,1.042,5.375,5.2,-0.321,-5.1
2011-01-28,3.875,4.792,0.917,,0.542,5.042,2.9,-0.558,-3.9
2011-01-29,2.083,2.083,0.0,,0.5,1.292,2.8,-0.104,-2.7
2011-01-30,5.625,6.875,1.25,,0.542,1.167,3.8,0.058,-4.4
2011-01-31,8.083,11.458,3.375,,1.5,2.375,7.4,0.579,-5.6
2011-02-01,6.25,8.583,2.333,,0.833,3.333,7.2,0.608,-5.6
2011-02-02,2.696,3.217,0.522,,1.0,1.083,2.1,-0.433,-4.4
2011-02-03,6.958,9.208,2.25,,0.917,1.833,5.8,-0.771,-6.6
2011-02-04,8.5,11.583,3.083,,1.542,6.208,8.9,1.804,-5.2
2011-02-05,6.042,7.417,1.375,,1.375,9.625,8.1,3.388,-1.8
2011-02-06,11.792,15.25,3.458,,1.417,23.625,7.6,2.988,-1.8
2011-02-07,14.375,24.625,10.25,,0.708,27.167,10.2,6.296,3.5
2011-02-08,1.375,1.542,0.167,,1.167,0.5,7.9,4.512,-0.6
2011-02-09,6.0,7.833,1.833,,1.042,0.708,5.2,0.808,-4.0
2011-02-10,10.125,14.833,4.708,,1.25,3.292,8.5,2.896,-2.5
2011-02-11,2.667,2.917,0.25,,1.042,1.833,5.5,2.442,-1.5
