date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,210.625,7.083,30.167,18.083,37.083,19.0,12.75,8.1,1.992,-2.2,240.792
2011-01-02,203.542,4.708,20.042,11.083,26.375,15.292,13.708,10.7,3.412,-2.4,223.583
2011-01-03,195.167,3.667,9.833,8.375,18.917,10.542,5.917,9.2,4.954,1.7,205.0
2011-01-04,198.913,5.609,22.043,17.565,43.783,26.217,6.783,9.6,2.796,-2.7,220.957
2011-01-05,196.667,4.0,17.75,17.667,45.958,28.292,12.5,7.0,3.242,0.6,214.417
2011-01-06,199.708,5.917,28.0,28.0,79.25,51.25,22.0,10.5,4.617,-0.4,227.708
2011-01-07,200.667,4.75,22.167,20.917,57.542,36.625,13.333,8.0,3.783,0.6,222.833
2011-01-08,202.333,5.458,21.0,13.333,31.083,17.75,8.708,8.3,3.712,0.1,223.333
2011-01-09,206.375,7.792,33.0,22.125,62.417,40.292,11.875,8.8,2.729,-2.6,239.375
2011-01-10,205.5,7.625,38.5,27.75,82.625,54.875,19.292,9.9,4.304,-1.7,244.0
2011-01-11,204.083,6.792,43.083,27.458,100.833,73.375,19.708,10.8,3.796,0.5,247.167
2011-01-12,199.458,6.25,28.0,26.833,91.208,64.375,11.958,6.7,1.95,-1.8,227.458
2011-01-13,199.75,6.792,36.833,30.708,103.208,72.5,14.333,11.4,3.554,-3.2,236.583
2011-01-14,199.75,6.208,22.875,18.208,52.542,34.333,13.833,7.1,3.292,-0.1,222.625
2011-01-15,204.917,8.083,32.208,18.875,41.125,22.25,16.458,7.5,2.396,-3.0,237.125
2011-01-16,203.583,7.333,30.458,25.5,72.917,47.417,26.917,4.5,2.338,-1.1,234.042
2011-01-17,201.208,6.25,31.25,26.792,74.208,47.417,12.917,7.0,3.058,-0.9,232.458
2011-01-18,207.864,10.455,54.636,36.0,143.261,107.261,27.0,7.9,1.954,-3.4,262.5
2011-01-19,204.667,7.333,40.708,27.625,105.208,77.583,27.417,9.6,3.921,-2.5,245.375
2011-01-20,198.208,6.167,25.125,27.583,86.875,59.292,24.083,3.6,2.496,1.3,223.333
2011-01-21,198.0,6.0,24.917,25.042,74.708,49.667,11.292,4.0,2.996,2.2,222.917
2011-01-22,200.167,8.042,37.958,18.75,54.417,35.667,11.0,8.5,4.912,2.4,238.125
2011-01-23,199.167,6.5,34.25,19.375,81.5,62.125,12.792,8.6,3.479,0.4,233.417
2011-01-24,195.0,4.917,23.958,27.375,72.875,45.5,10.583,6.3,2.05,-0.3,218.958
2011-01-25,198.583,7.0,38.667,34.375,120.708,86.333,19.083,8.6,2.5,-1.9,237.25
2011-01-26,199.792,7.208,33.25,32.417,120.417,88.0,13.667,5.2,0.792,-3.2,233.042
2011-01-27,205.583,8.625,41.042,34.0,123.167,89.167,16.667,6.7,0.275,-5.1,246.625
2011-01-28,202.792,6.667,33.0,22.875,81.958,59.083,14.625,5.0,0.408,-3.5,235.792
2011-01-29,197.75,4.625,15.833,11.125,28.208,17.083,10.917,4.5,0.888,-2.5,213.583
2011-01-30,198.333,6.182,22.81,26.696,76.13,49.435,8.708,5.7,1.321,-2.3,221.143
2011-01-31,202.417,7.375,28.333,33.542,104.217,71.13,13.833,8.7,1.3,-4.7,230.75
2011-02-01,199.333,6.917,23.708,33.417,122.167,88.75,11.542,9.7,1.467,-4.8,223.042
2011-02-02,195.25,5.208,9.583,24.375,75.25,50.875,10.083,3.9,0.738,-2.2,204.833
2011-02-03,200.292,6.75,21.25,35.208,102.583,67.375,15.0,7.0,0.804,-4.1,221.542
2011-02-04,201.417,7.292,24.292,28.708,82.25,53.542,22.417,11.0,2.788,-4.5,225.708
2011-02-05,202.125,6.667,17.625,19.167,36.25,17.083,22.25,9.0,3.875,-1.0,219.75
2011-02-06,208.333,10.0,42.458,41.917,126.417,84.5,44.087,6.5,3.45,-1.0,250.792
2011-02-07,198.583,8.875,38.667,32.333,105.417,73.083,38.583,10.9,7.258,4.0,237.25
2011-02-08,191.417,4.708,9.708,20.917,57.5,36.583,9.833,8.5,5.583,1.0,201.125
2011-02-09,195.917,5.333,13.083,29.333,84.042,54.708,13.75,7.1,2.446,-2.0,209.0
2011-02-10,198.25,5.958,19.792,32.25,87.583,55.333,10.167,9.4,3.867,-1.3,218.042
2011-02-11,199.375,5.875,17.875,23.958,54.583,30.625,10.625,7.7,3.312,-1.2,217.25
2011-02-12,200.625,4.708,10.875,14.125,30.583,16.458,12.667,6.9,2.538,-2.5,211.5
2011-02-13,201.208,6.042,17.958,27.5,68.417,40.917,12.792,7.3,3.471,-1.8,219.167
2011-02-14,204.909,10.045,43.091,41.143,142.429,101.286,43.792,6.5,3.45,0.5,248.0
2011-02-15,202.25,9.417,36.875,34.0,115.167,81.167,29.583,12.4,5.875,3.0,239.125
2011-02-16,196.333,5.0,16.292,27.042,61.0,33.958,19.958,4.3,2.246,0.4,212.625
2011-02-17,197.0,5.708,22.25,27.667,82.417,54.75,26.208,8.6,2.412,-0.8,219.25
2011-02-18,195.292,4.667,10.0,18.5,47.208,28.708,17.208,4.6,1.088,-1.9,205.292
2011-02-19,199.667,5.292,12.75,17.042,31.0,13.958,8.833,7.8,1.325,-5.7,212.417
2011-02-20,205.125,6.667,24.917,33.542,90.667,57.125,15.125,10.3,3.4,-4.3,230.042
2011-02-21,202.625,7.042,31.333,36.667,111.083,74.417,20.75,14.3,6.238,-2.2,233.958
2011-02-22,198.417,4.625,13.625,21.833,45.25,23.417,24.458,11.1,6.733,3.1,212.042
2011-02-23,194.167,6.917,24.542,31.5,92.958,61.458,35.583,11.4,7.492,4.3,218.708
2011-02-24,195.0,5.292,11.5,23.75,49.75,26.0,29.875,15.1,10.375,7.0,206.5
2011-02-25,194.667,5.333,12.792,19.792,45.167,25.375,17.75,6.9,4.929,3.2,207.458
2011-02-26,197.083,5.292,15.208,15.417,31.708,16.292,8.583,8.7,4.188,0.8,212.292
2011-02-27,195.957,4.174,10.087,20.261,52.739,32.478,17.917,7.2,3.083,-0.6,206.043
2011-02-28,201.65,5.381,24.25,28.318,68.5,40.182,,5.6,1.579,-3.8,225.9
2011-03-01,198.75,6.25,33.958,29.125,75.792,46.667,20.417,11.2,6.358,0.5,232.708
2011-03-02,200.875,7.25,42.125,31.292,101.292,70.0,27.5,6.8,5.396,4.4,243.0
