date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.958,3.75,12.625,8.458,11.75,3.292,5.792,7.9,-0.183,-5.9,207.583
2011-01-02,191.375,2.958,11.375,6.958,10.333,3.375,8.75,9.1,1.529,-4.7,202.75
2011-01-03,188.167,2.708,9.083,7.75,11.458,3.708,4.417,8.0,2.108,-2.6,197.25
2011-01-04,191.5,3.565,11.409,11.043,19.043,8.0,5.167,7.3,0.525,-6.0,202.909
2011-01-05,192.458,2.75,9.583,13.25,23.833,10.583,4.5,6.4,1.396,-3.6,202.042
2011-01-06,193.958,3.542,11.625,22.5,48.542,26.042,7.375,9.6,3.117,-2.8,205.583
2011-01-07,197.583,3.292,10.917,15.0,37.542,22.542,7.25,6.8,0.817,-4.5,208.5
2011-01-08,196.125,3.083,10.208,9.542,16.75,7.208,5.167,8.0,1.171,-2.8,206.333
2011-01-09,197.208,4.167,15.25,16.5,31.125,14.625,9.792,7.6,-0.104,-6.1,212.458
2011-01-10,198.125,4.667,17.583,21.958,54.125,32.167,13.375,8.7,1.15,-5.1,215.708
2011-01-11,196.25,3.875,14.417,15.75,43.333,27.583,12.417,7.7,0.758,-4.0,210.667
2011-01-12,194.25,3.0,10.333,15.167,29.917,14.75,4.917,5.7,-0.792,-6.4,204.583
2011-01-13,194.625,3.583,13.625,18.0,41.458,23.458,4.458,11.3,1.254,-8.6,208.25
2011-01-14,196.542,3.667,10.75,13.417,26.25,12.833,4.25,6.6,0.817,-4.1,207.292
2011-01-15,195.875,3.667,12.583,12.417,20.833,8.417,6.042,6.7,0.871,-5.0,208.458
2011-01-16,196.045,4.0,14.227,23.571,50.952,27.381,10.217,5.0,1.15,-3.0,210.273
2011-01-17,191.417,3.208,13.5,18.167,40.625,22.458,7.125,7.0,1.225,-4.8,204.917
2011-01-18,193.875,3.833,15.958,22.917,56.0,33.083,13.667,7.0,-0.838,-7.2,209.833
2011-01-19,193.25,3.542,16.417,21.375,44.208,22.833,11.292,8.6,2.017,-6.1,209.667
2011-01-20,192.5,4.125,12.917,22.583,48.25,25.667,12.792,1.1,0.392,-0.2,205.417
2011-01-21,190.917,3.208,11.542,16.0,32.542,16.542,3.292,3.1,1.488,0.1,202.458
2011-01-22,189.458,3.083,11.625,11.292,22.0,10.708,4.875,9.2,4.321,0.6,201.083
2011-01-23,190.542,3.458,10.833,15.208,33.875,18.667,4.391,9.2,4.129,0.0,201.375
2011-01-24,190.708,3.208,10.833,19.0,38.875,19.875,5.083,5.0,0.483,-3.3,201.542
2011-01-25,192.417,3.792,13.875,20.542,54.0,33.458,8.625,7.6,0.158,-5.8,206.292
2011-01-26,194.333,3.625,11.708,17.125,37.292,20.167,6.417,3.7,-1.438,-6.2,206.042
2011-01-27,195.375,4.0,13.375,16.125,39.333,23.208,4.708,4.5,-2.033,-8.1,208.75
2011-01-28,194.583,3.417,12.0,14.875,28.958,14.083,5.708,4.2,-1.225,-6.7,206.583
2011-01-29,192.625,2.75,10.792,12.875,21.375,8.5,5.167,3.5,-1.233,-6.1,203.417
2011-01-30,192.417,3.042,9.792,16.042,33.25,17.208,3.208,4.9,-1.05,-5.8,202.208
2011-01-31,194.0,3.292,12.708,17.208,41.917,24.708,6.083,7.0,-0.704,-7.0,206.708
2011-02-01,192.667,3.542,12.792,18.458,42.0,23.542,3.417,8.4,-0.846,-7.4,205.458
2011-02-02,190.958,3.167,8.958,16.417,32.458,16.042,3.333,2.3,-1.458,-5.6,199.917
2011-02-03,193.318,3.478,11.455,20.043,39.522,19.478,4.833,5.8,-1.025,-6.7,204.773
