date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,210.375,3.042,10.167,6.167,11.833,5.667,9.25,8.3,2.208,-1.4,220.542
2011-01-02,205.75,2.167,8.458,3.792,7.958,4.167,3.667,9.1,3.321,0.1,214.208
2011-01-03,207.208,2.292,9.25,3.917,8.792,4.875,1.625,7.3,3.133,-0.2,216.458
2011-01-04,207.25,2.625,10.083,6.917,16.875,9.958,3.417,7.0,1.667,-2.2,217.333
2011-01-05,209.167,2.652,8.0,11.043,30.435,19.391,3.917,5.7,1.279,-1.8,217.167
2011-01-06,,2.875,,18.958,59.75,40.792,6.333,9.4,3.146,-3.2,
2011-01-07,,2.458,,12.792,37.917,25.125,2.5,6.8,2.4,-0.4,
2011-01-08,,2.542,,7.417,18.583,11.167,2.75,6.0,1.5,-3.3,
2011-01-09,,3.333,,12.583,31.208,18.625,9.375,8.2,2.054,-2.9,
2011-01-10,192.857,3.739,31.0,20.167,58.333,38.167,12.542,9.8,3.683,-0.7,223.857
2011-01-11,191.583,2.75,13.708,14.875,43.5,28.625,12.042,7.3,1.462,-1.4,205.292
2011-01-12,189.917,2.5,9.875,14.625,42.167,27.542,4.292,4.8,0.342,-3.0,199.792
2011-01-13,187.792,2.458,10.125,13.833,38.875,25.042,3.208,10.8,2.271,-4.4,197.917
2011-01-14,192.0,3.0,10.167,8.625,24.917,16.292,4.458,5.0,1.696,-0.5,202.167
2011-01-15,191.417,2.75,9.583,6.0,14.125,8.125,4.792,8.4,2.217,-2.8,201.0
2011-01-16,191.583,3.75,13.25,14.083,43.0,28.917,12.042,5.7,2.529,-0.3,204.833
2011-01-17,188.75,2.542,8.958,15.583,45.75,30.167,9.25,7.3,2.754,-0.9,197.708
2011-01-18,190.958,3.917,19.542,24.333,68.167,43.833,16.333,7.8,1.479,-3.7,210.5
2011-01-19,185.7,3.652,18.4,25.13,70.696,45.565,16.87,8.8,4.212,-0.4,204.1
2011-01-20,183.45,4.583,17.0,29.458,98.875,69.417,16.75,1.8,1.138,0.4,200.45
2011-01-21,189.208,3.667,11.833,19.458,57.458,38.0,14.125,3.3,2.025,0.9,201.042
2011-01-22,186.958,2.958,10.25,10.625,26.167,15.542,4.875,9.1,4.996,2.3,197.208
2011-01-23,187.958,3.583,7.333,14.875,44.417,29.542,4.667,9.9,4.396,0.7,195.292
2011-01-24,189.85,3.565,9.6,16.917,47.625,30.708,5.636,4.5,1.038,-1.9,199.45
2011-01-25,190.875,3.083,9.5,16.125,44.125,28.0,6.429,6.8,1.129,-3.3,200.375
2011-01-26,190.792,3.042,7.0,16.875,50.042,33.167,6.792,2.8,-0.9,-4.3,197.792
2011-01-27,191.25,3.333,8.458,16.875,45.958,29.083,6.042,4.4,-0.921,-5.3,199.708
2011-01-28,190.5,2.833,6.958,12.167,34.792,22.625,5.875,2.7,-0.604,-3.3,197.458
2011-01-29,191.292,2.75,6.667,7.625,18.208,10.583,4.292,2.9,-0.675,-2.9,197.958
2011-01-30,191.957,2.348,6.522,11.826,33.478,21.652,4.708,3.1,-0.396,-2.9,198.478
2011-01-31,190.875,2.792,8.708,15.25,41.583,26.333,6.25,6.8,-0.133,-5.0,199.583
2011-02-01,189.5,3.042,7.5,18.792,51.333,32.542,5.292,5.3,-0.5,-5.4,197.0
2011-02-02,190.958,2.792,6.583,11.75,33.292,21.542,4.667,2.4,-1.192,-4.6,197.542
2011-02-03,190.375,3.208,9.083,20.667,63.5,42.833,6.542,6.0,-0.338,-5.5,199.458
2011-02-04,189.625,3.0,8.542,12.792,30.333,17.542,6.667,8.5,0.896,-5.3,198.167
2011-02-05,191.667,3.5,11.917,10.458,21.667,11.208,15.75,9.0,3.192,-1.9,203.583
2011-02-06,192.792,4.75,15.583,20.833,54.792,33.958,37.917,6.8,2.771,-1.4,208.375
2011-02-07,187.583,3.875,14.792,15.792,42.5,26.708,13.333,11.9,6.8,3.1,202.375
2011-02-08,187.208,2.833,6.417,12.083,32.5,20.417,4.0,7.0,3.012,-1.5,193.625
2011-02-09,189.417,2.792,7.458,16.542,48.958,32.417,5.458,5.8,0.454,-4.6,196.875
2011-02-10,188.792,2.667,8.875,16.091,44.682,28.591,4.917,8.2,2.3,-2.9,197.667
2011-02-11,188.625,2.625,6.583,11.0,30.667,19.667,3.458,4.4,1.079,-2.5,195.208
2011-02-12,188.875,2.167,7.667,5.542,12.833,7.292,6.0,5.3,0.417,-3.8,196.542
2011-02-13,190.917,4.125,14.5,23.217,69.348,46.13,16.292,6.2,2.55,-1.5,205.417
2011-02-14,190.435,4.783,18.174,28.13,82.696,54.565,34.417,6.8,3.121,-0.3,208.609
2011-02-15,187.958,3.333,8.625,15.167,41.667,26.5,13.125,10.7,4.138,0.7,196.583
2011-02-16,188.958,3.167,9.458,21.208,54.25,33.042,13.375,7.0,1.958,-1.0,198.417
2011-02-17,189.792,3.417,10.5,19.958,52.667,32.708,12.667,5.7,1.375,-2.5,200.292
2011-02-18,188.292,2.833,5.25,13.292,32.833,19.542,4.375,2.1,-1.054,-3.9,193.542
2011-02-19,189.75,2.875,8.042,10.292,21.083,10.792,5.917,6.3,-0.021,-6.2,197.792
2011-02-20,189.917,3.125,11.625,22.375,52.125,29.75,9.208,9.7,2.538,-4.1,201.542
2011-02-21,187.708,2.833,10.375,20.87,49.957,29.087,9.043,11.0,5.021,-1.2,198.083
2011-02-22,189.167,3.583,15.208,26.625,65.667,39.042,27.333,10.7,6.183,1.0,204.375
2011-02-23,187.083,3.792,14.75,21.208,57.125,35.917,23.542,12.9,6.904,2.9,201.833
2011-02-24,187.917,3.75,7.292,19.087,39.391,20.304,19.625,11.3,7.829,4.6,195.208
2011-02-25,188.333,3.667,10.292,18.292,43.917,25.625,11.292,7.4,4.771,0.9,198.625
2011-02-26,187.833,2.333,5.042,7.5,14.875,7.375,5.208,7.4,2.596,0.2,192.875
2011-02-27,188.435,2.609,4.913,15.783,37.087,21.304,6.375,5.1,0.917,-2.1,193.348
2011-02-28,191.048,3.696,15.762,29.0,73.136,44.136,12.917,6.7,1.333,-4.2,206.81
2011-03-01,190.917,3.917,19.542,27.417,70.083,42.667,17.25,12.5,6.033,1.5,210.458
2011-03-02,191.125,4.292,18.292,30.0,86.333,56.333,23.792,5.7,4.179,3.0,209.417
2011-03-03,189.958,3.0,10.208,14.435,31.391,16.957,9.792,10.4,5.842,1.0,200.167
2011-03-04,191.875,3.542,12.917,14.875,31.417,16.542,23.0,7.2,3.267,-0.4,204.792
2011-03-05,191.583,4.125,17.458,27.0,76.0,49.0,13.13,5.9,3.1,0.2,209.042
2011-03-06,186.708,3.5,17.5,21.5,56.958,35.458,8.958,19.5,10.4,4.4,204.208
2011-03-07,188.958,4.0,11.125,15.833,31.375,15.542,16.875,12.4,9.433,6.0,200.083
2011-03-08,193.0,5.125,20.042,31.417,77.0,45.583,42.083,10.9,8.646,6.0,213.042
2011-03-09,192.625,5.0,17.708,29.667,85.708,56.042,29.125,8.2,5.617,2.1,210.333
2011-03-10,191.708,4.833,15.167,23.917,65.792,41.875,8.333,6.5,4.104,1.9,206.875
2011-03-11,190.042,3.5,11.458,14.458,31.792,17.333,9.208,7.6,4.333,0.5,201.5
2011-03-12,189.0,2.739,10.0,17.739,42.609,24.87,2.75,7.8,2.025,-2.0,199.0
