date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,73.0,51.458,28.0,9.958,11.917,1.958,12.292,85.0,22.167,-27.0
2011-01-02,76.0,53.417,32.0,6.333,8.125,1.792,9.375,107.0,33.917,-22.0
2011-01-03,57.0,39.667,21.0,3.042,4.167,1.125,4.25,88.0,41.708,5.0
2011-01-04,78.0,55.875,29.0,10.458,12.542,2.083,7.25,81.0,18.958,-36.0
2011-01-05,69.0,44.625,22.0,8.826,9.696,0.87,5.435,69.0,24.375,-14.0
2011-01-06,52.0,37.708,18.0,14.458,17.333,2.875,7.0,107.0,45.958,-2.0
2011-01-07,62.0,42.667,17.0,10.083,10.833,0.75,3.708,83.0,34.292,3.0
2011-01-08,60.0,43.5,26.0,7.0,7.292,0.292,3.583,79.0,29.458,-6.0
2011-01-09,68.0,49.0,27.0,18.583,24.125,5.542,13.708,86.0,25.375,-20.0
2011-01-10,68.0,49.875,25.0,24.708,36.0,11.292,14.792,104.0,42.083,-11.0
2011-01-11,78.0,51.042,25.0,16.292,31.917,15.625,13.125,75.0,20.667,-18.0
2011-01-12,51.0,36.708,24.0,12.958,14.417,1.458,2.913,63.0,12.708,-20.0
2011-01-13,65.0,42.333,17.0,15.875,22.333,6.458,3.875,127.0,33.667,-52.0
2011-01-14,60.0,41.25,24.0,9.542,10.625,1.083,5.5,65.0,27.833,-8.0
2011-01-15,62.0,44.042,29.0,6.875,7.125,0.25,6.292,77.0,34.125,-4.0
2011-01-16,54.0,41.708,29.0,16.875,24.833,7.958,14.125,59.0,31.625,15.0
2011-01-17,61.0,39.667,22.0,18.13,23.261,5.13,9.0,85.0,36.417,1.0
2011-01-18,65.0,47.25,28.0,25.833,39.083,13.25,18.875,80.0,19.625,-29.0
2011-01-19,84.0,55.292,33.0,19.958,28.333,8.375,17.792,99.0,42.25,-20.0
2011-01-20,94.0,91.043,87.0,25.826,36.217,10.391,21.0,24.0,15.174,0.0
2011-01-21,91.0,87.583,79.0,17.208,21.5,4.292,10.667,44.0,29.583,16.0
2011-01-22,92.0,79.75,62.0,14.083,17.167,3.083,9.542,101.0,57.958,31.0
