date,SPM_mean
2013-01-01,12.958
2013-01-02,5.5
2013-01-03,12.667
2013-01-04,6.458
2013-01-05,4.292
2013-01-06,5.458
2013-01-07,10.417
2013-01-08,25.292
2013-01-09,7.542
2013-01-10,1.792
2013-01-11,4.75
2013-01-12,12.583
2013-01-13,3.75
2013-01-14,4.25
2013-01-15,14.667
2013-01-16,5.833
2013-01-17,5.783
2013-01-18,12.542
2013-01-19,5.958
2013-01-20,10.125
2013-01-21,12.458
2013-01-22,16.458
2013-01-23,6.458
2013-01-24,17.833
2013-01-25,30.042
2013-01-26,7.958
2013-01-27,7.208
2013-01-28,15.458
2013-01-29,9.333
2013-01-30,26.625
2013-01-31,7.417
2013-02-01,19.292
2013-02-02,40.5
2013-02-03,29.042
2013-02-04,4.75
2013-02-05,2.958
2013-02-06,4.583
2013-02-07,4.833
2013-02-08,15.042
2013-02-09,1.542
2013-02-10,9.333
2013-02-11,4.583
2013-02-12,13.292
2013-02-13,2.583
2013-02-14,13.75
2013-02-15,5.85
2013-02-16,11.458
2013-02-17,20.75
2013-02-18,8.708
2013-02-19,6.917
2013-02-20,17.75
2013-02-21,11.739
2013-02-22,5.042
2013-02-23,6.292
2013-02-24,17.625
2013-02-25,31.875
2013-02-26,48.917
2013-02-27,71.25
2013-02-28,27.833
2013-03-01,65.125
2013-03-02,25.292
2013-03-03,8.375
2013-03-04,18.083
2013-03-05,38.875
2013-03-06,5.625
2013-03-07,9.458
2013-03-08,7.625
2013-03-09,13.917
2013-03-10,5.667
2013-03-11,4.958
2013-03-12,47.208
2013-03-13,80.5
2013-03-14,2.792
2013-03-15,5.708
2013-03-16,22.417
2013-03-17,40.292
2013-03-18,37.958
2013-03-19,15.375
2013-03-20,25.292
2013-03-21,1.458
2013-03-22,7.542
2013-03-23,12.083
2013-03-24,21.5
2013-03-25,25.5
2013-03-26,35.0
2013-03-27,49.542
2013-03-28,31.435
2013-03-29,36.917
2013-03-30,40.667
2013-03-31,7.75
2013-04-01,15.542
2013-04-02,38.583
2013-04-03,4.042
2013-04-04,12.5
2013-04-05,33.739
2013-04-06,44.625
2013-04-07,2.167
2013-04-08,5.917
2013-04-09,17.75
2013-04-10,9.875
2013-04-11,9.708
2013-04-12,8.083
2013-04-13,8.5
2013-04-14,20.5
2013-04-15,17.708
2013-04-16,24.792
2013-04-17,43.708
2013-04-18,36.542
2013-04-19,13.542
2013-04-20,19.667
2013-04-21,9.583
2013-04-22,10.208
2013-04-23,15.25
2013-04-24,55.583
2013-04-25,18.125
2013-04-26,16.75
2013-04-27,5.292
2013-04-28,10.792
2013-04-29,17.25
2013-04-30,25.625
2013-05-01,10.667
2013-05-02,3.75
2013-05-03,6.083
2013-05-04,7.708
2013-05-05,17.0
2013-05-06,19.333
2013-05-07,6.833
2013-05-08,4.708
2013-05-09,12.958
2013-05-10,35.174
2013-05-11,55.75
2013-05-12,15.125
2013-05-13,45.208
2013-05-14,31.708
2013-05-15,38.75
2013-05-16,20.458
2013-05-17,8.542
2013-05-18,26.5
2013-05-19,23.25
2013-05-20,22.083
2013-05-21,24.625
2013-05-22,36.792
2013-05-23,13.125
2013-05-24,9.583
2013-05-25,20.417
2013-05-26,26.833
2013-05-27,29.25
2013-05-28,17.625
2013-05-29,17.125
2013-05-30,15.833
2013-05-31,17.75
2013-06-01,13.5
2013-06-02,18.458
2013-06-03,17.5
2013-06-04,21.417
2013-06-05,35.667
2013-06-06,29.696
2013-06-07,23.208
2013-06-08,13.458
2013-06-09,27.083
2013-06-10,41.0
2013-06-11,33.458
2013-06-12,32.875
2013-06-13,9.667
2013-06-14,16.792
2013-06-15,37.333
2013-06-16,8.208
2013-06-17,22.458
2013-06-18,48.625
2013-06-19,35.5
2013-06-20,34.042
2013-06-21,31.5
2013-06-22,4.833
2013-06-23,16.25
2013-06-24,29.958
2013-06-25,27.792
2013-06-26,49.375
2013-06-27,8.875
2013-06-28,27.417
2013-06-29,36.333
2013-06-30,29.0
2013-07-01,21.042
2013-07-02,18.125
2013-07-03,23.542
2013-07-04,38.583
2013-07-05,59.792
2013-07-06,13.875
2013-07-07,15.75
2013-07-08,19.917
2013-07-09,30.042
2013-07-10,40.292
2013-07-11,50.875
2013-07-12,44.208
2013-07-13,39.542
2013-07-14,20.083
2013-07-15,19.5
2013-07-16,17.542
2013-07-17,39.583
2013-07-18,18.917
2013-07-19,8.042
2013-07-20,17.833
2013-07-21,23.708
2013-07-22,32.833
2013-07-23,43.208
2013-07-24,31.292
2013-07-25,27.208
2013-07-26,45.792
2013-07-27,32.882
2013-10-04,28.3
2013-10-05,9.875
2013-10-06,13.083
2013-10-07,17.208
2013-10-08,33.208
2013-10-09,24.125
2013-10-10,12.25
2013-10-11,21.5
2013-10-12,15.458
2013-10-13,6.042
2013-10-14,18.792
2013-10-15,48.833
2013-10-16,2.208
2013-10-17,4.542
2013-10-18,12.875
2013-10-19,21.958
2013-10-20,9.25
2013-10-21,8.458
2013-10-22,13.0
2013-10-23,12.458
2013-10-24,7.667
2013-10-25,5.125
2013-10-26,3.75
2013-10-27,7.417
2013-10-28,14.25
2013-10-29,28.875
2013-10-30,13.917
2013-10-31,26.875
2013-11-01,21.083
2013-11-02,32.5
2013-11-03,39.833
2013-11-04,18.542
2013-11-05,19.375
2013-11-06,31.083
2013-11-07,37.167
2013-11-08,8.087
2013-11-09,11.667
2013-11-10,23.5
2013-11-11,5.417
2013-11-12,2.292
2013-11-13,2.667
2013-11-14,13.333
2013-11-15,29.875
2013-11-16,20.292
2013-11-17,26.125
2013-11-18,23.667
2013-11-19,5.417
2013-11-20,7.458
2013-11-21,3.917
2013-11-22,3.208
2013-11-23,10.542
2013-11-24,21.917
2013-11-25,45.5
2013-11-26,7.25
2013-11-27,10.625
2013-11-28,9.333
2013-11-29,5.25
2013-11-30,5.833
2013-12-01,9.083
2013-12-02,13.792
2013-12-03,18.625
2013-12-04,35.167
2013-12-05,11.583
2013-12-06,4.958
2013-12-07,3.833
2013-12-08,2.583
2013-12-09,13.208
2013-12-10,16.458
2013-12-11,7.375
2013-12-12,5.208
2013-12-13,6.5
2013-12-14,2.083
2013-12-15,1.5
2013-12-16,3.125
2013-12-17,3.75
2013-12-18,23.0
2013-12-19,9.375
2013-12-20,4.292
2013-12-21,4.625
2013-12-22,2.25
2013-12-23,5.167
2013-12-24,5.542
2013-12-25,11.375
2013-12-26,29.667
2013-12-27,9.042
2013-12-28,3.5
2013-12-29,2.083
2013-12-30,6.875
2013-12-31,9.5
2014-01-01,4.25
2014-01-02,0.5
2014-01-03,1.667
2014-01-04,9.375
2014-01-05,16.5
2014-01-06,26.375
2014-01-07,1.417
2014-01-08,5.625
2014-01-09,4.583
2014-01-10,2.25
2014-01-11,5.75
2014-01-12,2.792
2014-01-13,3.042
2014-01-14,14.625
2014-01-15,28.667
2014-01-16,11.25
2014-01-17,7.833
2014-01-18,3.625
2014-01-19,8.042
2014-01-20,15.375
2014-01-21,23.042
2014-01-22,30.958
2014-01-23,1.5
2014-01-24,6.833
2014-01-25,21.292
2014-01-26,33.333
2014-01-27,17.958
2014-01-28,1.792
2014-01-29,7.25
2014-01-30,34.826
2014-01-31,1.958
2014-02-01,3.292
2014-02-02,3.333
2014-02-03,3.75
2014-02-04,10.042
2014-02-05,20.4
2014-02-06,2.778
2014-02-07,11.25
2014-02-08,40.25
2014-02-09,4.375
2014-02-10,7.042
2014-02-11,14.292
2014-02-12,26.833
2014-02-13,8.917
2014-02-14,5.583
2014-02-15,11.25
2014-02-16,7.667
2014-02-17,19.583
2014-02-18,32.208
2014-02-19,7.875
2014-02-20,2.917
2014-02-21,11.958
2014-02-22,42.208
2014-02-23,22.042
2014-02-24,29.042
2014-02-25,37.208
2014-02-26,49.458
2014-02-27,11.375
2014-02-28,11.625
2014-03-01,25.917
2014-03-02,7.625
2014-03-03,21.25
2014-03-04,16.625
2014-03-05,11.458
2014-03-06,8.667
2014-03-07,26.417
2014-03-08,15.333
2014-03-09,9.333
2014-03-10,2.625
2014-03-11,5.458
2014-03-12,9.583
2014-03-13,19.708
2014-03-14,15.333
2014-03-15,27.042
2014-03-16,43.625
2014-03-17,43.917
