date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,197.125,3.208,78.0,57.208,36.0,17.667,6.0,6.042,0.042,10.167,0.625,10.292,8.6,2.338,-2.3,214.792
2011-01-02,194.917,2.417,88.0,61.833,41.0,22.833,3.667,4.083,0.417,7.739,0.417,8.875,9.7,3.075,-4.0,217.75
2011-01-03,187.792,2.292,65.0,49.25,30.0,16.833,1.5,1.5,0.0,2.667,0.542,3.5,9.0,3.588,0.3,204.625
2011-01-04,193.333,2.833,82.0,63.25,40.0,18.0,5.833,6.458,0.625,3.625,0.708,5.083,7.3,1.429,-4.0,211.333
2011-01-05,190.391,2.565,80.0,58.292,32.0,18.609,5.826,6.391,0.565,3.542,0.739,4.667,6.2,1.604,-3.3,209.0
2011-01-06,192.083,3.083,68.0,49.292,26.0,23.042,10.583,13.083,2.5,5.875,1.125,5.833,10.6,3.433,-2.5,215.125
2011-01-07,191.5,2.25,72.0,52.458,29.0,15.125,2.958,3.5,0.542,2.261,0.875,4.083,6.9,2.729,-0.3,206.625
2011-01-08,192.5,2.458,70.0,53.792,36.0,17.125,3.833,4.333,0.5,1.625,0.875,4.333,7.5,2.25,-2.2,209.625
2011-01-09,198.5,3.542,68.0,52.875,28.0,22.833,10.0,11.917,1.917,15.5,0.917,15.833,8.4,2.221,-3.2,221.333
2011-01-10,193.792,3.583,75.0,54.458,31.0,22.958,14.333,17.75,3.417,11.042,1.167,11.917,10.0,4.221,-0.1,216.75
2011-01-11,194.083,2.875,78.0,55.5,31.0,19.792,8.542,11.292,2.75,9.625,1.042,9.333,7.0,1.908,-1.1,213.875
2011-01-12,191.083,2.625,57.0,44.542,30.0,15.958,6.792,8.125,1.333,2.0,0.958,3.208,5.5,0.462,-3.5,207.042
2011-01-13,188.583,2.542,66.0,45.167,22.0,16.042,3.75,4.625,0.875,2.125,1.083,3.458,10.7,3.362,-2.8,204.625
