date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,190.708,3.458,5.75,3.208,5.25,2.042,7.333,8.3,1.504,-2.7,196.458
2011-01-02,187.167,2.958,5.292,3.625,6.042,2.417,6.5,11.4,3.721,-2.4,192.458
2011-01-03,187.083,2.083,1.667,1.458,2.958,1.5,3.625,9.0,4.729,-0.4,188.75
2011-01-04,187.304,3.13,3.478,4.087,8.478,4.391,3.875,9.2,2.508,-2.9,190.783
2011-01-05,187.958,2.208,1.0,4.292,9.25,4.958,4.083,6.5,3.258,-0.4,188.958
2011-01-06,188.5,3.333,5.667,9.042,20.333,11.292,10.167,10.5,3.65,-1.5,194.167
2011-01-07,188.792,2.708,2.333,5.125,10.917,5.792,6.583,7.3,3.296,-0.2,191.125
2011-01-08,190.917,2.208,1.208,2.333,4.125,1.792,5.292,7.7,2.496,-1.7,192.125
2011-01-09,190.792,3.75,7.167,7.333,15.667,8.333,9.5,8.6,1.571,-4.1,197.958
2011-01-10,190.167,5.542,11.333,10.583,28.917,18.333,18.043,9.3,3.317,-2.6,201.5
2011-01-11,193.235,3.5,8.706,8.0,21.167,13.167,9.917,10.2,3.154,-1.2,201.941
2011-01-12,198.375,2.5,8.042,5.458,13.792,8.333,6.333,6.3,0.996,-3.4,206.417
2011-01-13,198.208,4.042,13.458,9.292,27.167,17.875,4.458,12.4,2.742,-5.2,211.667
2011-01-14,201.083,3.0,9.583,3.958,8.417,4.458,3.833,6.4,2.654,-1.0,210.667
2011-01-15,201.833,3.458,13.0,5.208,9.25,4.042,9.708,7.2,2.733,-2.1,214.833
2011-01-16,201.13,4.348,17.522,11.348,23.957,12.609,15.625,4.6,2.096,-1.3,218.652
2011-01-17,200.5,4.458,20.0,11.208,27.167,15.958,12.375,6.8,1.5,-2.7,220.5
2011-01-18,199.125,3.958,17.667,10.375,24.25,13.875,19.583,7.7,1.108,-4.5,216.792
2011-01-19,197.625,4.625,17.583,9.875,24.375,14.5,15.958,9.1,3.517,-2.8,215.208
2011-01-20,200.0,4.542,19.0,11.542,26.708,15.167,28.583,2.4,1.583,0.5,219.0
2011-01-21,198.833,3.708,16.708,8.083,18.375,10.292,15.083,3.8,2.525,1.2,215.542
2011-01-22,195.5,3.5,17.5,4.792,11.625,6.833,4.542,8.7,4.662,1.5,213.0
2011-01-23,196.136,5.0,18.864,7.773,21.682,13.909,11.375,9.1,3.621,0.2,215.0
2011-01-24,196.708,3.333,13.25,7.917,17.333,9.417,7.625,6.0,1.521,-2.3,209.958
2011-01-25,200.167,4.292,15.667,9.458,27.583,18.125,16.208,7.8,1.475,-3.3,215.833
2011-01-26,201.042,3.833,13.583,8.208,21.167,12.958,7.375,4.5,-0.138,-4.3,214.625
2011-01-27,203.125,5.125,17.375,9.75,24.708,14.958,9.167,6.5,-0.55,-5.5,220.5
2011-01-28,201.5,3.333,13.167,5.5,13.208,7.708,8.833,4.1,-0.075,-3.9,214.667
2011-01-29,201.417,2.25,8.125,2.333,4.667,2.333,4.208,3.8,0.554,-1.8,209.542
2011-01-30,200.958,2.917,9.75,6.083,13.625,7.542,5.417,5.3,0.392,-3.2,210.708
2011-01-31,201.417,4.958,12.667,8.75,23.208,14.458,7.583,8.2,0.596,-5.5,214.083
