date,NO2_mean,NOX_mean,NO_mean
2011-01-01,13.708,17.375,3.667
2011-01-02,6.913,7.826,0.913
2011-01-03,8.667,10.917,2.25
2011-01-04,8.792,12.333,3.542
2011-01-05,10.217,13.87,3.652
2011-01-06,13.167,21.458,8.292
2011-01-07,7.208,9.958,2.75
2011-01-08,7.667,10.167,2.5
2011-01-09,10.261,13.957,3.696
2011-01-10,19.792,33.333,13.542
2011-01-11,12.042,17.542,5.5
2011-01-12,13.333,19.333,6.0
2011-01-13,15.875,24.458,8.583
2011-01-14,10.0,13.292,3.292
2011-01-15,6.417,8.042,1.625
2011-01-16,13.435,16.913,3.478
2011-01-17,15.5,21.625,6.125
2011-01-18,20.792,31.125,10.333
2011-01-19,21.333,34.125,12.792
2011-01-20,14.208,19.542,5.333
2011-01-21,15.083,21.875,6.792
2011-01-22,12.833,17.792,4.958
2011-01-23,8.217,10.565,2.348
2011-01-24,9.0,14.208,5.208
2011-01-25,9.0,12.792,3.792
2011-01-26,8.583,11.125,2.542
2011-01-27,11.667,15.5,3.833
2011-01-28,11.583,14.708,3.125
2011-01-29,5.833,6.667,0.833
2011-01-30,15.478,22.13,6.652
2011-01-31,9.6,12.8,3.2
2011-02-01,2.7,3.2,0.5
2011-02-02,4.609,6.087,1.478
2011-02-03,15.083,22.875,7.792
2011-02-04,12.167,16.333,4.167
2011-02-05,14.292,17.167,2.875
2011-02-06,23.565,32.304,8.739
2011-02-07,10.625,13.208,2.583
2011-02-08,7.125,10.042,2.917
2011-02-09,7.958,10.583,2.625
2011-02-10,12.333,20.125,7.792
2011-02-11,5.292,6.292,1.0
2011-02-12,7.417,8.708,1.292
2011-02-13,22.609,29.696,7.087
2011-02-14,24.667,41.833,17.167
2011-02-15,12.458,17.583,5.125
2011-02-16,13.917,20.5,6.583
2011-02-17,5.542,7.042,1.5
2011-02-18,7.167,9.0,1.833
2011-02-19,8.458,10.833,2.375
2011-02-20,16.522,22.217,5.696
2011-02-21,24.792,38.125,13.333
2011-02-22,16.083,19.875,3.792
2011-02-23,14.75,23.667,8.917
2011-02-24,7.708,9.0,1.292
2011-02-25,12.917,18.042,5.125
2011-02-26,5.417,5.875,0.458
2011-02-27,7.609,9.87,2.261
2011-02-28,11.5,15.208,3.708
2011-03-01,20.708,27.958,7.25
2011-03-02,16.792,26.333,9.542
2011-03-03,6.042,6.875,0.833
2011-03-04,10.208,11.833,1.625
2011-03-05,21.87,30.043,8.174
2011-03-06,30.696,51.304,20.609
2011-03-07,7.75,8.625,0.875
2011-03-08,11.583,14.958,3.375
2011-03-09,17.167,21.417,4.25
2011-03-10,9.083,10.125,1.042
2011-03-11,6.042,6.875,0.833
2011-03-12,5.913,7.087,1.174
2011-03-13,6.167,7.292,1.125
2011-03-14,17.083,22.5,5.417
2011-03-15,13.625,16.792,3.167
2011-03-16,15.0,19.0,4.0
2011-03-17,19.5,27.917,8.417
2011-03-18,15.958,20.542,4.583
2011-03-19,5.652,6.696,1.043
2011-03-20,7.292,9.292,2.0
2011-03-21,7.125,8.375,1.25
2011-03-22,23.167,32.375,9.208
2011-03-23,19.25,22.583,3.333
2011-03-24,13.583,15.042,1.458
2011-03-25,4.833,5.208,0.375
2011-03-26,5.913,6.87,0.957
2011-03-27,19.625,26.167,6.542
2011-03-28,17.667,22.875,5.208
2011-03-29,19.25,24.792,5.542
2011-03-30,18.292,22.792,4.5
2011-03-31,9.958,11.0,1.042
2011-04-01,19.292,22.667,3.375
2011-04-02,12.667,14.542,1.875
2011-04-03,4.167,4.625,0.458
2011-04-04,7.87,9.522,1.652
2011-04-05,14.652,18.522,3.87
2011-04-06,17.583,20.458,2.875
2011-04-07,15.542,18.292,2.75
2011-04-08,24.875,30.125,5.25
2011-04-09,7.875,9.25,1.375
2011-04-10,8.667,9.333,0.667
2011-04-11,12.826,15.043,2.217
2011-04-12,10.958,12.542,1.583
2011-04-13,20.792,25.208,4.417
2011-04-14,22.0,25.917,3.917
2011-04-15,18.833,21.958,3.125
2011-04-16,8.667,10.458,1.792
2011-04-17,7.304,8.304,1.0
2011-04-18,10.261,11.957,1.696
2011-04-19,9.042,10.833,1.792
2011-04-20,5.875,6.958,1.083
2011-04-21,17.042,20.917,3.875
2011-04-22,20.75,25.25,4.5
2011-04-23,13.125,16.25,3.125
2011-04-24,8.833,10.292,1.458
2011-04-25,12.0,14.391,2.391
2011-04-26,16.696,19.522,2.826
2011-04-27,17.75,21.125,3.375
2011-04-28,7.708,8.708,1.0
2011-04-29,10.208,11.917,1.708
2011-04-30,18.0,20.522,2.522
2011-05-01,10.208,11.458,1.25
2011-05-02,7.435,8.565,1.13
2011-05-03,10.583,11.792,1.208
2011-05-04,8.625,9.958,1.333
2011-05-05,7.792,8.833,1.042
2011-05-06,10.75,12.375,1.625
2011-05-07,8.625,9.375,0.75
2011-05-08,7.875,8.5,0.625
2011-05-09,14.478,15.739,1.261
2011-05-10,18.043,27.565,9.522
2011-05-11,18.75,28.708,9.958
2011-05-12,14.167,18.125,3.958
2011-05-13,9.625,10.792,1.167
2011-05-14,8.75,9.917,1.167
2011-05-15,9.583,10.625,1.042
2011-05-16,14.913,16.435,1.522
2011-05-17,11.167,12.458,1.292
2011-05-18,11.042,12.333,1.292
2011-05-19,13.333,14.833,1.5
2011-05-20,15.792,17.917,2.125
2011-05-21,11.208,13.375,2.167
2011-05-22,5.083,5.583,0.5
2011-05-23,11.478,14.522,3.043
2011-05-24,11.125,13.0,1.875
2011-05-25,16.542,18.167,1.625
2011-05-26,9.958,11.125,1.167
2011-05-27,10.417,11.708,1.292
2011-05-28,11.667,14.125,2.458
2011-05-29,6.292,7.417,1.125
2011-05-30,3.609,4.043,0.435
2011-05-31,8.708,10.333,1.625
2011-06-01,12.625,15.417,2.792
2011-06-02,15.5,20.083,4.583
2011-06-03,14.958,17.583,2.625
2011-06-04,13.667,15.958,2.292
2011-06-05,13.167,14.75,1.583
2011-06-06,11.087,12.913,1.826
2011-06-07,15.043,17.13,2.087
2011-06-08,15.708,17.042,1.333
2011-06-09,14.792,17.0,2.208
2011-06-10,21.625,28.458,6.833
2011-06-11,7.958,9.167,1.208
2011-06-12,11.167,12.417,1.25
2011-06-13,12.609,14.565,1.957
2011-06-14,4.5,5.0,0.5
2011-06-15,11.708,13.792,2.083
2011-06-16,11.167,12.875,1.708
2011-06-17,13.542,15.667,2.125
2011-06-18,11.792,14.292,2.5
2011-06-19,10.208,11.792,1.583
2011-06-20,19.0,24.304,5.304
2011-06-21,15.833,19.792,3.958
2011-06-22,15.417,20.292,4.875
2011-06-23,8.0,11.917,3.917
2011-06-24,6.125,8.958,2.833
2011-06-25,10.75,20.083,9.333
2011-06-26,8.042,11.417,3.375
2011-06-27,9.261,14.435,5.174
2011-06-28,10.417,18.542,8.125
2011-06-29,11.958,16.75,4.792
2011-06-30,8.208,10.792,2.583
2011-07-01,16.833,26.167,9.333
2011-07-02,6.833,10.458,3.625
2011-07-03,9.25,10.5,1.25
2011-07-04,11.652,14.478,2.826
2011-07-05,9.682,11.364,1.682
2011-07-06,15.25,18.208,2.958
2011-07-07,17.917,30.458,12.542
2011-07-08,11.333,20.125,8.792
2011-07-09,11.5,23.083,11.583
2011-07-10,8.958,10.708,1.75
2011-07-11,11.783,15.391,3.609
2011-07-12,15.333,24.25,8.917
2011-07-13,16.917,27.542,10.625
2011-07-14,16.25,23.167,6.917
2011-07-15,20.792,25.5,4.708
2011-07-16,21.375,23.917,2.542
2011-07-17,7.583,9.542,1.958
2011-07-18,4.783,7.783,3.0
2011-07-19,3.208,4.875,1.667
2011-07-20,4.333,5.792,1.458
2011-07-21,3.625,4.792,1.167
2011-07-22,8.958,12.375,3.417
2011-07-23,8.708,11.083,2.375
2011-07-24,8.458,9.333,0.875
2011-07-25,11.478,13.261,1.783
2011-07-26,10.875,14.625,3.75
2011-07-27,11.083,19.167,8.083
2011-07-28,11.292,17.125,5.833
2011-07-29,6.833,10.833,4.0
2011-07-30,6.292,8.0,1.708
2011-07-31,6.417,7.125,0.708
2011-08-01,8.609,10.957,2.348
2011-08-02,8.913,11.13,2.217
2011-08-03,8.042,10.917,2.875
2011-08-04,9.5,13.25,3.75
2011-08-05,9.542,13.875,4.333
2011-08-06,8.583,15.292,6.708
2011-08-07,8.833,10.958,2.125
2011-08-08,14.043,19.043,5.0
2011-08-09,21.208,26.125,4.917
