date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,4.458333333333333,16.666666666666668,22.0,5.333333333333333,3.2916666666666665
2011-01-02,3.260869565217391,4.304347826086956,4.304347826086956,0.0,3.375
2011-01-03,4.0,10.0,12.75,2.75,3.0
2011-01-04,3.869565217391304,4.478260869565218,4.608695652173913,0.13043478260869565,5.7727272727272725
2011-01-05,3.2083333333333335,8.875,11.75,2.875,2.0416666666666665
2011-01-06,4.5,17.166666666666668,29.375,12.208333333333334,2.625
2011-01-07,2.5416666666666665,4.25,4.708333333333333,0.4583333333333333,2.0
2011-01-08,3.4583333333333335,11.291666666666666,14.125,2.8333333333333335,2.2083333333333335
2011-01-09,4.260869565217392,11.347826086956522,15.304347826086957,3.9565217391304346,3.625
2011-01-10,6.041666666666667,22.652173913043477,34.21739130434783,11.565217391304348,3.869565217391304
2011-01-11,4.5,11.875,17.083333333333332,5.208333333333333,4.083333333333333
2011-01-12,3.1666666666666665,12.083333333333334,17.75,5.666666666666667,2.625
2011-01-13,4.625,16.958333333333332,27.083333333333332,10.125,3.3333333333333335
2011-01-14,4.0,7.708333333333333,8.333333333333334,0.625,4.083333333333333
2011-01-15,3.4166666666666665,8.458333333333334,10.916666666666666,2.4583333333333335,3.5833333333333335
2011-01-16,3.4782608695652173,9.347826086956522,10.826086956521738,1.4782608695652173,3.0
2011-01-17,3.7916666666666665,15.583333333333334,25.0,9.416666666666666,2.8333333333333335
2011-01-18,5.166666666666667,22.958333333333332,33.208333333333336,10.25,3.4166666666666665
2011-01-19,4.375,21.083333333333332,27.541666666666668,6.458333333333333,2.9583333333333335
2011-01-20,3.3333333333333335,11.375,12.708333333333334,1.3333333333333333,2.0416666666666665
2011-01-21,3.8333333333333335,12.166666666666666,15.083333333333334,2.9166666666666665,2.0
2011-01-22,3.4583333333333335,12.416666666666666,16.333333333333332,3.9166666666666665,2.0416666666666665
2011-01-23,3.260869565217391,5.173913043478261,6.217391304347826,1.0434782608695652,2.1739130434782608
2011-01-24,2.6666666666666665,7.125,8.875,1.75,2.2083333333333335
2011-01-25,3.5,9.083333333333334,10.541666666666666,1.4583333333333333,3.5833333333333335
2011-01-26,3.0416666666666665,9.416666666666666,11.041666666666666,1.625,2.625
2011-01-27,3.8333333333333335,11.125,12.625,1.5,4.25
2011-01-28,3.5,9.375,10.291666666666666,0.9166666666666666,4.0
2011-01-29,3.0,7.833333333333333,9.083333333333334,1.25,2.3333333333333335
2011-01-30,4.217391304347826,18.565217391304348,30.26086956521739,11.695652173913043,2.4782608695652173
2011-01-31,3.6666666666666665,12.75,17.791666666666668,5.041666666666667,2.3333333333333335
2011-02-01,,13.041666666666666,18.416666666666668,5.375,3.7916666666666665
2011-02-02,,3.875,4.041666666666667,0.16666666666666666,2.8333333333333335
2011-02-03,,16.458333333333332,22.791666666666668,6.333333333333333,3.1666666666666665
2011-02-04,,16.583333333333332,20.375,3.7916666666666665,4.5
2011-02-05,,15.125,17.541666666666668,2.4166666666666665,6.333333333333333
2011-02-06,,25.227272727272727,36.59090909090909,11.363636363636363,5.043478260869565
2011-02-07,,8.916666666666666,10.5,1.5833333333333333,2.75
2011-02-08,,6.041666666666667,6.833333333333333,0.7916666666666666,2.2916666666666665
2011-02-09,,8.833333333333334,11.041666666666666,2.2083333333333335,3.1666666666666665
2011-02-10,,12.583333333333334,23.583333333333332,11.0,3.9583333333333335
2011-02-11,,3.375,3.625,0.25,2.8333333333333335
2011-02-12,,6.583333333333333,7.583333333333333,1.0,2.9166666666666665
2011-02-13,,25.130434782608695,33.08695652173913,7.956521739130435,3.130434782608696
2011-02-14,,23.708333333333332,36.958333333333336,13.25,2.8333333333333335
2011-02-15,,13.0,15.222222222222221,2.2222222222222223,2.75
2011-02-16,,17.444444444444443,19.11111111111111,1.6666666666666667,2.9166666666666665
2011-02-17,,5.166666666666667,6.375,1.2083333333333333,3.0833333333333335
2011-02-18,,4.5,5.375,0.875,2.125
2011-02-19,,9.041666666666666,12.416666666666666,3.375,2.4583333333333335
2011-02-20,,22.9375,30.625,7.6875,3.0
2011-02-21,,25.565217391304348,38.26086956521739,12.695652173913043,4.130434782608695
2011-02-22,,16.166666666666668,19.708333333333332,3.5416666666666665,4.208333333333333
2011-02-23,,14.583333333333334,21.708333333333332,7.125,3.2083333333333335
2011-02-24,,5.0,6.583333333333333,1.5833333333333333,4.208333333333333
2011-02-25,,9.083333333333334,11.791666666666666,2.7083333333333335,2.8333333333333335
2011-02-26,,3.3333333333333335,4.416666666666667,1.0833333333333333,2.375
2011-02-27,,8.695652173913043,11.347826086956522,2.652173913043478,2.3043478260869565
2011-02-28,,15.208333333333334,21.291666666666668,6.083333333333333,2.7916666666666665
2011-03-01,,19.083333333333332,22.125,3.0416666666666665,2.875
2011-03-02,,19.041666666666668,26.875,7.833333333333333,2.5416666666666665
2011-03-03,,4.541666666666667,4.791666666666667,0.25,2.75
2011-03-04,,11.5,13.291666666666666,1.7916666666666667,2.5
