date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,20.417,25.625,5.208,,3.417,
2011-01-02,7.0,7.609,0.609,,3.167,
2011-01-03,10.167,11.333,1.167,,3.375,
2011-01-04,7.0,7.609,0.609,,5.522,
2011-01-05,11.5,13.417,1.917,,2.292,
2011-01-06,26.125,56.708,30.583,,2.833,
2011-01-07,8.792,10.375,1.583,,2.208,
2011-01-08,17.542,26.208,8.667,,2.583,
2011-01-09,16.696,20.696,4.0,,3.667,
2011-01-10,34.625,74.417,39.792,,4.478,
2011-01-11,19.667,39.375,19.708,,3.75,
2011-01-12,22.833,39.25,16.417,,2.958,
2011-01-13,24.292,55.583,31.292,,3.542,
2011-01-14,12.292,13.375,1.083,,4.167,
2011-01-15,12.625,14.625,2.0,,3.292,
2011-01-16,14.652,16.391,1.739,,2.727,
2011-01-17,20.417,28.917,8.5,,2.75,
2011-01-18,34.208,67.958,33.75,,3.458,
2011-01-19,27.917,38.458,10.542,,2.875,
2011-01-20,20.625,24.875,4.25,,2.0,
2011-01-21,23.375,27.333,3.958,,2.208,
2011-01-22,16.417,19.042,2.625,,2.458,
2011-01-23,8.522,9.696,1.174,,2.208,
2011-01-24,11.083,12.542,1.458,,2.043,
2011-01-25,17.125,21.0,3.875,,3.292,
2011-01-26,17.667,20.875,3.208,,2.75,
2011-01-27,24.667,35.083,10.417,,3.75,
2011-01-28,16.708,25.125,8.417,,3.542,
2011-01-29,9.208,9.542,0.333,,2.167,
2011-01-30,21.087,33.13,12.043,,2.348,
2011-01-31,21.2,25.3,4.1,,2.583,
2011-02-01,12.3,13.3,1.0,,3.05,
2011-02-02,10.083,11.25,1.167,,2.167,
2011-02-03,24.5,31.292,6.792,,3.083,
2011-02-04,23.125,35.708,12.583,,4.792,
2011-02-05,20.917,25.292,4.375,,6.667,
2011-02-06,27.864,34.364,6.5,,4.391,
2011-02-07,15.042,17.958,2.917,,2.75,
2011-02-08,10.917,13.167,2.25,,2.417,
2011-02-09,13.333,15.958,2.625,,2.667,
2011-02-10,21.708,37.0,15.292,,3.25,
