date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-05-31,88.0,68.375,49.0,8.956521739130435,9.869565217391305,0.9130434782608695,0,8.666666666666666,226.0,177.91666666666666,131.0
2011-06-01,92.0,86.29166666666667,79.0,16.333333333333332,18.0,1.6666666666666667,32,13.083333333333334,179.0,167.83333333333334,158.0
2011-06-02,92.0,84.375,66.0,17.375,20.541666666666668,3.1666666666666665,2,12.375,231.0,184.5,157.0
2011-06-03,90.0,69.41666666666667,39.0,16.291666666666668,19.166666666666668,2.875,0,33.416666666666664,268.0,215.58333333333334,174.0
2011-06-04,87.0,64.875,36.0,14.125,16.416666666666668,2.2916666666666665,0,47.0,289.0,228.625,180.0
2011-06-05,86.0,67.41666666666667,55.0,12.333333333333334,13.25,0.9166666666666666,0,31.541666666666668,248.0,217.29166666666666,189.0
2011-06-06,87.0,57.083333333333336,29.0,16.75,18.083333333333332,1.3333333333333333,0,32.833333333333336,286.0,223.08333333333334,161.0
2011-06-07,74.0,61.416666666666664,45.0,15.826086956521738,17.82608695652174,2.0,0,30.5,266.0,213.29166666666666,182.0
2011-06-08,87.0,65.70833333333333,47.0,12.75,13.458333333333334,0.7083333333333334,1,18.5,264.0,221.33333333333334,177.0
2011-06-09,80.0,66.75,49.0,12.791666666666666,14.083333333333334,1.2916666666666667,0,17.958333333333332,273.0,236.875,211.0
2011-06-10,90.0,77.83333333333333,59.0,21.291666666666668,23.416666666666668,2.125,19,35.333333333333336,255.0,227.5,209.0
2011-06-11,92.0,83.58333333333333,65.0,7.5,8.25,0.75,86,15.041666666666666,241.0,210.54166666666666,186.0
2011-06-12,91.0,83.79166666666667,68.0,10.958333333333334,12.041666666666666,1.0833333333333333,23,30.041666666666668,229.0,196.5,175.0
2011-06-13,92.0,75.54166666666667,49.0,11.916666666666666,13.0,1.0833333333333333,2,18.083333333333332,258.0,210.125,175.0
2011-06-14,87.0,61.708333333333336,37.0,9.25,10.166666666666666,0.9166666666666666,0,19.375,273.0,222.54166666666666,177.0
2011-06-15,80.0,60.75,36.0,13.869565217391305,15.565217391304348,1.6956521739130435,0,14.956521739130435,256.0,208.25,162.0
2011-06-16,92.0,84.58333333333333,75.0,16.869565217391305,18.869565217391305,2.0,28,20.666666666666668,207.0,191.04166666666666,177.0
2011-06-17,92.0,78.33333333333333,61.0,9.708333333333334,10.708333333333334,1.0,6,10.958333333333334,256.0,218.33333333333334,178.0
2011-06-18,91.0,87.125,77.0,19.083333333333332,21.583333333333332,2.5,9,21.25,225.0,213.04166666666666,206.0
2011-06-19,92.0,84.625,68.0,9.5,10.916666666666666,1.4166666666666667,4,14.833333333333334,251.0,219.375,204.0
2011-06-20,92.0,89.79166666666667,79.0,17.041666666666668,20.375,3.3333333333333335,28,14.416666666666666,235.0,216.0,202.0
2011-06-21,92.0,75.79166666666667,50.0,16.583333333333332,19.625,3.0416666666666665,6,16.583333333333332,297.0,247.75,209.0
2011-06-22,89.0,71.875,53.0,17.666666666666668,26.0,8.333333333333334,0,30.375,306.0,264.0,222.0
2011-06-23,84.0,68.95833333333333,49.0,9.666666666666666,13.5,3.8333333333333335,0,26.166666666666668,328.0,279.6666666666667,249.0
2011-06-24,81.0,65.70833333333333,47.0,9.416666666666666,13.125,3.7083333333333335,0,25.625,329.0,286.9166666666667,251.0
2011-06-25,81.0,60.625,39.0,6.565217391304348,9.565217391304348,3.0,0,19.416666666666668,347.0,297.875,259.0
2011-06-26,89.0,64.45833333333333,40.0,7.583333333333333,10.708333333333334,3.125,2,16.541666666666668,338.0,284.4166666666667,246.0
2011-06-27,77.0,59.666666666666664,44.0,6.625,8.875,2.25,0,17.083333333333332,323.0,287.7916666666667,250.0
2011-06-28,78.0,58.5,36.0,8.91304347826087,12.26086956521739,3.347826086956522,0,20.083333333333332,345.0,298.2916666666667,263.0
2011-06-29,80.0,57.0,36.0,12.25,16.041666666666668,3.7916666666666665,0,31.0,367.0,305.2083333333333,250.0
2011-06-30,81.0,61.583333333333336,39.0,15.375,20.083333333333332,4.708333333333333,0,34.0,350.0,293.5833333333333,250.0
2011-07-01,88.0,76.41666666666667,63.0,20.875,27.666666666666668,6.791666666666667,7,26.375,281.0,259.25,246.0
2011-07-02,84.0,67.25,48.0,12.958333333333334,17.125,4.166666666666667,0,20.125,311.0,273.6666666666667,243.0
2011-07-03,84.0,69.0,49.0,12.25,13.458333333333334,1.2083333333333333,0,37.375,311.0,273.3333333333333,238.0
2011-07-04,89.0,72.125,56.0,12.391304347826088,14.695652173913043,2.3043478260869565,8,37.916666666666664,307.0,273.5416666666667,232.0
2011-07-05,91.0,68.33333333333333,46.0,13.083333333333334,14.375,1.2916666666666667,2,27.458333333333332,314.0,266.5833333333333,230.0
2011-07-06,90.0,74.45833333333333,47.0,14.833333333333334,16.166666666666668,1.3333333333333333,17,29.625,297.0,250.54166666666666,215.0
2011-07-07,91.0,90.54166666666667,89.0,16.0,23.875,7.875,37,21.375,251.0,240.625,229.0
2011-07-08,92.0,71.58333333333333,48.0,11.541666666666666,18.708333333333332,7.166666666666667,1,21.125,339.0,284.6666666666667,238.0
2011-07-09,85.0,59.875,36.0,9.458333333333334,15.541666666666666,6.083333333333333,0,13.083333333333334,356.0,299.3333333333333,254.0
2011-07-10,85.0,59.041666666666664,29.0,8.166666666666666,11.458333333333334,3.2916666666666665,0,15.291666666666666,372.0,297.1666666666667,245.0
2011-07-11,81.0,60.333333333333336,40.0,8.625,11.166666666666666,2.5416666666666665,0,12.833333333333334,345.0,293.75,252.0
2011-07-12,83.0,76.29166666666667,61.0,12.782608695652174,22.434782608695652,9.652173913043478,0,14.478260869565217,290.0,264.5416666666667,248.0
2011-07-13,86.0,62.208333333333336,41.0,10.304347826086957,15.043478260869565,4.739130434782608,0,14.125,343.0,282.9166666666667,232.0
2011-07-14,74.0,54.791666666666664,30.0,11.75,15.375,3.625,0,15.083333333333334,343.0,293.4166666666667,261.0
2011-07-15,77.0,51.875,28.0,14.875,18.666666666666668,3.7916666666666665,0,17.583333333333332,359.0,296.0,247.0
2011-07-16,75.0,55.625,35.0,18.375,23.208333333333332,4.833333333333333,0,25.208333333333332,360.0,296.3333333333333,239.0
2011-07-17,79.0,58.666666666666664,38.0,6.291666666666667,7.791666666666667,1.5,0,13.875,362.0,298.1666666666667,238.0
2011-07-18,90.0,82.5,68.0,5.791666666666667,8.791666666666666,3.0,35,17.375,277.0,266.0,249.0
2011-07-19,90.0,85.75,75.0,3.25,4.5,1.25,25,10.125,273.0,249.58333333333334,231.0
2011-07-20,82.0,72.25,59.0,4.916666666666667,6.0,1.0833333333333333,0,12.958333333333334,311.0,277.7916666666667,257.0
2011-07-21,74.0,71.08333333333333,64.0,4.208333333333333,5.166666666666667,0.9583333333333334,0,14.333333333333334,279.0,257.5,238.0
2011-07-22,90.0,76.83333333333333,64.0,13.304347826086957,15.478260869565217,2.1739130434782608,10,14.583333333333334,271.0,243.875,225.0
2011-07-23,91.0,70.95833333333333,43.0,7.708333333333333,9.458333333333334,1.75,3,19.833333333333332,324.0,256.6666666666667,221.0
2011-07-24,84.0,66.58333333333333,42.0,7.583333333333333,8.583333333333334,1.0,0,28.375,312.0,257.4583333333333,204.0
2011-07-25,87.0,69.83333333333333,47.0,8.75,9.958333333333334,1.2083333333333333,0,25.333333333333332,313.0,263.7916666666667,231.0
2011-07-26,87.0,67.125,45.0,11.772727272727273,14.818181818181818,3.0454545454545454,0,17.09090909090909,326.0,271.0833333333333,222.0
2011-07-27,78.0,65.79166666666667,47.0,10.458333333333334,14.333333333333334,3.875,0,15.791666666666666,317.0,276.125,248.0
2011-07-28,91.0,73.04166666666667,48.0,12.791666666666666,17.583333333333332,4.791666666666667,67,18.5,330.0,270.5,235.0
