date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,80.0,63.416666666666664,39.0,15.666666666666666,17.958333333333332,2.2916666666666665,0,12.0,114.0,55.916666666666664,2.0
2011-01-02,82.0,68.04166666666667,56.0,5.791666666666667,6.875,1.0833333333333333,1,13.583333333333334,77.0,51.333333333333336,30.0
2011-01-03,69.0,56.75,43.0,9.333333333333334,10.625,1.2916666666666667,0,16.083333333333332,76.0,49.208333333333336,22.0
2011-01-04,77.0,55.125,24.0,5.416666666666667,6.5,1.0833333333333333,0,22.083333333333332,77.0,38.25,11.0
2011-01-05,82.0,67.20833333333333,47.0,10.541666666666666,12.375,1.8333333333333333,0,6.541666666666667,80.0,29.5,0.0
2011-01-06,87.0,63.708333333333336,30.0,23.291666666666668,32.75,9.458333333333334,0,13.583333333333334,103.0,39.375,-8.0
2011-01-07,74.0,64.25,42.0,5.625,6.916666666666667,1.2916666666666667,0,6.416666666666667,84.0,42.916666666666664,18.0
2011-01-08,83.0,65.95833333333333,49.0,12.291666666666666,14.791666666666666,2.5,0,7.708333333333333,73.0,31.875,0.0
2011-01-09,78.0,67.16666666666667,49.0,15.304347826086957,20.47826086956522,5.173913043478261,0,15.625,102.0,47.166666666666664,14.0
2011-01-10,88.0,65.91666666666667,35.0,27.958333333333332,40.541666666666664,12.583333333333334,0,28.666666666666668,117.0,54.0,8.0
2011-01-11,71.0,57.625,32.0,11.73913043478261,14.521739130434783,2.782608695652174,0,23.52173913043478,99.0,51.708333333333336,0.0
2011-01-12,79.0,61.458333333333336,40.0,17.25,20.166666666666668,2.9166666666666665,0,7.958333333333333,64.0,23.791666666666668,-9.0
2011-01-13,82.0,57.833333333333336,31.0,19.791666666666668,33.666666666666664,13.875,0,14.166666666666666,102.0,42.083333333333336,-4.0
2011-01-14,75.0,64.0,49.0,11.5,13.375,1.875,0,24.916666666666668,73.0,48.541666666666664,34.0
2011-01-15,74.0,61.416666666666664,44.0,8.791666666666666,11.125,2.3333333333333335,0,11.333333333333334,79.0,49.916666666666664,22.0
2011-01-16,70.0,56.666666666666664,46.0,10.708333333333334,11.958333333333334,1.25,0,11.875,54.0,44.041666666666664,34.0
2011-01-17,89.0,61.125,29.0,13.958333333333334,17.083333333333332,3.125,0,11.5,108.0,43.541666666666664,4.0
2011-01-18,86.0,60.916666666666664,27.0,27.869565217391305,39.78260869565217,11.91304347826087,0,11.666666666666666,107.0,35.791666666666664,-24.0
2011-01-19,91.0,76.5,50.0,26.916666666666668,38.708333333333336,11.791666666666666,28,12.666666666666666,75.0,44.791666666666664,19.0
2011-01-20,91.0,87.375,81.0,13.5,15.1,1.6,8,5.583333333333333,87.0,65.20833333333333,47.0
2011-01-21,91.0,89.625,86.0,18.375,21.75,3.375,14,10.75,79.0,66.45833333333333,49.0
2011-01-22,93.0,82.66666666666667,58.0,15.0,17.75,2.75,0,7.583333333333333,117.0,64.375,33.0
2011-01-23,83.0,73.33333333333333,56.0,6.083333333333333,7.291666666666667,1.2083333333333333,1,4.083333333333333,86.0,56.291666666666664,27.0
2011-01-24,76.0,57.833333333333336,39.0,8.217391304347826,9.91304347826087,1.6956521739130435,0,5.75,59.0,25.791666666666668,7.0
2011-01-25,66.0,48.166666666666664,24.0,11.416666666666666,13.583333333333334,2.1666666666666665,0,15.75,64.0,20.75,-5.0
2011-01-26,69.0,55.041666666666664,36.0,12.333333333333334,14.25,1.9166666666666667,0,6.583333333333333,55.0,13.375,-13.0
2011-01-27,75.0,60.125,41.0,14.73913043478261,16.82608695652174,2.0869565217391304,0,18.208333333333332,73.0,26.541666666666668,-6.0
2011-01-28,78.0,60.25,42.0,9.708333333333334,10.916666666666666,1.2083333333333333,0,15.041666666666666,87.0,38.625,12.0
2011-01-29,84.0,70.33333333333333,48.0,9.875,11.125,1.25,0,7.125,60.0,21.083333333333332,-4.0
2011-01-30,83.0,73.79166666666667,57.0,18.0,22.958333333333332,4.958333333333333,0,7.833333333333333,48.0,16.625,-8.0
2011-01-31,78.0,60.916666666666664,35.0,17.333333333333332,20.625,3.2916666666666665,0,9.304347826086957,70.0,19.541666666666668,-11.0
2011-02-01,81.0,59.416666666666664,28.0,17.666666666666668,24.75,7.083333333333333,0,18.625,76.0,23.333333333333332,-21.0
2011-02-02,69.0,55.625,42.0,5.416666666666667,6.541666666666667,1.125,0,9.041666666666666,33.0,-1.6666666666666667,-26.0
2011-02-03,74.0,53.25,29.0,20.666666666666668,26.5,5.833333333333333,0,12.625,55.0,4.583333333333333,-41.0
2011-02-04,67.0,45.625,25.0,15.75,18.291666666666668,2.5416666666666665,0,20.5,82.0,39.75,-7.0
2011-02-05,74.0,51.375,29.0,14.434782608695652,16.565217391304348,2.130434782608696,0,33.625,89.0,46.958333333333336,-6.0
2011-02-06,92.0,84.20833333333333,67.0,24.583333333333332,28.333333333333332,3.75,13,26.75,83.0,60.958333333333336,39.0
2011-02-07,92.0,84.5,68.0,18.0,22.26086956521739,4.260869565217392,35,14.130434782608695,88.0,71.79166666666667,46.0
2011-02-08,86.0,59.416666666666664,35.0,7.083333333333333,8.708333333333334,1.625,0,8.875,60.0,23.75,-7.0
2011-02-09,69.0,50.833333333333336,31.0,12.375,14.333333333333334,1.9583333333333333,0,11.875,56.0,13.416666666666666,-29.0
2011-02-10,73.0,55.125,32.0,16.958333333333332,23.416666666666668,6.458333333333333,0,12.291666666666666,75.0,26.875,-17.0
2011-02-11,76.0,60.041666666666664,37.0,6.875,8.083333333333334,1.2083333333333333,0,12.375,64.0,30.5,-3.0
2011-02-12,80.0,60.666666666666664,39.0,7.0,7.75,0.75,0,12.541666666666666,87.0,31.208333333333332,-8.0
2011-02-13,91.0,79.41666666666667,59.0,24.708333333333332,33.208333333333336,8.5,9,16.916666666666668,56.0,28.625,3.0
2011-02-14,92.0,90.91666666666667,90.0,30.869565217391305,46.21739130434783,15.347826086956522,13,16.5,64.0,48.25,34.0
2011-02-15,92.0,83.5,68.0,20.916666666666668,32.083333333333336,11.166666666666666,0,18.833333333333332,60.0,39.75,10.0
2011-02-16,78.0,62.875,32.0,19.791666666666668,25.333333333333332,5.541666666666667,0,16.375,90.0,30.958333333333332,-1.0
2011-02-17,82.0,59.083333333333336,39.0,8.333333333333334,9.958333333333334,1.625,0,10.416666666666666,62.0,28.083333333333332,-9.0
2011-02-18,85.0,68.66666666666667,46.0,5.708333333333333,6.708333333333333,1.0,0,8.416666666666666,47.0,8.083333333333334,-24.0
2011-02-19,88.0,69.125,38.0,11.416666666666666,13.666666666666666,2.25,0,11.166666666666666,75.0,8.458333333333334,-42.0
2011-02-20,88.0,62.458333333333336,29.0,22.125,27.666666666666668,5.541666666666667,0,14.75,99.0,30.083333333333332,-25.0
2011-02-21,86.0,62.958333333333336,43.0,33.130434782608695,44.52173913043478,11.391304347826088,0,23.958333333333332,85.0,41.541666666666664,-15.0
2011-02-22,91.0,68.375,35.0,21.333333333333332,24.541666666666668,3.2083333333333335,13,24.5,110.0,74.66666666666667,30.0
2011-02-23,92.0,84.08333333333333,66.0,16.130434782608695,21.043478260869566,4.913043478260869,24,16.125,116.0,94.125,72.0
2011-02-24,77.0,54.458333333333336,34.0,8.375,9.166666666666666,0.7916666666666666,0,31.0,137.0,82.45833333333333,45.0
2011-02-25,87.0,78.91666666666667,70.0,17.916666666666668,21.833333333333332,3.9166666666666665,2,24.125,75.0,58.291666666666664,46.0
2011-02-26,85.0,63.75,44.0,5.458333333333333,6.041666666666667,0.5833333333333334,0,11.041666666666666,70.0,39.791666666666664,3.0
2011-02-27,82.0,63.583333333333336,32.0,11.416666666666666,13.75,2.3333333333333335,0,14.625,84.0,21.916666666666668,-13.0
2011-02-28,84.0,54.083333333333336,25.0,16.125,19.208333333333332,3.0833333333333335,0,12.208333333333334,94.0,33.875,-32.0
2011-03-01,88.0,69.625,44.0,27.541666666666668,34.208333333333336,6.666666666666667,0,16.5,160.0,89.79166666666667,24.0
2011-03-02,91.0,83.875,73.0,24.833333333333332,35.375,10.541666666666666,11,14.5,104.0,89.83333333333333,71.0
2011-03-03,78.0,56.0,30.0,5.260869565217392,5.913043478260869,0.6521739130434783,0,18.625,142.0,86.95833333333333,54.0
2011-03-04,90.0,78.54166666666667,52.0,13.875,15.5,1.625,11,16.958333333333332,83.0,60.375,19.0
2011-03-05,92.0,91.66666666666667,90.0,26.25,36.958333333333336,10.708333333333334,55,10.791666666666666,116.0,100.95833333333333,82.0
2011-03-06,93.0,78.375,60.0,29.625,44.416666666666664,14.791666666666666,14,17.625,180.0,131.41666666666666,106.0
2011-03-07,78.0,59.625,44.0,11.434782608695652,12.521739130434783,1.0869565217391304,0,29.583333333333332,127.0,100.79166666666667,69.0
2011-03-08,85.0,59.125,35.0,14.083333333333334,17.125,3.0416666666666665,0,28.4,151.0,89.625,38.0
2011-03-09,91.0,82.04166666666667,57.0,15.791666666666666,17.125,1.3333333333333333,17,21.375,81.0,63.75,52.0
2011-03-10,89.0,65.5,41.0,7.041666666666667,8.0,0.9583333333333334,0,13.791666666666666,117.0,74.20833333333333,48.0
2011-03-11,76.0,57.041666666666664,27.0,6.666666666666667,7.791666666666667,1.125,1,15.0,102.0,46.375,12.0
2011-03-12,71.0,59.083333333333336,33.0,5.478260869565218,6.478260869565218,1.0,0,13.916666666666666,89.0,32.791666666666664,0.0
2011-03-13,74.0,56.166666666666664,31.0,8.958333333333334,10.166666666666666,1.2083333333333333,0,12.25,95.0,36.0,2.0
2011-03-14,85.0,51.541666666666664,14.0,23.666666666666668,28.208333333333332,4.541666666666667,0,14.875,113.0,50.333333333333336,-18.0
2011-03-15,70.0,52.75,27.0,19.0,26.083333333333332,7.083333333333333,0,19.75,106.0,49.5,12.0
2011-03-16,73.0,50.125,16.0,20.541666666666668,25.583333333333332,5.041666666666667,0,15.833333333333334,142.0,69.91666666666667,-2.0
2011-03-17,91.0,88.0,66.0,21.958333333333332,26.666666666666668,4.708333333333333,11,16.291666666666668,124.0,103.41666666666667,84.0
2011-03-18,92.0,88.375,82.0,23.791666666666668,37.041666666666664,13.25,4,26.75,127.0,109.41666666666667,76.0
2011-03-19,88.0,58.708333333333336,35.0,5.083333333333333,5.958333333333333,0.875,0,10.208333333333334,101.0,64.41666666666667,19.0
2011-03-20,84.0,56.625,30.0,11.833333333333334,13.916666666666666,2.0833333333333335,0,14.75,120.0,57.916666666666664,-8.0
2011-03-21,75.0,47.291666666666664,20.0,7.363636363636363,8.227272727272727,0.8636363636363636,0,13.956521739130435,138.0,69.0,14.0
2011-03-22,79.0,55.458333333333336,38.0,27.083333333333332,34.125,7.041666666666667,0,21.208333333333332,140.0,81.625,4.0
2011-03-23,92.0,86.16666666666667,63.0,24.916666666666668,27.708333333333332,2.7916666666666665,36,15.041666666666666,105.0,90.29166666666667,72.0
2011-03-24,92.0,78.75,56.0,13.375,14.625,1.25,8,12.916666666666666,115.0,90.95833333333333,64.0
2011-03-25,71.0,56.5,28.0,4.333333333333333,4.958333333333333,0.625,0,15.541666666666666,104.0,60.833333333333336,32.0
2011-03-26,78.0,61.791666666666664,37.0,8.916666666666666,10.083333333333334,1.1666666666666667,0,11.541666666666666,98.0,50.916666666666664,13.0
2011-03-27,86.0,53.958333333333336,29.0,26.791666666666668,31.875,5.083333333333333,0,23.166666666666668,145.0,80.54166666666667,12.0
2011-03-28,80.0,60.291666666666664,31.0,22.958333333333332,29.208333333333332,6.25,0,31.916666666666668,155.0,88.0,38.0
2011-03-29,86.0,44.75,10.0,20.541666666666668,24.25,3.7083333333333335,0,20.083333333333332,179.0,98.75,21.0
2011-03-30,67.0,49.375,32.0,18.782608695652176,24.130434782608695,5.3478260869565215,0,17.958333333333332,198.0,132.0,49.0
2011-03-31,91.0,75.875,51.0,8.5,9.708333333333334,1.2083333333333333,32,10.208333333333334,152.0,96.20833333333333,33.0
2011-04-01,76.0,47.083333333333336,10.0,22.25,25.416666666666668,3.1666666666666665,0,27.208333333333332,200.0,115.75,25.0
2011-04-02,75.0,53.041666666666664,29.0,16.875,18.875,2.0,0,32.458333333333336,195.0,111.95833333333333,59.0
2011-04-03,57.0,41.0,25.0,3.6666666666666665,4.166666666666667,0.5,0,12.541666666666666,121.0,69.91666666666667,41.0
2011-04-04,72.0,43.75,15.0,7.875,9.0,1.125,0,12.416666666666666,155.0,74.66666666666667,4.0
2011-04-05,67.0,42.625,17.0,12.5,13.954545454545455,1.4545454545454546,0,16.125,198.0,94.54166666666667,8.0
2011-04-06,80.0,46.833333333333336,8.0,20.916666666666668,24.166666666666668,3.25,0,19.375,206.0,120.125,28.0
2011-04-07,65.0,49.541666666666664,33.0,22.958333333333332,26.208333333333332,3.25,0,18.75,214.0,150.08333333333334,85.0
2011-04-08,92.0,77.70833333333333,54.0,25.375,29.083333333333332,3.7083333333333335,17,20.791666666666668,152.0,138.95833333333334,112.0
2011-04-09,93.0,74.41666666666667,50.0,10.375,11.75,1.375,17,13.666666666666666,178.0,141.45833333333334,119.0
2011-04-10,88.0,49.916666666666664,19.0,10.208333333333334,10.916666666666666,0.7083333333333334,0,33.416666666666664,210.0,138.875,72.0
2011-04-11,72.0,53.166666666666664,23.0,16.041666666666668,18.541666666666668,2.5,0,32.0,199.0,110.33333333333333,56.0
2011-04-12,76.0,45.958333333333336,15.0,18.583333333333332,20.375,1.7916666666666667,0,31.25,180.0,103.20833333333333,40.0
2011-04-13,78.0,43.333333333333336,12.0,20.666666666666668,23.875,3.2083333333333335,0,29.541666666666668,205.0,128.625,40.0
2011-04-14,73.0,45.666666666666664,15.0,24.130434782608695,27.565217391304348,3.4347826086956523,0,34.5,228.0,149.83333333333334,69.0
2011-04-15,83.0,69.33333333333333,48.0,24.041666666666668,26.25,2.2083333333333335,1,34.5,200.0,146.08333333333334,107.0
2011-04-16,81.0,60.125,38.0,12.958333333333334,15.25,2.2916666666666665,0,32.833333333333336,180.0,136.125,67.0
2011-04-17,75.0,46.083333333333336,15.0,7.166666666666667,7.833333333333333,0.6666666666666666,0,17.166666666666668,199.0,118.125,36.0
2011-04-18,89.0,69.33333333333333,41.0,10.208333333333334,11.25,1.0416666666666667,12,22.375,210.0,142.54166666666666,94.0
2011-04-19,91.0,75.66666666666667,39.0,13.434782608695652,14.869565217391305,1.434782608695652,7,14.173913043478262,150.0,96.41666666666667,73.0
2011-04-20,84.0,70.83333333333333,55.0,7.791666666666667,8.708333333333334,0.9166666666666666,1,7.208333333333333,121.0,89.04166666666667,52.0
2011-04-21,90.0,56.583333333333336,15.0,19.458333333333332,23.958333333333332,4.5,0,17.25,211.0,121.75,32.0
2011-04-22,92.0,80.75,56.0,32.458333333333336,39.625,7.166666666666667,12,27.75,155.0,122.58333333333333,95.0
2011-04-23,92.0,89.95833333333333,85.0,14.521739130434783,17.47826086956522,2.9565217391304346,27,15.541666666666666,149.0,120.45833333333333,80.0
2011-04-24,92.0,70.125,31.0,11.625,13.208333333333334,1.5833333333333333,0,19.083333333333332,176.0,109.0,62.0
2011-04-25,90.0,76.08333333333333,40.0,17.625,19.833333333333332,2.2083333333333335,2,17.791666666666668,158.0,102.58333333333333,61.0
2011-04-26,90.0,65.5,38.0,26.041666666666668,31.916666666666668,5.875,0,25.708333333333332,225.0,144.66666666666666,79.0
2011-04-27,89.0,71.16666666666667,47.0,14.166666666666666,15.666666666666666,1.5,22,29.125,241.0,182.33333333333334,131.0
2011-04-28,90.0,79.75,51.0,10.291666666666666,11.25,0.9583333333333334,9,23.166666666666668,171.0,122.83333333333333,85.0
2011-04-29,92.0,63.833333333333336,35.0,16.166666666666668,18.083333333333332,1.9166666666666667,0,18.958333333333332,178.0,123.95833333333333,65.0
2011-04-30,87.0,58.708333333333336,24.0,20.291666666666668,23.291666666666668,3.0,0,27.166666666666668,238.0,157.79166666666666,82.0
2011-05-01,91.0,87.29166666666667,72.0,12.166666666666666,13.5,1.3333333333333333,5,26.375,171.0,152.125,134.0
2011-05-02,79.0,51.416666666666664,26.0,8.91304347826087,10.391304347826088,1.4782608695652173,0,144.54166666666666,239.0,170.54166666666666,118.0
2011-05-03,77.0,56.416666666666664,40.0,14.0,14.826086956521738,0.8260869565217391,0,119.58333333333333,188.0,149.58333333333334,105.0
2011-05-04,85.0,50.416666666666664,25.0,11.208333333333334,12.625,1.4166666666666667,0,64.66666666666667,236.0,164.54166666666666,102.0
2011-05-05,72.0,48.958333333333336,22.0,6.708333333333333,7.166666666666667,0.4583333333333333,0,20.041666666666668,249.0,165.83333333333334,106.0
2011-05-06,78.0,58.958333333333336,38.0,10.958333333333334,12.5,1.5416666666666667,0,33.041666666666664,241.0,175.58333333333334,104.0
2011-05-07,80.0,58.375,34.0,5.291666666666667,5.75,0.4583333333333333,0,15.958333333333334,273.0,206.95833333333334,172.0
2011-05-08,83.0,58.916666666666664,33.0,7.041666666666667,7.791666666666667,0.75,4,31.041666666666668,269.0,210.75,153.0
2011-05-09,68.0,54.375,25.0,15.041666666666666,16.666666666666668,1.625,0,40.208333333333336,281.0,205.0,129.0
2011-05-10,91.0,85.125,71.0,17.708333333333332,22.958333333333332,5.25,17,37.833333333333336,238.0,217.25,201.0
2011-05-11,93.0,91.91666666666667,91.0,17.869565217391305,22.347826086956523,4.478260869565218,115,8.208333333333334,212.0,194.33333333333334,180.0
2011-05-12,93.0,88.33333333333333,77.0,14.791666666666666,17.958333333333332,3.1666666666666665,23,9.5,214.0,197.95833333333334,189.0
2011-05-13,92.0,58.666666666666664,28.0,12.416666666666666,13.583333333333334,1.1666666666666667,2,47.041666666666664,234.0,195.33333333333334,142.0
2011-05-14,77.0,40.75,22.0,11.875,13.0,1.125,0,35.583333333333336,237.0,184.33333333333334,135.0
2011-05-15,75.0,41.541666666666664,15.0,11.541666666666666,12.583333333333334,1.0416666666666667,0,32.0,249.0,184.04166666666666,99.0
2011-05-16,69.0,48.875,21.0,15.625,17.083333333333332,1.4583333333333333,0,36.291666666666664,260.0,196.25,134.0
2011-05-17,82.0,61.416666666666664,30.0,16.47826086956522,18.565217391304348,2.0869565217391304,0,36.04347826086956,249.0,180.83333333333334,127.0
2011-05-18,89.0,50.333333333333336,16.0,15.625,17.166666666666668,1.5416666666666667,0,27.25,276.0,188.91666666666666,110.0
2011-05-19,71.0,47.583333333333336,25.0,18.833333333333332,20.875,2.0416666666666665,0,34.791666666666664,280.0,201.54166666666666,123.0
2011-05-20,76.0,55.583333333333336,27.0,15.695652173913043,17.47826086956522,1.7826086956521738,0,32.5,285.0,211.5,148.0
2011-05-21,81.0,63.75,43.0,12.333333333333334,14.125,1.7916666666666667,0,18.291666666666668,290.0,230.5,169.0
2011-05-22,86.0,72.91666666666667,59.0,5.5,6.166666666666667,0.6666666666666666,31,11.708333333333334,230.0,192.75,150.0
2011-05-23,92.0,85.0,72.0,10.708333333333334,11.916666666666666,1.2083333333333333,54,10.5,160.0,146.29166666666666,134.0
2011-05-24,92.0,71.91666666666667,45.0,7.25,7.916666666666667,0.6666666666666666,31,5.833333333333333,238.0,172.08333333333334,135.0
2011-05-25,86.0,57.0,20.0,17.25,18.75,1.5,0,16.291666666666668,290.0,201.41666666666666,129.0
2011-05-26,86.0,65.125,44.0,10.826086956521738,11.347826086956522,0.5217391304347826,2,23.541666666666668,231.0,192.33333333333334,164.0
2011-05-27,91.0,78.75,61.0,8.916666666666666,9.75,0.8333333333333334,12,11.708333333333334,187.0,169.58333333333334,159.0
2011-05-28,92.0,91.0,87.0,13.166666666666666,14.583333333333334,1.4166666666666667,32,7.25,197.0,182.875,164.0
2011-05-29,93.0,90.58333333333333,87.0,5.260869565217392,5.608695652173913,0.34782608695652173,91,4.833333333333333,199.0,184.16666666666666,161.0
2011-05-30,88.0,79.33333333333333,63.0,2.5833333333333335,3.2083333333333335,0.625,28,7.833333333333333,199.0,166.20833333333334,149.0
