date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,,,13.958,18.125,4.167,10.458,13.542,
2011-01-02,,,5.542,6.875,1.333,10.958,15.333,
2011-01-03,,,10.917,13.417,2.5,13.458,18.458,
2011-01-04,,,6.25,7.958,1.708,18.708,25.5,
2011-01-05,,,13.417,17.208,3.792,5.792,10.0,
2011-01-06,,,26.667,43.25,16.583,12.833,16.292,
2011-01-07,,,9.042,10.917,1.875,3.083,8.958,
2011-01-08,,,14.833,19.625,4.792,6.125,10.833,
2011-01-09,,,15.375,20.542,5.167,14.958,19.75,
2011-01-10,,,26.75,42.458,15.708,25.167,33.957,
2011-01-11,,,14.375,17.958,3.583,17.375,26.375,
2011-01-12,,,20.208,28.583,8.375,7.125,11.167,
2011-01-13,,,20.167,35.458,15.292,13.042,18.042,
2011-01-14,,,13.792,17.208,3.417,22.208,30.542,
2011-01-15,,,13.875,18.583,4.708,11.875,16.958,
2011-01-16,,,15.952,20.0,4.048,10.458,16.5,
2011-01-17,,,17.083,24.458,7.375,8.958,15.208,
2011-01-18,,,22.273,32.818,10.545,8.045,15.591,
2011-01-19,,,27.792,45.708,17.917,12.833,15.958,
2011-01-20,,,20.208,25.042,4.833,6.833,9.25,
2011-01-21,,,20.792,25.875,5.083,10.167,12.417,
2011-01-22,,,17.458,22.167,4.708,8.958,12.125,
2011-01-23,,,9.435,11.783,2.348,1.583,6.833,
2011-01-24,,,10.583,13.5,2.917,2.75,8.292,
2011-01-25,,,11.833,14.375,2.542,11.75,20.375,
2011-01-26,,,15.542,19.333,3.792,5.5,11.208,
2011-01-27,,,21.917,31.5,9.583,19.542,26.375,
2011-01-28,,,17.833,22.375,4.542,14.167,23.25,
2011-01-29,,,11.5,14.0,2.5,5.333,10.0,
2011-01-30,,,18.417,25.792,7.375,6.583,10.667,
2011-01-31,,,18.042,23.042,5.0,8.174,11.75,
2011-02-01,,,19.667,36.25,16.583,15.042,20.125,
2011-02-02,,,7.333,8.875,1.542,6.5,12.042,
2011-02-03,,,21.875,29.042,7.167,12.375,16.625,
2011-02-04,,,16.708,22.083,5.375,19.583,24.625,
2011-02-05,,,14.583,18.0,3.417,28.667,38.375,
2011-02-06,,,22.208,27.667,5.458,26.625,28.826,
2011-02-07,,,21.125,26.333,5.208,10.0,13.75,
2011-02-08,,,7.542,10.167,2.625,6.583,11.667,
2011-02-09,,,15.5,20.333,4.833,10.583,14.5,
2011-02-10,,,19.25,26.667,7.417,10.875,15.458,
2011-02-11,,,9.375,12.167,2.792,8.667,13.625,
2011-02-12,,,8.917,11.167,2.25,9.625,14.833,
2011-02-13,,,23.917,31.042,7.125,14.833,16.417,
2011-02-14,,,30.167,45.167,15.0,16.167,15.125,
2011-02-15,,,21.625,33.0,11.375,17.333,18.958,
2011-02-16,,,22.833,30.0,7.167,12.333,18.833,
2011-02-17,,,12.458,15.5,3.042,8.208,13.708,
2011-02-18,,,5.583,6.875,1.292,5.167,7.792,
2011-02-19,,,11.792,14.958,3.167,9.042,11.458,
2011-02-20,,,22.625,32.875,10.25,11.917,15.696,
2011-02-21,,,36.875,54.167,17.292,22.708,25.833,
2011-02-22,,,23.792,32.667,8.875,19.958,25.625,
2011-02-23,,,19.25,25.417,6.167,11.5,16.375,
2011-02-24,192.111,13.667,7.625,9.208,1.583,24.458,33.792,205.778
2011-02-25,193.458,18.458,20.375,25.75,5.375,20.917,25.917,211.917
2011-02-26,190.458,6.792,6.5,7.792,1.292,7.5,13.542,197.25
2011-02-27,193.409,10.909,13.375,16.375,3.0,10.87,16.917,204.318
2011-02-28,193.583,11.75,16.208,21.708,5.5,10.417,13.542,205.333
2011-03-01,191.25,23.625,21.875,27.458,5.583,12.208,16.957,214.875
