date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,2.0,2.5416666666666665,3.7083333333333335,1.1666666666666667,1.5416666666666667,8.5
2011-01-02,1.6956521739130435,2.8333333333333335,4.166666666666667,1.3333333333333333,1.2083333333333333,5.583333333333333
2011-01-03,1.7391304347826086,1.2916666666666667,2.1666666666666665,0.875,1.0,5.375
2011-01-04,2.4347826086956523,5.625,8.791666666666666,3.1666666666666665,1.2916666666666667,6.916666666666667
2011-01-05,2.0,0.9166666666666666,1.7083333333333333,0.7916666666666666,1.0,9.625
2011-01-06,2.0,1.0,1.9166666666666667,0.9166666666666666,1.125,8.583333333333334
2011-01-07,2.0,1.0833333333333333,2.0416666666666665,0.9583333333333334,1.0,5.541666666666667
2011-01-08,2.0,1.1666666666666667,2.25,1.0833333333333333,1.0,4.208333333333333
2011-01-09,2.8260869565217392,10.625,17.916666666666668,7.291666666666667,1.5833333333333333,7.583333333333333
2011-01-10,2.347826086956522,3.7083333333333335,5.875,2.1666666666666665,1.8333333333333333,10.041666666666666
2011-01-11,1.8181818181818181,2.8260869565217392,5.739130434782608,2.9130434782608696,1.434782608695652,8.08695652173913
2011-01-12,2.1739130434782608,2.1666666666666665,3.5833333333333335,1.4166666666666667,1.3333333333333333,4.541666666666667
2011-01-13,2.608695652173913,9.0,16.041666666666668,7.041666666666667,1.7916666666666667,7.041666666666667
2011-01-14,2.0,0.9166666666666666,1.5833333333333333,0.6666666666666666,1.7916666666666667,10.916666666666666
2011-01-15,2.4782608695652173,0.8333333333333334,1.625,0.7916666666666666,1.9583333333333333,11.708333333333334
2011-01-16,2.0434782608695654,1.5416666666666667,2.4583333333333335,0.9166666666666666,1.4166666666666667,7.708333333333333
2011-01-17,2.217391304347826,6.916666666666667,10.458333333333334,3.5416666666666665,1.9583333333333333,8.583333333333334
2011-01-18,3.260869565217391,14.916666666666666,28.291666666666668,13.375,2.375,10.041666666666666
2011-01-19,4.0,19.916666666666668,37.875,17.958333333333332,2.6666666666666665,12.0
2011-01-20,2.0434782608695654,3.8333333333333335,6.791666666666667,2.9583333333333335,1.75,6.913043478260869
2011-01-21,2.130434782608696,4.958333333333333,9.083333333333334,4.125,1.2916666666666667,5.083333333333333
2011-01-22,2.5652173913043477,6.333333333333333,10.083333333333334,3.75,1.3333333333333333,2.9166666666666665
2011-01-23,2.4347826086956523,2.5833333333333335,3.9166666666666665,1.3333333333333333,1.5416666666666667,8.75
2011-01-24,2.0434782608695654,1.875,3.2083333333333335,1.3333333333333333,1.0833333333333333,5.25
2011-01-25,3.0869565217391304,12.791666666666666,19.583333333333332,6.791666666666667,1.5416666666666667,8.375
2011-01-26,2.0,1.5416666666666667,2.7916666666666665,1.25,1.1666666666666667,5.958333333333333
2011-01-27,2.5652173913043477,1.0833333333333333,2.0833333333333335,1.0,2.2083333333333335,11.0
2011-01-28,2.0,0.9583333333333334,1.9166666666666667,0.9583333333333334,1.6666666666666667,7.375
2011-01-29,1.8695652173913044,1.0833333333333333,2.0833333333333335,1.0,1.1,6.291666666666667
2011-01-30,1.5217391304347827,1.3333333333333333,2.5,1.1666666666666667,1.4782608695652173,8.458333333333334
2011-01-31,2.0,1.0,2.0,1.0,1.4583333333333333,10.0
2011-02-01,2.0869565217391304,3.1739130434782608,7.391304347826087,4.217391304347826,1.6521739130434783,12.73913043478261
2011-02-02,2.652173913043478,8.333333333333334,15.833333333333334,7.5,2.0,8.25
2011-02-03,2.260869565217391,4.416666666666667,6.75,2.3333333333333335,1.4583333333333333,5.5
2011-02-04,2.3043478260869565,6.375,9.75,3.375,1.875,11.083333333333334
2011-02-05,2.260869565217391,3.75,5.75,2.0,1.7083333333333333,5.916666666666667
2011-02-06,2.9565217391304346,12.208333333333334,21.791666666666668,9.583333333333334,2.2083333333333335,14.916666666666666
2011-02-07,4.478260869565218,14.875,34.458333333333336,19.583333333333332,2.4583333333333335,16.416666666666668
2011-02-08,2.0,0.8333333333333334,1.5,0.6666666666666666,1.75,10.416666666666666
2011-02-09,2.0,0.7916666666666666,1.7083333333333333,0.9166666666666666,1.6666666666666667,6.166666666666667
2011-02-10,2.142857142857143,2.7916666666666665,4.5,1.7083333333333333,1.9166666666666667,10.291666666666666
2011-02-11,1.8695652173913044,1.2916666666666667,2.3333333333333335,1.0416666666666667,1.5416666666666667,5.083333333333333
2011-02-12,2.0,0.9583333333333334,1.9583333333333333,1.0,1.4166666666666667,7.5
2011-02-13,2.5217391304347827,8.083333333333334,12.958333333333334,4.875,2.6,9.041666666666666
2011-02-14,3.652173913043478,23.375,41.458333333333336,18.083333333333332,2.6,12.875
2011-02-15,1.7826086956521738,4.25,6.5,2.25,3.0,19.416666666666668
2011-02-16,1.826086956521739,4.333333333333333,6.666666666666667,2.3333333333333335,1.75,7.291666666666667
2011-02-17,2.391304347826087,6.583333333333333,11.75,5.166666666666667,1.75,10.041666666666666
2011-02-18,2.0434782608695654,1.125,2.25,1.125,1.7692307692307692,5.041666666666667
2011-02-19,2.130434782608696,1.2083333333333333,2.25,1.0416666666666667,2.3333333333333335,11.375
2011-02-20,2.260869565217391,4.739130434782608,7.869565217391305,3.130434782608696,2.3043478260869565,9.217391304347826
2011-02-21,2.6956521739130435,3.625,5.0,1.375,3.0,15.291666666666666
