date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,23.666666666666668,30.75,7.083333333333333,19.166666666666668,2.0,19.333333333333332,-39.0,-70.625,-104.0
2011-01-02,9.125,10.5,1.375,6.375,1.0833333333333333,8.5,-15.0,-44.166666666666664,-113.0
2011-01-03,19.041666666666668,26.0,6.958333333333333,12.958333333333334,1.875,13.625,-45.0,-96.58333333333333,-159.0
2011-01-04,22.666666666666668,37.541666666666664,14.875,11.041666666666666,1.5833333333333333,13.041666666666666,-34.0,-83.75,-141.0
2011-01-05,28.125,65.875,37.75,8.130434782608695,1.826086956521739,10.541666666666666,-1.0,-41.541666666666664,-89.0
2011-01-06,37.541666666666664,81.41666666666667,43.875,16.875,2.4583333333333335,17.791666666666668,-24.0,-56.0,-114.0
2011-01-07,25.416666666666668,56.416666666666664,31.0,12.416666666666666,1.0833333333333333,13.375,-11.0,-53.416666666666664,-120.0
2011-01-08,31.375,50.041666666666664,18.666666666666668,26.5,1.5416666666666667,25.125,-83.0,-114.125,-155.0
2011-01-09,27.25,47.916666666666664,20.666666666666668,18.125,2.375,20.083333333333332,-33.0,-74.04166666666667,-107.0
2011-01-10,25.708333333333332,42.041666666666664,16.333333333333332,16.083333333333332,1.7083333333333333,17.458333333333332,-68.0,-88.45833333333333,-103.0
2011-01-11,17.083333333333332,24.875,7.791666666666667,7.291666666666667,1.0,8.041666666666666,-92.0,-115.41666666666667,-166.0
2011-01-12,38.25,71.83333333333333,33.583333333333336,15.208333333333334,2.4583333333333335,15.583333333333334,-91.0,-139.04166666666666,-195.0
2011-01-13,22.166666666666668,33.958333333333336,11.791666666666666,13.791666666666666,2.7083333333333335,16.0,-51.0,-87.29166666666667,-109.0
2011-01-14,12.416666666666666,15.375,2.9583333333333335,9.791666666666666,1.2916666666666667,9.833333333333334,-95.0,-108.875,-137.0
2011-01-15,23.625,44.875,21.25,10.625,1.2916666666666667,13.5,-68.0,-103.41666666666667,-172.0
2011-01-16,48.75,120.75,72.0,34.791666666666664,3.625,31.0,-92.0,-148.66666666666666,-194.0
2011-01-17,53.541666666666664,141.95833333333334,88.41666666666667,47.0,3.9583333333333335,43.25,-92.0,-156.66666666666666,-204.0
2011-01-18,51.083333333333336,125.04166666666667,73.95833333333333,40.5,3.4166666666666665,38.916666666666664,-54.0,-104.25,-159.0
2011-01-19,42.95652173913044,99.26086956521739,56.30434782608695,30.47826086956522,2.4347826086956523,27.666666666666668,-42.0,-95.04166666666667,-170.0
2011-01-20,48.083333333333336,121.08333333333333,73.0,48.25,2.375,42.333333333333336,-89.0,-166.375,-216.0
2011-01-21,51.625,121.0,69.375,58.666666666666664,2.9583333333333335,53.583333333333336,-97.0,-154.875,-216.0
2011-01-22,29.958333333333332,51.708333333333336,21.75,24.25,2.7916666666666665,26.75,-20.0,-54.083333333333336,-113.0
2011-01-23,14.75,17.416666666666668,2.6666666666666665,11.25,1.125,11.0,-6.0,-30.166666666666668,-84.0
2011-01-24,24.208333333333332,49.041666666666664,24.833333333333332,17.0,1.375,16.333333333333332,-60.0,-101.08333333333333,-177.0
2011-01-25,12.75,15.791666666666666,3.0416666666666665,11.625,1.5,11.416666666666666,-52.0,-85.125,-151.0
2011-01-26,26.583333333333332,44.958333333333336,18.375,19.75,2.5,18.541666666666668,-62.0,-118.20833333333333,-175.0
2011-01-27,31.375,58.666666666666664,27.291666666666668,21.625,1.9583333333333333,19.0,-76.0,-126.625,-197.0
2011-01-28,41.958333333333336,77.25,35.291666666666664,48.125,3.125,44.291666666666664,-108.0,-151.875,-205.0
2011-01-29,38.208333333333336,69.625,31.416666666666668,32.125,2.625,29.833333333333332,-54.0,-96.54166666666667,-128.0
