date,NO2_mean,NOX_mean,NO_mean
2011-01-01,23.292,32.417,9.125
2011-01-02,17.375,21.125,3.75
2011-01-03,7.333,9.417,2.083
2011-01-04,10.292,13.0,2.708
2011-01-05,10.042,13.333,3.292
2011-01-06,34.667,71.542,36.875
2011-01-07,34.833,65.667,30.833
2011-01-08,45.708,108.5,62.792
2011-01-09,18.75,24.708,5.958
2011-01-10,25.208,46.5,21.292
2011-01-11,8.304,11.0,2.696
2011-01-12,19.75,27.167,7.417
2011-01-13,20.13,34.0,13.87
2011-01-14,8.792,11.0,2.208
2011-01-15,7.833,9.875,2.042
2011-01-16,17.0,29.042,12.042
2011-01-17,25.292,44.792,19.5
2011-01-18,32.833,55.375,22.542
2011-01-19,50.0,126.0,76.0
2011-01-20,36.917,68.375,31.458
2011-01-21,31.875,64.25,32.375
2011-01-22,15.75,19.542,3.792
2011-01-23,14.208,18.25,4.042
2011-01-24,15.833,20.0,4.167
2011-01-25,28.0,46.13,18.13
2011-01-26,17.042,27.042,10.0
2011-01-27,20.917,33.208,12.292
2011-01-28,10.083,13.125,3.042
2011-01-29,22.292,40.333,18.042
2011-01-30,38.619,94.048,55.429
2011-01-31,23.958,40.542,16.583
2011-02-01,31.417,60.083,28.667
2011-02-02,22.333,32.75,10.417
2011-02-03,21.917,33.333,11.417
2011-02-04,26.792,42.083,15.292
2011-02-05,16.917,24.5,7.583
2011-02-06,25.375,35.0,9.625
2011-02-07,32.042,53.5,21.458
2011-02-08,7.87,9.652,1.783
2011-02-09,13.958,23.833,9.875
2011-02-10,8.375,10.583,2.208
2011-02-11,11.333,14.875,3.542
2011-02-12,6.75,8.542,1.792
2011-02-13,12.833,15.875,3.042
2011-02-14,41.458,70.667,29.208
2011-02-15,17.333,21.125,3.792
2011-02-16,11.0,13.958,2.958
2011-02-17,25.5,41.125,15.625
2011-02-18,34.125,51.917,17.792
2011-02-19,33.542,71.625,38.083
2011-02-20,18.917,27.458,8.542
2011-02-21,8.0,9.958,1.958
2011-02-22,15.739,18.652,2.913
2011-02-23,24.458,29.583,5.125
2011-02-24,25.208,31.417,6.208
2011-02-25,32.708,46.375,13.667
2011-02-26,18.958,23.667,4.708
2011-02-27,20.75,26.833,6.083
2011-02-28,32.0,48.333,16.333
2011-03-01,33.125,42.125,9.0
2011-03-02,13.083,15.708,2.625
2011-03-03,19.708,26.833,7.125
2011-03-04,17.625,21.792,4.167
2011-03-05,42.333,66.458,24.125
2011-03-06,32.083,48.125,16.042
2011-03-07,18.435,24.043,5.609
2011-03-08,17.0,20.333,3.333
2011-03-09,23.292,28.667,5.375
2011-03-10,28.083,37.458,9.375
2011-03-11,19.0,25.292,6.292
2011-03-12,18.958,22.375,3.417
2011-03-13,16.833,20.625,3.792
2011-03-14,19.667,23.958,4.292
2011-03-15,15.708,19.458,3.75
2011-03-16,19.583,26.458,6.875
2011-03-17,15.792,19.333,3.542
2011-03-18,15.333,18.333,3.0
2011-03-19,7.958,10.042,2.083
2011-03-20,10.958,13.833,2.875
2011-03-21,19.696,25.826,6.13
2011-03-22,30.542,38.0,7.458
2011-03-23,19.25,21.375,2.125
2011-03-24,23.083,26.875,3.792
2011-03-25,13.25,15.417,2.167
2011-03-26,14.87,19.174,4.304
2011-03-27,18.833,23.417,4.583
2011-03-28,30.542,41.417,10.875
2011-03-29,28.083,35.458,7.375
2011-03-30,7.458,8.083,0.625
2011-03-31,10.958,13.0,2.042
2011-04-01,14.875,17.292,2.417
2011-04-02,6.167,7.375,1.208
2011-04-03,7.833,9.042,1.208
2011-04-04,18.792,23.708,4.917
2011-04-05,35.375,44.833,9.458
2011-04-06,38.783,54.087,15.304
2011-04-07,17.583,20.75,3.167
2011-04-08,16.208,18.542,2.333
2011-04-09,24.125,31.375,7.25
2011-04-10,14.125,15.625,1.5
2011-04-11,11.833,13.375,1.542
2011-04-12,6.833,7.667,0.833
2011-04-13,21.292,23.542,2.25
2011-04-14,23.792,29.5,5.708
2011-04-15,13.292,14.0,0.708
2011-04-16,10.792,11.833,1.042
2011-04-17,4.417,5.167,0.75
2011-04-18,8.583,9.917,1.333
2011-04-19,9.375,10.5,1.125
2011-04-20,12.913,14.913,2.0
2011-04-21,12.042,13.833,1.792
2011-04-22,5.833,6.667,0.833
2011-04-23,6.208,6.625,0.417
2011-04-24,9.583,10.083,0.5
2011-04-25,11.5,12.5,1.0
2011-04-26,12.0,13.25,1.25
2011-04-27,18.917,21.125,2.208
2011-04-28,15.958,18.0,2.042
2011-04-29,6.125,6.708,0.583
2011-04-30,8.542,9.625,1.083
2011-05-01,6.417,6.917,0.5
2011-05-02,6.458,7.583,1.125
2011-05-03,5.917,6.833,0.917
2011-05-04,11.565,12.826,1.261
2011-05-05,7.292,8.417,1.125
2011-05-06,10.875,13.583,2.708
2011-05-07,6.417,7.167,0.75
2011-05-08,7.333,8.208,0.875
2011-05-09,11.125,12.708,1.583
2011-05-10,11.167,12.792,1.625
2011-05-11,8.583,10.25,1.667
2011-05-12,13.333,17.167,3.833
2011-05-13,5.042,5.667,0.625
2011-05-14,6.167,7.625,1.458
2011-05-15,6.125,7.292,1.167
2011-05-16,10.333,12.292,1.958
2011-05-17,11.0,12.583,1.583
2011-05-18,16.696,19.217,2.522
2011-05-19,24.208,28.625,4.417
2011-05-20,18.667,19.958,1.292
2011-05-21,23.292,26.917,3.625
2011-05-22,5.458,5.958,0.5
2011-05-23,8.75,10.792,2.042
2011-05-24,10.125,12.375,2.25
2011-05-25,11.0,12.208,1.208
2011-05-26,19.833,23.625,3.792
2011-05-27,11.583,14.708,3.125
2011-05-28,11.542,12.25,0.708
2011-05-29,13.625,14.792,1.167
2011-05-30,12.875,15.208,2.333
2011-05-31,12.375,14.708,2.333
2011-06-01,7.087,8.739,1.652
2011-06-02,5.375,6.542,1.167
2011-06-03,14.583,17.417,2.833
2011-06-04,12.625,14.208,1.583
2011-06-05,10.083,11.0,0.917
2011-06-06,14.125,17.708,3.583
2011-06-07,16.375,18.833,2.458
2011-06-08,11.083,11.958,0.875
2011-06-09,12.208,13.5,1.292
