date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,29.208333333333332,44.708333333333336,15.5,2.2083333333333335,24.833333333333332,-43.0,-68.125,-117.0
2011-01-02,9.041666666666666,12.125,3.0833333333333335,1.9583333333333333,9.666666666666666,-19.0,-41.25,-99.0
2011-01-03,20.75,30.958333333333332,10.208333333333334,1.7916666666666667,13.916666666666666,-47.0,-91.66666666666667,-146.0
2011-01-04,24.875,45.541666666666664,20.666666666666668,1.5416666666666667,15.0,-37.0,-70.08333333333333,-104.0
2011-01-05,24.043478260869566,47.869565217391305,23.82608695652174,2.4347826086956523,16.916666666666668,-1.0,-41.0,-83.0
2011-01-06,37.166666666666664,85.33333333333333,48.166666666666664,3.625,23.791666666666668,-21.0,-47.041666666666664,-84.0
2011-01-07,19.791666666666668,36.708333333333336,16.916666666666668,2.1666666666666665,12.875,-15.0,-52.041666666666664,-124.0
2011-01-08,28.875,48.208333333333336,19.333333333333332,1.5416666666666667,23.416666666666668,-78.0,-109.04166666666667,-139.0
2011-01-09,27.708333333333332,58.375,30.666666666666668,3.7083333333333335,22.666666666666668,-35.0,-70.08333333333333,-99.0
2011-01-10,31.25,53.125,21.875,3.4166666666666665,23.125,-62.0,-85.25,-109.0
2011-01-11,16.791666666666668,25.0,8.208333333333334,2.625,10.5,-94.0,-113.875,-175.0
2011-01-12,30.791666666666668,59.333333333333336,28.541666666666668,2.9583333333333335,19.25,-84.0,-132.83333333333334,-200.0
2011-01-13,20.625,32.416666666666664,11.791666666666666,2.6666666666666665,16.041666666666668,-54.0,-83.41666666666667,-102.0
2011-01-14,12.625,18.291666666666668,5.666666666666667,1.9166666666666667,13.833333333333334,-93.0,-105.08333333333333,-120.0
2011-01-15,18.625,28.75,10.125,1.2916666666666667,13.833333333333334,-70.0,-99.54166666666667,-164.0
2011-01-16,48.041666666666664,133.25,85.20833333333333,3.5416666666666665,39.416666666666664,-87.0,-137.45833333333334,-172.0
2011-01-17,48.375,136.0,87.625,3.2083333333333335,54.708333333333336,-88.0,-147.125,-193.0
2011-01-18,50.125,132.25,82.125,5.458333333333333,44.708333333333336,-41.0,-97.875,-151.0
2011-01-19,50.65217391304348,130.6086956521739,79.95652173913044,3.5652173913043477,43.25,-39.0,-89.79166666666667,-163.0
2011-01-20,49.083333333333336,123.08333333333333,74.0,2.0,61.291666666666664,-87.0,-152.79166666666666,-200.0
2011-01-21,49.416666666666664,122.75,73.33333333333333,2.25,72.0,-94.0,-143.91666666666666,-194.0
2011-01-22,38.041666666666664,71.70833333333333,33.666666666666664,4.75,26.5,-21.0,-52.208333333333336,-105.0
2011-01-23,15.875,19.416666666666668,3.5416666666666665,2.4166666666666665,12.541666666666666,-10.0,-31.5,-84.0
2011-01-24,24.708333333333332,49.125,24.416666666666668,1.4583333333333333,18.291666666666668,-66.0,-94.04166666666667,-153.0
2011-01-25,17.583333333333332,26.5,8.916666666666666,1.4166666666666667,16.416666666666668,-48.0,-88.41666666666667,-147.0
2011-01-26,28.666666666666668,53.25,24.583333333333332,2.0416666666666665,21.208333333333332,-59.0,-116.54166666666667,-173.0
2011-01-27,30.458333333333332,56.875,26.416666666666668,2.2083333333333335,21.791666666666668,-77.0,-117.0,-168.0
2011-01-28,44.0,93.29166666666667,49.291666666666664,2.4583333333333335,45.333333333333336,-109.0,-145.25,-192.0
2011-01-29,37.625,76.58333333333333,38.958333333333336,4.25,30.125,-47.0,-95.66666666666667,-119.0
2011-01-30,34.04545454545455,73.22727272727273,39.18181818181818,2.0434782608695654,19.217391304347824,-48.0,-112.75,-169.0
2011-01-31,30.833333333333332,53.291666666666664,22.458333333333332,3.6666666666666665,20.083333333333332,-68.0,-105.58333333333333,-165.0
