date,SPM_mean
2011-01-01,11.917
2011-01-02,11.042
2011-01-03,7.435
2011-01-04,10.917
2011-01-05,12.667
2011-01-06,15.333
2011-01-07,12.583
2011-01-08,13.5
2011-01-09,15.5
2011-01-10,11.625
2011-01-11,9.75
2011-01-12,9.542
2011-01-13,18.217
2011-01-14,10.625
2011-01-15,10.958
2011-01-16,11.833
2011-01-17,13.167
2011-01-18,12.25
2011-01-19,12.042
2011-01-20,13.292
2011-01-21,11.667
2011-01-22,13.792
2011-01-23,14.667
2011-01-24,13.792
2011-01-25,12.083
2011-01-26,13.625
2011-01-27,10.833
2011-01-28,9.542
2011-01-29,10.667
2011-01-30,12.417
2011-01-31,11.625
2011-02-01,8.083
2011-02-02,11.083
2011-02-03,11.083
2011-02-04,14.75
2011-02-05,11.792
2011-02-06,16.958
2011-02-07,22.667
2011-02-08,15.417
2011-02-09,9.958
2011-02-10,13.292
2011-02-11,9.417
2011-02-12,12.167
2011-02-13,13.0
2011-02-14,30.333
2011-02-15,23.167
2011-02-16,13.667
2011-02-17,10.042
2011-02-18,9.333
2011-02-19,10.833
2011-02-20,16.375
2011-02-21,19.25
2011-02-22,14.25
2011-02-23,20.417
2011-02-24,13.083
2011-02-25,12.583
2011-02-26,12.375
2011-02-27,10.542
2011-02-28,11.0
2011-03-01,23.458
2011-03-02,21.05
2011-03-03,16.292
2011-03-04,11.083
2011-03-05,12.792
2011-03-06,14.125
2011-03-07,18.833
2011-03-08,14.542
2011-03-09,22.167
2011-03-10,17.25
2011-03-11,19.792
2011-03-12,16.875
2011-03-13,13.5
2011-03-14,20.565
2011-03-15,29.708
2011-03-16,20.208
2011-03-17,20.792
2011-03-18,21.667
2011-03-19,17.125
2011-03-20,17.417
2011-03-21,20.083
2011-03-22,26.958
2011-03-23,23.0
2011-03-24,19.458
2011-03-25,15.208
2011-03-26,18.292
2011-03-27,19.75
2011-03-28,24.208
2011-03-29,29.292
2011-03-30,42.292
2011-03-31,24.583
2011-04-01,35.667
2011-04-02,17.125
2011-04-03,9.5
2011-04-04,8.667
2011-04-05,21.417
2011-04-06,23.5
2011-04-07,23.667
2011-04-08,18.958
2011-04-09,21.292
2011-04-10,30.375
2011-04-11,32.792
2011-04-12,19.708
2011-04-13,29.292
2011-04-14,52.5
2011-04-15,58.042
2011-04-16,29.292
2011-04-17,14.5
2011-04-18,14.87
2011-04-19,18.917
2011-04-20,17.708
2011-04-21,13.625
2011-04-22,15.417
2011-04-23,16.75
2011-04-24,13.75
2011-04-25,23.833
2011-04-26,32.458
2011-04-27,41.208
2011-04-28,21.292
2011-04-29,20.042
2011-04-30,37.125
2011-05-01,20.375
2011-05-02,20.125
2011-05-03,14.833
2011-05-04,14.375
2011-05-05,17.917
2011-05-06,20.792
2011-05-07,18.958
2011-05-08,16.792
2011-05-09,20.208
2011-05-10,20.833
2011-05-11,14.958
2011-05-12,19.25
2011-05-13,23.25
2011-05-14,12.583
2011-05-15,15.375
2011-05-16,19.273
2011-05-17,19.333
2011-05-18,22.043
2011-05-19,37.958
2011-05-20,47.417
2011-05-21,28.0
2011-05-22,21.917
2011-05-23,21.708
2011-05-24,21.667
2011-05-25,26.25
2011-05-26,48.625
2011-05-27,28.375
2011-05-28,37.667
2011-05-29,20.167
2011-05-30,18.625
2011-05-31,31.625
2011-06-01,35.792
2011-06-02,32.208
2011-06-03,26.625
2011-06-04,28.667
2011-06-05,28.75
2011-06-06,25.042
2011-06-07,40.583
2011-06-08,38.667
2011-06-09,35.375
2011-06-10,43.792
2011-06-11,44.625
2011-06-12,23.458
2011-06-13,22.875
2011-06-14,15.833
2011-06-15,17.875
2011-06-16,20.583
2011-06-17,27.261
2011-06-18,26.375
2011-06-19,28.208
2011-06-20,26.167
2011-06-21,26.292
2011-06-22,37.292
2011-06-23,42.167
2011-06-24,22.125
2011-06-25,16.0
2011-06-26,18.208
2011-06-27,19.208
2011-06-28,29.25
2011-06-29,41.292
2011-06-30,34.25
2011-07-01,34.0
2011-07-02,35.417
2011-07-03,22.042
2011-07-04,22.083
2011-07-05,21.625
2011-07-06,25.792
2011-07-07,25.875
2011-07-08,28.542
2011-07-09,29.792
2011-07-10,25.583
2011-07-11,29.917
2011-07-12,38.542
2011-07-13,32.625
2011-07-14,31.917
2011-07-15,20.667
2011-07-16,18.125
2011-07-17,24.375
2011-07-18,21.167
2011-07-19,34.957
2011-07-20,27.167
2011-07-21,27.958
2011-07-22,23.917
2011-07-23,22.167
2011-07-24,19.75
2011-07-25,27.542
2011-07-26,27.125
2011-07-27,43.042
2011-07-28,39.208
2011-07-29,39.292
2011-07-30,37.583
2011-07-31,24.375
2011-08-01,22.792
2011-08-02,21.083
2011-08-03,21.75
2011-08-04,21.375
2011-08-05,26.0
2011-08-06,36.458
2011-08-07,32.0
2011-08-08,45.0
2011-08-09,51.125
2011-08-10,43.042
2011-08-11,38.542
2011-08-12,27.25
2011-08-13,25.958
2011-08-14,37.792
2011-08-15,46.667
2011-08-16,34.708
2011-08-17,22.87
2011-08-18,23.375
2011-08-19,28.542
2011-08-20,25.5
2011-08-21,27.583
2011-08-22,26.792
2011-08-23,21.833
2011-08-24,25.0
2011-08-25,24.292
2011-08-26,24.417
2011-08-27,24.5
2011-08-28,27.208
2011-08-29,32.083
2011-08-30,31.75
2011-08-31,28.292
2011-09-01,32.875
2011-09-02,25.5
2011-09-03,30.0
2011-09-04,37.333
2011-09-05,46.792
2011-09-06,27.042
2011-09-07,29.292
2011-09-08,27.958
2011-09-09,35.875
2011-09-10,21.833
2011-09-11,22.5
2011-09-12,29.125
2011-09-13,30.125
2011-09-14,29.292
2011-09-15,29.417
2011-09-16,39.348
2011-09-17,30.667
2011-09-18,20.542
2011-09-19,17.167
2011-09-20,15.625
2011-09-21,16.75
2011-09-22,17.333
2011-09-23,17.875
2011-09-24,19.125
2011-09-25,20.125
2011-09-26,22.0
2011-09-27,24.208
2011-09-28,30.5
2011-09-29,22.208
2011-09-30,24.958
2011-10-01,14.375
2011-10-02,15.333
2011-10-03,12.125
2011-10-04,20.292
2011-10-05,18.667
2011-10-06,21.125
2011-10-07,25.417
2011-10-08,33.083
2011-10-09,35.917
2011-10-10,36.0
2011-10-11,21.792
2011-10-12,27.458
2011-10-13,28.833
2011-10-14,34.583
2011-10-15,31.5
2011-10-16,30.417
2011-10-17,23.565
2011-10-18,17.333
2011-10-19,23.208
2011-10-20,30.958
2011-10-21,22.208
2011-10-22,20.375
2011-10-23,19.292
2011-10-24,19.625
2011-10-25,23.583
2011-10-26,18.75
2011-10-27,17.958
2011-10-28,25.167
2011-10-29,25.792
2011-10-30,27.75
2011-10-31,24.208
2011-11-01,23.083
2011-11-02,30.125
2011-11-03,24.625
2011-11-04,18.958
2011-11-05,27.833
2011-11-06,27.125
2011-11-07,20.042
2011-11-08,16.792
2011-11-09,16.958
2011-11-10,19.0
2011-11-11,22.542
2011-11-12,19.583
2011-11-13,27.958
2011-11-14,25.043
2011-11-15,15.458
2011-11-16,13.833
2011-11-17,16.208
2011-11-18,16.958
2011-11-19,24.292
2011-11-20,14.958
2011-11-21,14.958
2011-11-22,15.125
2011-11-23,17.708
2011-11-24,19.917
2011-11-25,16.167
2011-11-26,14.792
