date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,4.042,5.542,1.5,3.292
2011-01-02,1.167,1.917,0.75,2.042
2011-01-03,1.25,2.167,0.917,2.0
2011-01-04,3.208,4.875,1.667,2.0
2011-01-05,2.292,4.083,1.792,1.833
2011-01-06,2.667,4.958,2.292,1.958
2011-01-07,4.25,6.125,1.875,2.042
2011-01-08,2.917,4.667,1.75,2.25
2011-01-09,2.458,4.208,1.75,2.25
2011-01-10,1.609,3.0,1.391,2.261
2011-01-11,1.167,1.833,0.667,2.167
2011-01-12,2.708,3.625,0.917,2.292
2011-01-13,3.333,4.75,1.417,3.667
2011-01-14,1.833,2.833,1.0,2.458
2011-01-15,1.708,2.625,0.917,2.0
2011-01-16,2.75,4.292,1.542,2.458
2011-01-17,5.083,8.042,2.958,2.333
2011-01-18,3.375,5.042,1.667,2.125
2011-01-19,6.522,9.348,2.826,2.208
2011-01-20,7.083,9.792,2.708,3.917
2011-01-21,2.875,4.333,1.458,2.667
2011-01-22,1.5,2.5,1.0,1.917
2011-01-23,3.042,4.375,1.333,2.625
2011-01-24,2.913,4.391,1.478,2.826
2011-01-25,3.958,5.208,1.25,2.667
2011-01-26,3.875,5.167,1.292,2.917
2011-01-27,4.542,5.917,1.375,2.5
2011-01-28,5.375,7.042,1.667,2.583
2011-01-29,3.667,4.792,1.125,2.083
2011-01-30,4.0,5.375,1.375,2.792
2011-01-31,5.542,7.292,1.75,2.5
2011-02-01,3.583,4.75,1.167,2.042
2011-02-02,2.375,3.208,0.833,2.0
2011-02-03,4.208,5.667,1.458,2.25
2011-02-04,6.417,8.833,2.417,2.417
2011-02-05,3.042,4.792,1.75,2.208
2011-02-06,14.042,18.958,4.917,4.042
2011-02-07,12.87,23.565,10.696,4.304
2011-02-08,1.5,2.875,1.375,3.625
2011-02-09,3.208,5.167,1.958,3.083
2011-02-10,2.125,3.25,1.125,3.333
2011-02-11,3.042,5.0,1.958,2.958
2011-02-12,1.25,2.708,1.458,2.875
2011-02-13,5.565,8.522,2.957,2.958
2011-02-14,6.917,9.5,2.583,6.833
2011-02-15,2.792,4.667,1.875,5.5
2011-02-16,2.864,4.955,2.091,3.125
2011-02-17,5.333,9.0,3.667,2.583
2011-02-18,3.542,6.292,2.75,2.458
2011-02-19,4.458,7.083,2.625,2.417
2011-02-20,4.958,8.083,3.125,3.0
2011-02-21,1.87,3.043,1.174,3.609
