date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,15.291666666666666,18.875,3.5833333333333335,2.1666666666666665
2011-01-02,14.478260869565217,16.695652173913043,2.217391304347826,3.4782608695652173
2011-01-03,6.5,8.208333333333334,1.7083333333333333,3.8333333333333335
2011-01-04,7.625,9.875,2.25,3.375
2011-01-05,8.75,11.125,2.375,2.9583333333333335
2011-01-06,22.5,45.458333333333336,22.958333333333332,3.2083333333333335
2011-01-07,27.25,45.25,18.0,4.875
2011-01-08,36.75,69.95833333333333,33.208333333333336,4.791666666666667
2011-01-09,18.625,24.5,5.875,2.25
2011-01-10,25.708333333333332,54.0,28.291666666666668,3.0416666666666665
2011-01-11,8.458333333333334,12.125,3.6666666666666665,2.9583333333333335
2011-01-12,17.75,25.166666666666668,7.416666666666667,2.4583333333333335
2011-01-13,19.083333333333332,33.125,14.041666666666666,3.8333333333333335
2011-01-14,12.166666666666666,16.916666666666668,4.75,3.5833333333333335
2011-01-15,6.083333333333333,7.5,1.4166666666666667,2.4583333333333335
2011-01-16,19.782608695652176,37.0,17.217391304347824,2.652173913043478
2011-01-17,28.291666666666668,48.833333333333336,20.541666666666668,2.7916666666666665
2011-01-18,29.041666666666668,49.25,20.208333333333332,2.2916666666666665
2011-01-19,39.125,75.83333333333333,36.708333333333336,4.416666666666667
2011-01-20,35.458333333333336,66.125,30.666666666666668,2.9583333333333335
2011-01-21,27.666666666666668,52.208333333333336,24.541666666666668,3.375
2011-01-22,8.5,9.416666666666666,0.9166666666666666,1.75
2011-01-23,13.75,18.791666666666668,5.041666666666667,2.7083333333333335
2011-01-24,12.708333333333334,16.5,3.7916666666666665,1.875
2011-01-25,18.958333333333332,34.458333333333336,15.5,1.5416666666666667
2011-01-26,21.958333333333332,37.125,15.166666666666666,2.3333333333333335
2011-01-27,25.375,42.375,17.0,2.0416666666666665
2011-01-28,14.875,23.083333333333332,8.208333333333334,2.7916666666666665
2011-01-29,25.958333333333332,45.625,19.666666666666668,2.25
2011-01-30,33.26086956521739,62.47826086956522,29.217391304347824,2.6956521739130435
2011-01-31,19.291666666666668,27.958333333333332,8.666666666666666,2.2083333333333335
2011-02-01,26.73913043478261,38.52173913043478,11.782608695652174,5.291666666666667
2011-02-02,17.333333333333332,23.25,5.916666666666667,2.7916666666666665
2011-02-03,25.708333333333332,38.75,13.041666666666666,2.9583333333333335
2011-02-04,20.458333333333332,27.791666666666668,7.333333333333333,3.4583333333333335
2011-02-05,10.875,12.708333333333334,1.8333333333333333,2.2916666666666665
2011-02-06,17.458333333333332,23.416666666666668,5.958333333333333,1.875
2011-02-07,26.125,40.541666666666664,14.416666666666666,4.5
2011-02-08,6.333333333333333,8.291666666666666,1.9583333333333333,2.1666666666666665
2011-02-09,10.166666666666666,15.833333333333334,5.666666666666667,2.375
2011-02-10,7.125,10.125,3.0,3.1666666666666665
2011-02-11,8.166666666666666,10.041666666666666,1.875,3.7916666666666665
2011-02-12,4.625,5.75,1.125,2.9583333333333335
2011-02-13,11.91304347826087,18.782608695652176,6.869565217391305,2.5652173913043477
2011-02-14,32.458333333333336,48.875,16.416666666666668,7.291666666666667
2011-02-15,13.208333333333334,16.625,3.4166666666666665,4.875
2011-02-16,11.208333333333334,14.541666666666666,3.3333333333333335,3.5
2011-02-17,17.583333333333332,24.916666666666668,7.333333333333333,2.0
2011-02-18,25.625,35.208333333333336,9.583333333333334,3.125
2011-02-19,27.833333333333332,46.041666666666664,18.208333333333332,3.625
2011-02-20,14.625,18.666666666666668,4.041666666666667,2.5
2011-02-21,6.625,9.416666666666666,2.7916666666666665,4.833333333333333
2011-02-22,15.583333333333334,20.375,4.791666666666667,1.7916666666666667
2011-02-23,20.75,24.833333333333332,4.083333333333333,5.583333333333333
2011-02-24,20.916666666666668,27.875,6.958333333333333,5.583333333333333
2011-02-25,27.041666666666668,35.583333333333336,8.541666666666666,6.708333333333333
2011-02-26,14.333333333333334,18.416666666666668,4.083333333333333,4.125
2011-02-27,19.869565217391305,29.043478260869566,9.173913043478262,5.391304347826087
2011-02-28,27.208333333333332,36.166666666666664,8.958333333333334,3.0
2011-03-01,20.916666666666668,25.375,4.458333333333333,3.4166666666666665
2011-03-02,11.25,15.0,3.75,4.333333333333333
2011-03-03,13.0,16.291666666666668,3.2916666666666665,3.3333333333333335
2011-03-04,15.041666666666666,18.333333333333332,3.2916666666666665,3.3333333333333335
2011-03-05,28.625,40.416666666666664,11.791666666666666,4.791666666666667
2011-03-06,24.208333333333332,34.583333333333336,10.375,4.0
2011-03-07,10.375,13.75,3.375,2.1666666666666665
2011-03-08,15.625,19.875,4.25,3.0833333333333335
2011-03-09,19.625,24.916666666666668,5.291666666666667,4.25
2011-03-10,24.333333333333332,31.458333333333332,7.125,3.5416666666666665
2011-03-11,10.375,12.041666666666666,1.6666666666666667,1.75
2011-03-12,15.0,19.565217391304348,4.565217391304348,4.086956521739131
2011-03-13,15.666666666666666,20.5,4.833333333333333,2.8333333333333335
2011-03-14,9.916666666666666,12.0,2.0833333333333335,1.75
2011-03-15,9.958333333333334,11.708333333333334,1.75,4.208333333333333
2011-03-16,15.708333333333334,19.791666666666668,4.083333333333333,3.1666666666666665
2011-03-17,9.458333333333334,10.416666666666666,0.9583333333333334,1.1666666666666667
2011-03-18,14.583333333333334,17.125,2.5416666666666665,4.083333333333333
2011-03-19,6.333333333333333,8.833333333333334,2.5,3.5416666666666665
2011-03-20,8.916666666666666,11.166666666666666,2.25,1.9166666666666667
