date,PM25_mean,SO2_mean,SPM_mean
2011-01-01,15.25,3.792,
2011-01-02,19.208,7.667,
2011-01-03,20.792,6.667,
2011-01-04,38.458,12.0,
2011-01-05,15.917,5.083,
2011-01-06,17.25,6.167,
2011-01-07,6.625,2.125,
2011-01-08,8.417,1.125,
2011-01-09,20.167,3.458,
2011-01-10,32.583,3.458,
2011-01-11,25.875,9.0,
2011-01-12,8.375,2.0,
2011-01-13,25.591,11.458,
2011-01-14,46.667,12.917,
2011-01-15,15.5,2.292,
2011-01-16,12.292,1.875,
2011-01-17,11.583,1.458,
2011-01-18,16.667,2.13,
2011-01-19,14.208,1.75,
2011-01-20,6.417,1.333,
2011-01-21,9.25,1.458,
2011-01-22,7.875,1.458,
2011-01-23,14.667,7.625,
2011-01-24,17.25,11.292,
2011-01-25,23.292,8.522,
2011-01-26,14.875,9.083,
2011-01-27,35.5,13.875,
2011-01-28,30.042,3.667,
2011-01-29,8.708,1.958,
2011-01-30,11.042,6.583,
2011-01-31,12.75,3.917,
2011-02-01,28.167,7.739,
2011-02-02,16.708,10.0,
2011-02-03,18.0,8.818,
2011-02-04,25.125,9.0,
2011-02-05,35.333,4.917,
2011-02-06,30.917,1.667,
2011-02-07,18.917,3.958,
2011-02-08,21.667,14.261,
2011-02-09,19.5,8.0,
2011-02-10,15.083,4.792,
2011-02-11,12.125,4.5,
2011-02-12,12.625,2.542,
2011-02-13,22.619,1.417,
2011-02-14,19.292,1.208,
2011-02-15,19.083,1.609,
2011-02-16,12.208,2.667,
2011-02-17,20.364,9.542,
2011-02-18,10.583,3.125,
2011-02-19,11.042,1.667,
2011-02-20,11.875,1.625,
2011-02-21,18.083,3.5,
2011-02-22,30.125,2.652,
2011-02-23,19.083,2.875,
2011-02-24,33.458,3.875,
2011-02-25,34.0,2.792,
2011-02-26,10.583,1.875,
2011-02-27,13.125,1.667,
2011-02-28,13.792,1.625,
2011-03-01,20.75,6.25,
2011-03-02,16.25,3.417,
2011-03-03,16.75,2.5,
2011-03-04,23.667,1.625,
2011-03-05,10.542,1.667,
2011-03-06,17.042,7.125,
2011-03-07,32.667,4.043,
2011-03-08,35.208,3.75,
2011-03-09,20.333,1.417,
2011-03-10,11.125,1.667,
2011-03-11,19.917,7.167,
2011-03-12,16.875,6.375,
2011-03-13,13.042,1.833,
2011-03-14,13.375,3.304,
2011-03-15,15.75,3.125,
2011-03-16,18.708,5.625,
2011-03-17,15.542,4.417,
2011-03-18,23.333,3.833,
2011-03-19,6.458,2.5,
2011-03-20,13.417,2.958,
2011-03-21,14.042,3.609,
2011-03-22,20.0,6.958,
2011-03-23,15.609,3.0,
2011-03-24,31.042,14.292,
2011-03-25,23.792,10.917,
2011-03-26,17.25,8.167,
2011-03-27,18.458,4.458,
2011-03-28,28.833,7.391,
2011-03-29,19.333,6.292,
2011-03-30,11.0,4.292,
2011-03-31,10.625,4.375,
2011-04-01,33.417,5.833,
2011-04-02,29.625,6.417,
2011-04-03,7.208,1.792,
2011-04-04,8.875,1.458,
2011-04-05,18.25,5.458,
2011-04-06,20.917,4.696,
2011-04-07,10.583,5.25,
2011-04-08,9.778,5.458,
2011-04-09,,2.917,
2011-04-10,,3.25,
2011-04-11,26.083,5.917,
2011-04-12,20.875,2.708,
2011-04-13,27.333,6.783,
2011-04-14,31.958,10.522,
2011-04-15,24.917,5.5,
2011-04-16,29.208,4.25,
2011-04-17,15.708,5.125,
2011-04-18,21.625,4.417,
2011-04-19,18.542,10.083,
2011-04-20,9.208,6.652,
2011-04-21,15.5,5.5,
2011-04-22,11.727,2.25,
2011-04-23,6.375,2.542,
2011-04-24,17.833,3.25,
2011-04-25,26.5,6.667,
2011-04-26,25.591,7.833,
2011-04-27,19.25,7.652,
2011-04-28,23.125,10.917,
2011-04-29,14.333,4.833,
2011-04-30,16.583,5.208,
2011-05-01,20.417,10.542,
2011-05-02,,4.792,
2011-05-03,,6.417,
2011-05-04,36.667,6.522,
2011-05-05,22.75,6.208,
2011-05-06,25.667,4.542,
2011-05-07,17.708,8.625,
2011-05-08,24.083,8.375,
2011-05-09,38.375,5.542,
2011-05-10,18.708,3.958,
2011-05-11,5.333,4.478,
2011-05-12,8.167,4.833,
2011-05-13,32.636,17.625,
2011-05-14,30.0,12.542,
2011-05-15,21.333,4.667,
2011-05-16,22.333,4.333,
2011-05-17,29.833,5.792,
2011-05-18,23.75,6.0,
2011-05-19,25.75,5.208,
2011-05-20,17.333,4.158,
2011-05-21,7.792,,
2011-05-22,1.917,,
2011-05-23,4.792,,
2011-05-24,3.125,,
2011-05-25,11.667,,
2011-05-26,19.5,2.571,
2011-05-27,10.583,2.625,
2011-05-28,4.75,2.458,
2011-05-29,1.167,2.625,
2011-05-30,4.667,4.75,
2011-05-31,3.25,2.909,
2011-06-01,5.792,0.091,
2011-06-02,14.625,1.25,
2011-06-03,29.875,3.792,
2011-06-04,26.5,3.417,
2011-06-05,18.417,2.875,
2011-06-06,30.958,6.333,
2011-06-07,24.25,6.875,
2011-06-08,10.958,2.783,
2011-06-09,13.583,3.333,
2011-06-10,26.083,3.5,
2011-06-11,8.458,2.875,
2011-06-12,13.292,2.0,
2011-06-13,11.917,4.583,
2011-06-14,22.875,4.125,
2011-06-15,18.364,3.043,
2011-06-16,10.833,1.5,
2011-06-17,7.083,2.913,
2011-06-18,10.125,2.0,
2011-06-19,10.875,4.625,
2011-06-20,3.667,2.167,
2011-06-21,12.0,5.5,
2011-06-22,24.167,9.174,
2011-06-23,10.042,7.917,
2011-06-24,9.458,8.333,
2011-06-25,11.333,8.083,
2011-06-26,7.042,4.542,
2011-06-27,7.708,7.667,
2011-06-28,8.25,5.333,
2011-06-29,33.208,15.696,
2011-06-30,28.292,15.542,
2011-07-01,21.208,5.083,
2011-07-02,21.667,6.75,
2011-07-03,31.625,5.0,
2011-07-04,24.583,5.792,
2011-07-05,25.542,8.417,
2011-07-06,21.0,5.13,
2011-07-07,7.917,4.958,
2011-07-08,7.167,6.7,
2011-07-09,7.125,5.625,
2011-07-10,11.792,9.25,
2011-07-11,10.125,4.75,
2011-07-12,13.0,5.083,
2011-07-13,6.458,4.696,
2011-07-14,8.833,5.375,
2011-07-15,15.227,12.042,
2011-07-16,17.792,7.292,
2011-07-17,18.208,6.708,
2011-07-18,4.958,2.583,
2011-07-19,-0.125,2.75,
2011-07-20,6.667,3.522,
2011-07-21,9.667,5.333,
2011-07-22,8.0,3.625,
2011-07-23,15.375,4.083,
2011-07-24,26.417,5.333,
2011-07-25,11.833,3.458,
2011-07-26,9.542,5.125,
2011-07-27,6.833,5.043,
2011-07-28,15.792,7.783,
2011-07-29,24.917,11.042,
2011-07-30,23.0,7.125,
2011-07-31,23.458,6.0,
2011-08-01,26.833,8.25,
2011-08-02,14.667,5.125,
2011-08-03,14.875,8.435,
2011-08-04,18.583,7.0,
2011-08-05,5.5,3.417,
2011-08-06,5.125,3.542,
2011-08-07,6.25,4.042,
2011-08-08,8.208,5.042,
2011-08-09,24.333,10.292,
2011-08-10,22.958,6.217,
2011-08-11,24.238,13.833,
2011-08-12,26.0,12.5,
2011-08-13,28.083,10.292,
2011-08-14,19.875,6.833,
2011-08-15,17.208,6.375,
2011-08-16,20.167,5.417,
2011-08-17,20.333,4.304,
2011-08-18,20.087,4.917,
2011-08-19,15.75,5.583,
2011-08-20,11.917,3.542,
2011-08-21,17.625,2.696,
