date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,187.417,82.0,71.375,51.0,11.833,8.208,9.417,1.208,,,11.8,6.629,1.4,199.25
2011-01-02,186.167,78.0,59.542,45.0,7.625,5.833,6.875,1.042,,,10.0,7.512,5.7,193.792
2011-01-03,185.583,80.0,60.125,50.0,8.292,8.458,9.75,1.292,,,9.5,6.846,3.9,193.875
2011-01-04,186.333,75.0,57.917,43.0,8.417,8.792,9.75,0.958,,,7.2,5.833,4.3,194.75
2011-01-05,186.333,91.0,70.667,56.0,14.958,15.208,16.792,1.583,,,7.5,5.112,2.6,201.292
2011-01-06,187.542,96.0,68.167,47.0,23.333,18.0,22.0,4.0,,,9.3,5.883,1.2,210.875
2011-01-07,187.833,89.0,68.042,53.0,10.333,8.333,9.25,0.917,,,7.7,5.779,2.1,198.167
2011-01-08,189.833,89.0,70.25,46.0,14.417,10.667,12.0,1.333,,,8.2,3.708,-0.5,204.25
2011-01-09,191.208,86.0,66.958,47.0,18.0,16.583,19.5,2.917,,,10.9,6.633,3.0,209.208
2011-01-10,190.042,95.0,76.75,50.0,30.833,20.417,24.375,3.958,,,10.9,6.046,1.5,220.875
2011-01-11,186.458,85.0,63.375,44.0,14.25,13.958,15.625,1.667,,,9.3,6.658,3.5,200.708
2011-01-12,187.542,76.0,60.917,45.0,16.458,14.409,16.0,1.591,,,6.6,3.521,0.3,204.0
2011-01-13,187.042,84.0,65.083,47.0,23.625,17.167,21.292,4.125,,,8.4,5.521,1.6,210.667
2011-01-14,188.833,64.0,54.958,47.0,13.0,15.833,17.75,1.917,,,9.2,7.804,6.8,201.833
2011-01-15,188.708,86.0,68.375,51.0,17.083,11.5,12.792,1.292,,,8.0,6.167,3.2,205.792
2011-01-16,186.625,96.0,62.0,52.0,15.792,14.0,15.167,1.167,,,6.1,5.283,2.6,202.417
2011-01-17,185.417,100.0,74.167,46.0,15.625,13.083,14.667,1.583,,,9.5,4.975,1.8,201.042
2011-01-18,187.458,93.0,71.083,45.0,25.25,22.25,28.458,6.208,,,10.7,4.95,-0.1,212.708
2011-01-19,186.625,100.0,86.708,67.0,26.167,21.208,26.667,5.458,,,9.0,6.379,5.2,212.792
2011-01-20,184.708,100.0,89.875,83.0,46.875,18.833,20.833,2.0,,,9.7,7.712,5.4,231.583
2011-01-21,186.375,97.0,92.875,88.0,65.0,12.0,13.0,1.0,,,8.3,7.922,7.4,251.375
2011-01-23,185.0,72.0,57.688,47.0,12.667,13.111,14.444,1.333,,,13.4,9.244,4.1,197.667
2011-01-24,184.292,69.0,59.417,50.0,9.083,12.583,14.583,2.0,,,7.3,4.017,3.0,193.375
2011-01-25,185.583,92.0,60.125,40.0,9.75,13.458,14.875,1.417,,,5.8,3.458,1.9,195.333
2011-01-26,185.542,70.0,59.25,46.0,9.708,12.458,14.0,1.542,,,5.6,3.633,1.8,195.25
2011-01-27,188.167,87.0,66.5,56.0,20.667,16.5,20.0,3.5,,,7.4,4.608,0.1,208.833
2011-01-28,188.542,100.0,74.833,62.0,16.75,15.25,16.833,1.583,,,7.5,5.538,2.3,205.292
2011-01-29,188.333,94.0,71.25,53.0,11.375,8.0,9.083,1.083,,,6.5,4.004,1.3,199.708
2011-01-30,187.208,95.0,73.667,60.0,12.958,12.875,15.375,2.5,,,6.8,3.854,0.1,200.167
2011-01-31,185.417,79.0,57.875,43.0,18.375,14.625,16.208,1.583,,,7.5,4.154,0.7,203.792
2011-02-01,186.292,100.0,69.292,44.0,12.0,15.083,16.708,1.625,,,9.1,4.604,-0.3,198.292
2011-02-02,184.792,84.0,56.583,43.0,7.167,12.042,14.0,1.958,,,3.0,1.558,0.1,191.958
2011-02-03,186.208,76.0,63.875,47.0,13.0,14.708,16.708,2.0,,,4.3,1.796,-0.4,199.208
2011-02-04,188.375,87.0,66.417,43.0,16.958,16.208,19.042,2.833,,,7.4,3.912,-0.6,205.333
2011-02-05,187.077,92.0,72.5,46.0,15.538,12.917,14.208,1.292,,,9.1,4.767,-0.7,202.615
2011-02-06,,100.0,99.75,96.0,,25.208,35.375,10.167,,,10.2,7.325,4.5,
2011-02-07,,100.0,87.333,57.0,,20.542,26.333,5.792,,,10.2,8.533,6.1,
2011-02-08,,70.0,54.542,40.0,,11.417,13.167,1.75,,,5.8,3.517,0.5,
2011-02-09,187.231,92.0,67.917,49.0,17.692,13.917,15.542,1.625,,,4.1,2.342,0.6,204.923
