date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,94.0,80.0,59.0,6.167,6.458,0.292,,0.708,,12.7,6.962,1.9
2011-01-02,83.0,63.75,53.0,2.958,2.958,0.0,,1.625,,9.0,7.35,5.6
2011-01-03,77.0,61.542,49.0,4.417,4.667,0.25,,2.375,,10.0,7.262,3.9
2011-01-04,81.0,64.042,47.0,3.958,4.208,0.25,,3.917,,7.5,5.792,4.4
2011-01-05,100.0,76.5,64.0,5.417,5.75,0.333,,1.458,,6.9,5.438,2.5
2011-01-06,68.0,61.125,50.0,6.958,7.542,0.583,,2.083,,9.0,7.096,5.2
2011-01-07,92.0,67.542,54.0,5.292,5.875,0.583,,1.417,,8.4,6.483,3.8
2011-01-08,85.0,65.625,47.0,5.875,6.417,0.542,,1.042,,9.1,5.317,2.1
2011-01-09,89.0,71.083,48.0,8.0,8.958,0.958,,2.708,,10.8,7.329,2.8
2011-01-10,89.0,70.208,44.0,11.292,12.417,1.125,,4.25,,12.1,8.417,5.2
2011-01-11,96.0,59.875,40.0,5.417,5.875,0.458,,2.833,,9.5,7.45,3.3
2011-01-12,85.0,65.458,48.0,8.375,9.458,1.083,,1.292,,7.0,3.512,0.5
2011-01-13,93.0,67.833,50.0,7.292,8.042,0.75,,3.042,,9.1,5.908,0.2
2011-01-14,66.0,55.292,45.0,7.25,8.083,0.833,,5.583,,9.6,8.046,6.9
2011-01-15,74.0,66.458,59.0,6.417,6.792,0.375,,2.042,,8.5,7.371,6.5
2011-01-16,90.0,59.25,50.0,6.333,6.875,0.542,,0.917,,6.7,6.0,3.4
2011-01-17,100.0,70.417,46.0,7.958,8.667,0.708,,0.833,,9.7,6.175,2.9
2011-01-18,99.0,79.958,47.0,12.958,14.667,1.708,,1.261,,11.1,5.771,0.5
2011-01-19,100.0,97.708,86.0,10.625,12.5,1.875,,0.125,,9.1,7.375,5.7
2011-01-20,100.0,97.792,91.0,10.417,11.417,1.0,,0.333,,9.4,8.254,6.5
2011-01-21,100.0,97.083,84.0,9.75,11.208,1.458,,0.375,,10.5,8.617,7.5
2011-01-22,100.0,88.292,71.0,7.917,8.417,0.5,,1.458,,10.9,8.621,6.8
2011-01-23,92.0,65.0,49.0,4.292,4.625,0.333,,1.292,,9.6,7.962,4.1
2011-01-24,64.0,54.042,47.0,3.667,4.125,0.458,,1.125,,5.6,3.946,3.0
2011-01-25,89.0,57.125,41.0,5.167,5.667,0.5,,2.167,,5.8,3.792,2.3
