date,NO2_mean,NOX_mean,NO_mean
2011-01-01,5.583,6.792,1.208
2011-01-02,2.708,3.25,0.542
2011-01-03,4.167,4.958,0.792
2011-01-04,3.217,4.391,1.174
2011-01-05,5.125,6.458,1.333
2011-01-06,5.375,6.833,1.458
2011-01-07,3.042,4.333,1.292
2011-01-08,8.375,10.417,2.042
2011-01-09,9.375,12.042,2.667
2011-01-10,15.5,20.5,5.0
2011-01-11,3.609,4.87,1.261
2011-01-12,8.833,11.125,2.292
2011-01-13,8.75,12.25,3.5
2011-01-14,5.625,6.625,1.0
2011-01-15,7.542,9.0,1.458
2011-01-16,9.667,11.208,1.542
2011-01-17,10.25,14.083,3.833
2011-01-18,18.0,22.13,4.13
2011-01-19,22.0,28.125,6.125
2011-01-20,14.792,16.958,2.167
2011-01-21,11.583,13.292,1.708
2011-01-22,11.125,13.333,2.208
2011-01-23,3.0,3.583,0.583
2011-01-24,2.5,3.0,0.5
2011-01-25,4.174,5.087,0.913
2011-01-26,2.542,3.125,0.583
2011-01-27,9.292,11.333,2.042
2011-01-28,7.417,8.5,1.083
2011-01-29,7.0,8.25,1.25
2011-01-30,7.833,10.208,2.375
2011-01-31,6.0,6.833,0.833
2011-02-01,6.304,7.174,0.87
2011-02-02,2.375,3.083,0.708
2011-02-03,5.125,6.125,1.0
2011-02-04,6.583,8.25,1.667
2011-02-05,10.625,12.292,1.667
2011-02-06,20.292,26.667,6.375
2011-02-07,13.458,17.75,4.292
2011-02-08,2.043,2.609,0.565
2011-02-09,5.208,6.0,0.792
2011-02-10,7.417,8.958,1.542
2011-02-11,4.25,5.208,0.958
2011-02-12,5.5,6.458,0.958
2011-02-13,21.333,25.292,3.958
2011-02-14,28.958,36.792,7.833
2011-02-15,14.652,20.217,5.565
2011-02-16,5.542,6.708,1.167
2011-02-17,2.0,2.5,0.5
2011-02-18,3.375,4.167,0.792
2011-02-19,6.5,7.875,1.375
2011-02-20,8.625,10.917,2.292
2011-02-21,19.667,23.292,3.625
2011-02-22,22.261,24.87,2.609
2011-02-23,13.917,17.208,3.292
2011-02-24,7.5,8.375,0.875
2011-02-25,13.125,14.75,1.625
2011-02-26,2.667,3.208,0.542
2011-02-27,7.0,8.667,1.667
2011-02-28,10.958,12.542,1.583
2011-03-01,24.833,31.792,6.958
2011-03-02,16.292,19.625,3.333
2011-03-03,5.333,6.667,1.333
2011-03-04,9.875,11.417,1.542
2011-03-05,19.042,22.458,3.417
2011-03-06,15.167,19.958,4.792
2011-03-07,11.783,13.435,1.652
2011-03-08,13.917,16.083,2.167
2011-03-09,11.917,13.167,1.25
2011-03-10,4.75,5.5,0.75
2011-03-11,3.875,4.625,0.75
2011-03-12,2.375,2.958,0.583
2011-03-13,6.792,7.958,1.167
2011-03-14,9.957,11.783,1.826
2011-03-15,9.25,11.25,2.0
2011-03-16,16.958,19.708,2.75
2011-03-17,10.125,11.625,1.5
2011-03-18,12.25,13.833,1.583
2011-03-19,6.083,7.25,1.167
2011-03-20,6.083,7.125,1.042
2011-03-21,5.217,5.739,0.522
2011-03-22,14.083,16.208,2.125
2011-03-23,15.792,17.625,1.833
2011-03-24,4.75,5.125,0.375
2011-03-25,2.917,3.25,0.333
2011-03-26,4.333,4.708,0.375
2011-03-27,10.708,12.417,1.708
2011-03-28,9.304,11.087,1.783
2011-03-29,8.75,10.375,1.625
2011-03-30,8.042,9.708,1.667
2011-03-31,3.958,4.458,0.5
2011-04-01,14.333,15.542,1.208
2011-04-02,10.792,11.917,1.125
2011-04-03,1.958,2.292,0.333
2011-04-04,3.417,4.083,0.667
2011-04-05,12.792,14.125,1.333
2011-04-06,14.458,16.25,1.792
2011-04-07,7.304,8.826,1.522
2011-04-08,4.708,5.25,0.542
2011-04-09,7.792,9.0,1.208
2011-04-10,4.042,4.5,0.458
2011-04-11,3.875,4.417,0.542
2011-04-12,2.875,3.458,0.583
2011-04-13,10.0,11.708,1.708
2011-04-14,12.217,13.565,1.348
2011-04-15,12.458,13.292,0.833
2011-04-16,7.333,8.292,0.958
2011-04-17,7.25,7.833,0.583
2011-04-18,10.875,12.5,1.625
2011-04-19,3.0,3.375,0.375
2011-04-20,3.25,3.667,0.417
2011-04-21,10.348,11.87,1.522
2011-04-22,10.417,11.125,0.708
2011-04-23,6.042,6.25,0.208
2011-04-24,7.708,8.583,0.875
2011-04-25,8.708,9.542,0.833
2011-04-26,8.208,9.292,1.083
2011-04-27,4.565,5.696,1.13
2011-04-28,3.542,4.333,0.792
2011-04-29,6.208,7.417,1.208
2011-04-30,4.542,5.5,0.958
2011-05-01,4.458,5.333,0.875
2011-05-02,5.542,6.458,0.917
2011-05-03,12.417,13.958,1.542
2011-05-04,7.696,9.043,1.348
2011-05-05,10.208,10.792,0.583
2011-05-06,8.583,9.583,1.0
2011-05-07,10.375,11.958,1.583
2011-05-08,9.833,11.333,1.5
2011-05-09,10.125,11.917,1.792
2011-05-10,5.75,7.958,2.208
2011-05-11,7.174,10.391,3.217
2011-05-12,13.75,17.375,3.625
2011-05-13,5.375,5.833,0.458
2011-05-14,7.292,7.75,0.458
2011-05-15,7.792,8.708,0.917
2011-05-16,9.292,10.25,0.958
2011-05-17,8.417,9.042,0.625
2011-05-18,8.913,9.783,0.87
2011-05-19,6.5,7.167,0.667
2011-05-20,7.25,8.042,0.792
2011-05-21,6.417,7.667,1.25
2011-05-22,5.292,5.958,0.667
2011-05-23,9.958,10.833,0.875
2011-05-24,9.0,10.125,1.125
2011-05-25,14.0,15.826,1.826
2011-05-26,10.292,11.208,0.917
2011-05-27,9.042,9.542,0.5
2011-05-28,18.625,20.292,1.667
2011-05-29,6.958,7.458,0.5
2011-05-30,1.708,1.958,0.25
2011-05-31,6.792,7.625,0.833
2011-06-01,9.565,10.609,1.043
2011-06-02,12.083,13.208,1.125
2011-06-03,11.042,12.833,1.792
2011-06-04,9.083,10.708,1.625
2011-06-05,8.667,9.375,0.708
2011-06-06,11.75,12.833,1.083
2011-06-07,7.292,7.917,0.625
2011-06-08,8.217,8.913,0.696
2011-06-09,10.708,11.833,1.125
2011-06-10,13.292,14.25,0.958
2011-06-11,8.042,8.958,0.917
2011-06-12,8.208,8.75,0.542
2011-06-13,8.083,8.542,0.458
2011-06-14,9.083,9.5,0.417
2011-06-15,13.826,15.609,1.783
2011-06-16,9.083,10.25,1.167
2011-06-17,9.708,10.833,1.125
2011-06-18,9.042,10.0,0.958
2011-06-19,13.292,14.833,1.542
2011-06-20,9.208,10.917,1.708
2011-06-21,9.25,12.25,3.0
2011-06-22,8.318,13.091,4.773
2011-06-23,3.583,6.583,3.0
2011-06-24,3.583,6.542,2.958
