date,PM25_mean,SO2_mean,SPM_mean
2013-01-01,24.042,4.875,
2013-01-02,15.583,4.375,
2013-01-03,13.875,3.542,
2013-01-04,11.833,2.667,
2013-01-05,4.917,2.125,
2013-01-06,6.478,2.478,
2013-01-07,15.708,3.208,
2013-01-08,13.542,2.208,
2013-01-09,4.792,2.833,
2013-01-10,5.167,2.167,
2013-01-11,17.542,3.458,
2013-01-12,24.583,4.083,
2013-01-13,17.792,4.417,
2013-01-14,10.667,2.292,
2013-01-15,11.542,2.583,
2013-01-16,11.0,2.333,
2013-01-17,11.5,2.542,
2013-01-18,28.083,6.208,
2013-01-19,6.458,2.375,
2013-01-20,14.625,3.522,
2013-01-21,23.0,5.667,
2013-01-22,15.208,3.542,
2013-01-23,17.833,3.042,
2013-01-24,22.333,3.917,
2013-01-25,20.5,4.292,
2013-01-26,16.417,2.958,
2013-01-27,12.292,3.167,
2013-01-28,16.042,5.833,
2013-01-29,19.542,3.542,
2013-01-30,21.909,2.333,
2013-01-31,23.625,3.333,
2013-02-01,22.667,3.792,
2013-02-02,25.542,2.435,
2013-02-03,32.583,2.583,
2013-02-04,3.583,3.125,
2013-02-05,5.333,3.125,
2013-02-06,8.167,2.25,
2013-02-07,6.667,2.125,
2013-02-08,5.708,2.042,
2013-02-09,2.208,2.0,
2013-02-10,9.174,2.292,
2013-02-11,7.083,2.125,
2013-02-12,8.208,2.083,
2013-02-13,7.875,2.261,
2013-02-14,6.917,2.0,
2013-02-15,5.958,1.75,
2013-02-16,24.833,3.75,
2013-02-17,30.0,4.043,
2013-02-18,13.375,2.458,
2013-02-19,11.583,2.042,
2013-02-20,15.542,2.917,
2013-02-21,16.333,2.75,
2013-02-22,14.167,2.417,
2013-02-23,16.25,2.833,
2013-02-24,15.583,2.75,
2013-02-25,48.375,5.25,
2013-02-26,57.917,5.833,
2013-02-27,26.042,2.5,
2013-02-28,28.208,3.083,
2013-03-01,42.583,3.167,
2013-03-02,15.083,2.435,
2013-03-03,7.125,3.083,
2013-03-04,14.208,4.958,
2013-03-05,14.667,2.5,
2013-03-06,11.208,3.0,
2013-03-07,10.583,4.125,
2013-03-08,14.333,3.333,
2013-03-09,18.667,4.583,
2013-03-10,7.208,2.917,
2013-03-11,12.25,3.417,
2013-03-12,18.5,4.458,
2013-03-13,4.542,1.917,
2013-03-14,5.5,2.542,
2013-03-15,18.708,2.625,
2013-03-16,30.333,4.652,
2013-03-17,39.435,5.542,
2013-03-18,21.792,2.958,
2013-03-19,31.167,5.208,
2013-03-20,21.125,2.958,
2013-03-21,5.917,2.083,
2013-03-22,9.292,2.417,
2013-03-23,22.958,5.292,
2013-03-24,35.167,5.958,
2013-03-25,29.625,6.875,
2013-03-26,17.792,2.25,
2013-03-27,16.208,3.292,
2013-03-28,24.667,4.583,
2013-03-29,15.375,3.375,
2013-03-30,5.0,2.375,
2013-03-31,15.583,4.087,
2013-04-01,16.25,4.208,
2013-04-02,20.348,3.304,
2013-04-03,17.833,3.292,
2013-04-04,21.5,4.208,
2013-04-05,21.167,4.458,
2013-04-06,13.167,2.5,
2013-04-07,4.833,3.333,
2013-04-08,11.25,3.417,
2013-04-09,22.042,6.25,
2013-04-10,17.333,5.875,
2013-04-11,18.667,4.833,
2013-04-12,21.625,4.833,
2013-04-13,18.875,4.417,
2013-04-14,25.458,6.458,
2013-04-15,25.913,6.542,
2013-04-16,27.625,6.739,
2013-04-17,21.75,4.25,
2013-04-18,19.909,4.917,
2013-04-19,15.625,4.083,
2013-04-20,17.333,3.75,
2013-04-21,2.042,2.25,
2013-04-22,10.792,2.75,
2013-04-23,11.25,3.25,
2013-04-24,7.167,2.125,
2013-04-25,16.25,4.667,
2013-04-26,23.292,4.5,
2013-04-27,19.5,4.375,
2013-04-28,17.208,4.958,
2013-04-29,20.087,4.958,
2013-04-30,15.435,3.167,
2013-05-01,6.833,2.458,
2013-05-02,3.292,2.583,
2013-05-03,7.667,3.625,
2013-05-04,17.083,5.333,
2013-05-05,19.478,3.913,
2013-05-06,22.542,5.125,
2013-05-07,10.818,3.708,
2013-05-08,9.913,3.792,
2013-05-09,17.167,7.0,
2013-05-10,15.421,4.167,
2013-05-11,13.786,2.458,
2013-05-12,15.765,4.391,
2013-05-13,18.235,5.174,
2013-05-14,22.636,5.792,
2013-05-15,13.9,4.333,
2013-05-16,21.923,4.375,
2013-05-17,15.737,4.375,
2013-05-18,13.538,4.292,
2013-05-19,8.529,3.083,
2013-05-20,10.0,3.958,
2013-05-21,32.118,5.833,
2013-05-22,39.917,6.167,
2013-05-23,27.333,6.25,
2013-05-24,15.833,6.458,
2013-05-25,20.5,5.708,
2013-05-26,15.917,4.75,
2013-05-27,15.208,4.261,
2013-05-28,10.458,3.917,
2013-05-29,4.208,3.208,
2013-05-30,30.708,4.083,
2013-05-31,21.583,5.167,
2013-06-01,16.417,4.542,
2013-06-02,14.708,4.042,
2013-06-03,17.125,5.042,
2013-06-04,17.792,4.875,
2013-06-05,13.75,3.875,
2013-06-06,20.583,5.958,
2013-06-07,15.833,5.25,
2013-06-08,20.083,6.0,
2013-06-09,18.957,4.125,
2013-06-10,14.125,4.174,
2013-06-11,13.333,5.458,
2013-06-12,8.75,4.375,
2013-06-13,16.208,7.667,
2013-06-14,16.625,5.417,
2013-06-15,16.333,3.958,
2013-06-16,11.333,3.625,
2013-06-17,17.958,3.917,
2013-06-18,23.417,4.417,
2013-06-19,15.583,3.167,
2013-06-20,5.292,2.25,
2013-06-21,8.375,2.042,
2013-06-22,14.042,3.833,
2013-06-23,18.5,4.458,
2013-06-24,18.958,3.87,
2013-06-25,18.75,4.0,
2013-06-26,8.792,2.667,
2013-06-27,12.667,3.333,
2013-06-28,18.292,4.208,
2013-06-29,13.833,3.708,
2013-06-30,12.083,4.083,
2013-07-01,10.167,3.708,
2013-07-02,8.417,3.125,
2013-07-03,8.292,2.708,
2013-07-04,10.292,2.417,
2013-07-05,13.5,2.083,
2013-07-06,11.125,2.0,
2013-07-07,13.583,2.667,
2013-07-08,23.333,3.261,
2013-07-09,30.792,5.417,
2013-07-10,39.667,7.417,
2013-07-11,31.625,4.5,
2013-07-12,15.167,3.292,
2013-07-13,15.25,4.167,
2013-07-14,15.833,4.542,
2013-07-15,8.304,3.333,
2013-07-16,13.042,3.792,
2013-07-17,19.333,3.792,
2013-07-18,22.708,5.75,
2013-07-19,12.083,4.5,
2013-07-20,15.083,6.208,
2013-07-21,18.542,4.042,
2013-07-22,23.083,4.043,
2013-07-23,28.917,5.75,
2013-07-24,25.375,4.792,
2013-07-25,28.208,5.083,
2013-07-26,35.208,4.125,
2013-07-27,37.125,4.583,
2013-07-28,29.167,4.333,
2013-07-29,21.708,3.042,
2013-07-30,23.417,2.708,
2013-07-31,34.75,3.458,
2013-08-01,28.318,3.833,
2013-08-02,22.75,3.792,
2013-08-03,11.542,3.875,
2013-08-04,20.792,3.833,
2013-08-05,15.625,3.217,
2013-08-06,23.125,4.583,
2013-08-07,28.375,4.583,
2013-08-08,33.833,5.083,
2013-08-09,36.5,6.0,
2013-08-10,41.958,7.625,
2013-08-11,41.792,6.583,
2013-08-12,35.042,5.792,
2013-08-13,27.0,6.167,
2013-08-14,30.208,6.542,
2013-08-15,35.417,4.958,
2013-08-16,29.792,4.167,
2013-08-17,21.458,3.667,
2013-08-18,14.208,3.375,
2013-08-19,9.826,3.522,
2013-08-20,5.792,3.083,
2013-08-21,4.958,2.941,
2013-08-22,8.75,3.417,
2013-08-23,11.0,3.208,
2013-08-24,7.542,2.417,
2013-08-25,6.375,2.042,
2013-08-26,8.292,2.667,
2013-08-27,8.833,3.458,
2013-08-28,22.083,5.208,
2013-08-29,21.625,4.167,
2013-08-30,13.792,2.875,
2013-08-31,14.0,2.125,
2013-09-01,9.292,2.583,
2013-09-02,4.625,2.0,
2013-09-03,6.167,2.542,
2013-09-04,4.292,2.583,
2013-09-05,4.375,2.833,
2013-09-06,8.25,3.667,
2013-09-07,12.25,3.583,
2013-09-08,11.75,3.0,
2013-09-09,9.0,4.167,
2013-09-10,17.792,5.042,
2013-09-11,16.208,4.167,
2013-09-12,25.542,4.375,
2013-09-13,32.917,4.208,
2013-09-14,38.667,4.333,
2013-09-15,4.125,2.25,
2013-09-16,5.375,3.304,
2013-09-17,9.583,4.292,
2013-09-18,15.083,4.75,
2013-09-19,22.65,6.042,
2013-09-20,24.083,5.458,
2013-09-21,20.958,5.458,
2013-09-22,22.458,4.75,
2013-09-23,27.696,5.125,
2013-09-24,18.375,5.208,
2013-09-25,17.25,4.5,
2013-09-26,5.875,3.583,
2013-09-27,11.708,4.083,
2013-09-28,14.417,5.208,
2013-09-29,14.167,4.458,
2013-09-30,16.167,4.458,
2013-10-01,17.083,4.565,
2013-10-02,18.333,4.083,
2013-10-03,18.583,4.292,
2013-10-04,19.083,3.917,
2013-10-05,19.042,3.417,
2013-10-06,13.5,3.5,
2013-10-07,11.458,3.667,
2013-10-08,13.125,4.0,
2013-10-09,9.458,3.083,
2013-10-10,13.792,2.875,
2013-10-11,7.958,2.542,
2013-10-12,23.708,4.625,
