date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,3.333,3.75,0.417,3.125
2011-01-02,2.917,3.083,0.167,3.833
2011-01-03,3.333,3.625,0.292,4.458
2011-01-04,3.917,4.25,0.333,6.5
2011-01-05,4.792,5.292,0.5,3.75
2011-01-06,6.875,7.5,0.625,4.708
2011-01-07,4.5,5.333,0.833,3.458
2011-01-08,3.333,3.833,0.5,3.0
2011-01-09,6.292,7.0,0.708,5.417
2011-01-10,9.75,10.875,1.125,6.875
2011-01-11,5.708,6.25,0.542,5.667
2011-01-12,4.833,5.542,0.708,3.292
2011-01-13,6.333,7.125,0.792,5.292
2011-01-14,6.625,7.083,0.458,8.042
2011-01-15,5.917,6.292,0.375,4.75
2011-01-16,3.333,3.542,0.208,3.042
2011-01-17,5.083,5.708,0.625,3.208
2011-01-18,8.391,10.348,1.957,3.304
2011-01-19,6.583,7.5,0.917,2.708
2011-01-20,7.625,8.208,0.583,2.333
2011-01-21,6.708,7.042,0.333,2.208
2011-01-22,5.083,5.292,0.208,2.917
2011-01-23,4.417,4.667,0.25,3.417
2011-01-24,3.75,4.0,0.25,3.25
2011-01-25,4.391,4.609,0.217,4.458
2011-01-26,4.542,4.875,0.333,3.958
2011-01-27,6.375,6.75,0.375,5.917
2011-01-28,6.042,6.458,0.417,5.0
2011-01-29,3.875,5.833,1.958,3.417
2011-01-30,5.042,5.417,0.375,3.667
2011-01-31,4.125,4.417,0.292,3.75
2011-02-01,4.875,5.375,0.5,4.458
2011-02-02,3.292,3.583,0.292,3.542
2011-02-03,5.125,5.458,0.333,3.652
2011-02-04,5.125,5.5,0.375,5.083
2011-02-05,5.042,5.125,0.083,6.667
2011-02-06,13.083,14.583,1.5,3.375
2011-02-07,14.739,16.261,1.522,5.174
2011-02-08,4.458,5.0,0.542,4.833
2011-02-09,4.875,5.25,0.375,4.875
2011-02-10,5.083,5.583,0.5,5.292
2011-02-11,5.333,5.833,0.5,5.333
2011-02-12,4.208,4.5,0.292,5.0
2011-02-13,9.875,10.958,1.083,4.167
2011-02-14,9.042,10.417,1.375,3.5
2011-02-15,6.25,6.417,0.167,2.913
2011-02-16,4.333,4.458,0.125,3.0
2011-02-17,4.542,4.958,0.417,3.625
2011-02-18,4.083,4.292,0.208,2.833
2011-02-19,5.792,6.333,0.542,3.792
2011-02-20,6.333,6.75,0.417,4.208
2011-02-21,6.667,7.042,0.375,4.542
2011-02-22,10.292,11.083,0.792,3.833
2011-02-23,10.25,12.292,2.042,3.708
2011-02-24,7.583,7.875,0.292,5.083
