date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2014-01-01,2.042,2.833,3.333,0.5,5.083,
2014-01-02,2.208,3.75,4.875,1.125,1.042,
2014-01-03,2.0,3.542,4.417,0.875,2.125,
2014-01-04,2.083,3.208,3.458,0.25,6.292,
2014-01-05,3.917,6.792,8.292,1.5,23.708,
2014-01-06,2.75,6.13,8.522,2.391,7.417,
2014-01-07,2.652,7.917,11.583,3.667,6.333,
2014-01-08,2.667,6.667,9.208,2.542,9.5,
2014-01-09,2.083,6.0,8.125,2.125,5.25,
2014-01-10,2.208,5.458,8.042,2.583,2.5,
2014-01-11,2.333,3.083,3.542,0.458,4.125,
2014-01-12,2.292,5.333,7.25,1.917,4.667,
2014-01-13,2.0,3.87,4.957,1.087,4.375,
2014-01-14,2.333,7.917,12.417,4.5,2.417,
2014-01-15,1.875,4.25,4.875,0.625,3.125,
2014-01-16,2.455,6.167,9.25,3.083,11.417,
2014-01-17,3.042,5.458,8.417,2.958,9.542,
2014-01-18,2.0,2.333,3.125,0.792,2.625,
2014-01-19,3.042,6.792,9.333,2.542,10.087,
2014-01-20,3.708,4.87,6.609,1.739,21.0,
2014-01-21,2.833,6.625,9.667,3.042,9.875,
2014-01-22,2.435,6.667,8.792,2.125,7.958,
2014-01-23,2.083,6.042,9.625,3.583,5.625,
2014-01-24,2.083,5.208,8.042,2.833,6.708,
2014-01-25,3.292,4.417,5.458,1.042,19.25,
2014-01-26,2.875,6.792,10.542,3.75,13.375,
2014-01-27,3.417,8.826,12.522,3.696,11.667,
2014-01-28,1.65,4.375,7.458,3.083,5.375,
2014-01-29,1.458,5.792,8.375,2.583,4.125,
2014-01-30,1.458,6.958,10.333,3.375,2.417,
2014-01-31,2.167,6.333,9.875,3.542,8.417,
2014-02-01,1.625,3.875,5.042,1.167,7.5,
2014-02-02,1.417,4.167,5.708,1.542,5.333,
2014-02-03,1.583,6.478,9.0,2.522,7.083,
2014-02-04,1.739,7.542,11.542,4.0,5.583,
2014-02-05,1.75,6.125,9.458,3.333,3.417,
2014-02-06,1.875,7.75,12.417,4.667,1.75,
2014-02-07,2.292,7.0,10.958,3.958,8.5,
2014-02-08,2.125,3.167,3.667,0.5,8.417,
2014-02-09,2.125,6.583,11.167,4.583,3.583,
2014-02-10,2.083,6.0,8.304,2.304,5.375,
2014-02-11,2.826,5.542,6.625,1.083,22.292,
2014-02-12,3.083,8.167,10.75,2.583,18.875,
2014-02-13,2.292,7.208,10.958,3.75,6.792,
2014-02-14,2.208,6.875,10.167,3.292,5.417,
2014-02-15,2.917,4.833,5.833,1.0,14.292,
2014-02-16,1.75,5.667,8.458,2.792,4.0,
2014-02-17,2.5,10.136,16.682,6.545,6.13,
2014-02-18,2.783,7.522,10.783,3.261,4.25,
2014-02-19,1.75,5.826,8.739,2.913,1.792,
2014-02-20,1.5,4.739,7.217,2.478,2.75,
2014-02-21,1.917,6.87,9.913,3.043,2.792,
2014-02-22,1.583,3.304,4.435,1.13,1.125,
2014-02-23,3.391,7.826,10.739,2.913,22.5,
2014-02-24,2.333,7.522,11.783,4.261,23.667,
2014-02-25,2.167,6.958,10.375,3.417,19.583,
2014-02-26,2.958,11.583,19.292,7.708,15.792,
2014-02-27,2.652,7.208,10.167,2.958,12.875,
2014-02-28,2.042,4.292,6.083,1.792,11.958,
2014-03-01,2.167,4.875,5.875,1.0,6.0,
2014-03-02,2.792,6.792,9.667,2.875,15.958,
2014-03-03,3.0,11.0,16.783,5.783,13.292,
2014-03-04,2.125,4.091,5.227,1.136,9.417,
2014-03-05,2.417,6.708,9.875,3.167,12.292,
2014-03-06,2.522,6.792,9.917,3.125,10.667,
2014-03-07,2.792,9.5,13.5,4.0,12.75,
2014-03-08,2.042,3.583,3.958,0.375,11.333,
2014-03-09,2.833,11.083,17.792,6.708,9.417,
2014-03-10,2.125,6.043,9.174,3.13,8.042,
2014-03-11,2.125,4.208,5.75,1.542,6.167,
2014-03-12,2.083,4.75,5.917,1.167,8.542,
2014-03-13,2.609,5.417,7.125,1.708,11.25,
2014-03-14,2.583,6.292,9.333,3.042,11.75,
2014-03-15,2.583,5.667,6.917,1.25,9.542,
2014-03-16,2.833,9.833,15.042,5.208,12.875,
2014-03-17,2.917,9.391,13.913,4.522,17.348,
2014-03-18,2.583,9.083,12.542,3.458,17.125,
2014-03-19,2.833,7.375,9.875,2.5,4.417,
2014-03-20,2.522,6.917,9.792,2.875,10.917,
2014-03-21,2.833,6.917,10.083,3.167,17.75,
2014-03-22,2.875,4.667,5.458,0.792,19.625,
2014-03-23,2.083,6.167,9.375,3.208,8.958,
2014-03-24,2.333,7.261,11.174,3.913,7.083,
2014-03-25,2.167,4.917,7.375,2.458,4.75,
2014-03-26,2.167,5.458,7.917,2.458,8.292,
2014-03-27,2.478,8.375,11.542,3.167,10.375,
2014-03-28,2.042,6.625,8.75,2.125,9.583,
2014-03-29,2.5,7.375,9.208,1.833,14.5,
2014-03-30,3.783,9.083,11.708,2.625,30.167,
2014-03-31,2.917,8.217,11.043,2.826,25.667,
2014-04-01,2.167,5.609,10.217,4.609,9.875,
2014-04-02,2.833,9.583,15.958,6.375,13.75,
2014-04-03,2.565,9.261,15.87,6.609,6.0,
2014-04-04,2.292,5.957,10.957,5.0,5.5,
2014-04-05,2.208,5.542,11.083,5.542,6.917,
2014-04-06,2.333,3.625,6.958,3.333,6.708,
2014-04-07,2.167,6.0,10.565,4.565,9.75,
2014-04-08,3.333,8.958,13.542,4.583,21.583,
2014-04-09,3.583,9.208,14.75,5.542,24.435,
2014-04-10,3.391,9.75,14.833,5.083,21.333,
2014-04-11,2.792,7.783,12.913,5.13,14.875,
2014-04-12,2.583,5.833,9.75,3.917,13.292,
2014-04-13,2.667,5.375,8.167,2.792,14.458,
2014-04-14,2.792,8.208,12.042,3.833,16.667,
2014-04-15,2.625,8.667,12.083,3.417,18.333,
2014-04-16,3.708,12.542,16.458,3.917,28.833,
2014-04-17,4.25,9.667,12.125,2.458,51.333,
2014-04-18,3.304,8.87,12.348,3.478,28.083,
2014-04-19,2.208,4.583,7.417,2.833,11.875,
2014-04-20,2.5,4.042,6.125,2.083,9.417,
2014-04-21,3.375,14.583,23.208,8.625,7.375,
2014-04-22,3.0,10.083,15.333,5.25,11.458,
2014-04-23,3.042,8.958,15.083,6.125,12.917,
2014-04-24,2.875,7.875,12.583,4.708,13.542,
2014-04-25,2.696,10.5,14.625,4.125,13.625,
2014-04-26,2.542,8.75,11.708,2.958,16.792,
2014-04-27,2.625,5.583,8.25,2.667,19.792,
2014-04-28,2.083,6.727,9.227,2.5,11.167,
2014-04-29,2.375,7.304,9.826,2.522,12.583,
2014-04-30,2.417,9.375,13.5,4.125,3.125,
2014-05-01,2.292,7.542,10.958,3.417,5.583,
2014-05-02,2.696,6.125,8.083,1.958,12.958,
2014-05-03,2.875,4.25,5.083,0.833,21.125,
2014-05-04,2.542,4.375,5.667,1.292,14.875,
2014-05-05,2.458,4.25,5.208,0.958,11.417,
2014-05-06,2.625,4.478,6.087,1.609,12.75,
2014-05-07,2.542,8.333,11.542,3.208,14.583,
2014-05-08,2.833,8.542,11.542,3.0,13.5,
2014-05-09,2.792,8.042,11.0,2.958,11.167,
2014-05-10,2.565,6.25,8.333,2.083,13.708,
2014-05-11,2.5,3.917,5.125,1.208,10.708,
2014-05-12,2.333,7.625,10.167,2.542,7.652,
2014-05-13,2.917,5.826,7.391,1.565,13.375,
2014-05-14,2.875,9.542,11.667,2.125,15.958,
2014-05-15,2.875,9.875,12.833,2.958,13.25,
2014-05-16,2.792,6.125,8.917,2.792,12.833,
2014-05-17,2.609,6.417,10.167,3.75,2.208,
2014-05-18,2.458,3.292,4.667,1.375,1.417,
2014-05-19,2.5,7.217,10.565,3.348,4.333,
2014-05-20,2.833,12.565,16.826,4.261,15.667,
2014-05-21,2.167,8.0,11.174,3.174,10.708,
2014-05-22,2.667,10.957,15.652,4.696,11.167,
2014-05-23,2.708,10.435,16.652,6.217,5.208,
2014-05-24,2.609,5.5,7.625,2.125,9.375,
2014-05-25,3.0,4.833,5.708,0.875,20.167,
2014-05-26,3.125,11.5,16.292,4.792,14.625,
2014-05-27,2.583,7.174,9.478,2.304,15.875,
2014-05-28,2.667,7.792,10.083,2.292,25.125,
2014-05-29,3.0,8.25,10.0,1.75,35.708,
2014-05-30,3.208,10.083,12.125,2.042,37.042,
2014-05-31,3.417,9.083,10.958,1.875,38.833,
2014-06-01,3.435,5.708,6.542,0.833,27.458,
2014-06-02,3.292,10.875,13.625,2.75,27.167,
2014-06-03,3.333,9.826,12.261,2.435,32.958,
2014-06-04,3.125,9.375,11.625,2.25,29.417,
2014-06-05,3.0,9.708,13.208,3.5,23.667,
2014-06-06,2.667,7.458,11.833,4.375,11.292,
2014-06-07,2.375,6.167,9.708,3.542,7.458,
2014-06-08,1.913,3.875,5.708,1.833,8.5,
2014-06-09,2.042,6.917,10.917,4.0,9.833,
2014-06-10,2.25,5.565,8.348,2.783,11.292,
2014-06-11,2.375,5.5,9.25,3.75,12.875,
2014-06-12,2.125,6.042,9.667,3.625,3.792,
2014-06-13,1.583,5.333,8.417,3.083,2.542,
2014-06-14,2.083,3.5,5.333,1.833,11.0,
2014-06-15,2.783,3.208,4.167,0.958,25.417,
2014-06-16,2.5,6.958,9.625,2.667,17.708,
