date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,5.958,7.042,1.083,,6.25
2011-01-02,3.174,3.783,0.609,,6.375
2011-01-03,3.583,4.375,0.792,,7.625
2011-01-04,4.833,6.167,1.333,,7.458
2011-01-05,4.917,5.958,1.042,,8.792
2011-01-06,8.708,10.75,2.042,,6.167
2011-01-07,7.958,12.292,4.333,,7.542
2011-01-08,4.917,6.458,1.542,,7.333
2011-01-09,5.13,6.217,1.087,,10.458
2011-01-10,9.375,11.25,1.875,,12.333
2011-01-11,4.375,5.583,1.208,,11.25
2011-01-12,7.042,9.167,2.125,,6.833
2011-01-13,7.833,9.125,1.292,,7.958
2011-01-14,5.292,6.625,1.333,,8.042
2011-01-15,4.417,5.542,1.125,,11.25
2011-01-16,7.826,10.13,2.304,,12.304
2011-01-17,10.458,13.542,3.083,,11.542
2011-01-18,12.458,17.333,4.875,,8.75
2011-01-19,9.167,10.583,1.417,,9.208
2011-01-20,13.042,15.542,2.5,,10.917
2011-01-21,8.417,10.625,2.208,,9.917
2011-01-22,6.667,8.125,1.458,,8.333
2011-01-23,3.565,4.826,1.261,,7.0
2011-01-24,4.667,5.625,0.958,,7.708
2011-01-25,3.917,4.958,1.042,,6.5
2011-01-26,6.792,8.542,1.75,,8.75
2011-01-27,7.708,9.0,1.292,,10.25
2011-01-28,4.958,5.958,1.0,,11.708
2011-01-29,3.0,3.458,0.458,,7.833
2011-01-30,5.826,7.348,1.522,,8.043
2011-01-31,7.739,9.826,2.087,,8.208
2011-02-01,3.913,4.87,0.957,,11.833
2011-02-02,3.696,4.87,1.174,,9.042
2011-02-03,8.739,11.478,2.739,,7.833
2011-02-04,5.783,7.652,1.87,,14.125
2011-02-05,7.261,8.87,1.609,,13.458
2011-02-06,19.87,27.391,7.522,,21.25
2011-02-07,21.167,32.375,11.208,,13.5
2011-02-08,3.125,4.333,1.208,,7.208
2011-02-09,4.583,6.125,1.542,,5.708
2011-02-10,6.708,8.667,1.958,,6.25
2011-02-11,3.864,4.682,0.818,,10.591
2011-02-12,3.667,4.917,1.25,,13.0
2011-02-13,10.261,12.13,1.87,,11.833
2011-02-14,20.25,29.0,8.75,,19.292
2011-02-15,9.875,12.083,2.208,,21.75
2011-02-16,7.667,9.167,1.5,,7.542
2011-02-17,5.333,6.625,1.292,,8.542
2011-02-18,4.208,5.167,0.958,,9.167
2011-02-19,4.833,5.542,0.708,,6.917
2011-02-20,11.217,13.739,2.522,,8.391
2011-02-21,11.542,14.5,2.958,,14.542
2011-02-22,8.458,9.958,1.5,,23.458
2011-02-23,12.792,17.5,4.708,,29.273
2011-02-24,7.042,9.667,2.625,,22.692
2011-02-25,9.708,10.917,1.208,,15.542
2011-02-26,4.458,5.5,1.042,,12.458
2011-02-27,3.87,4.826,0.957,,10.542
2011-02-28,7.208,8.25,1.042,,10.958
2011-03-01,10.5,13.0,2.5,,15.708
2011-03-02,8.417,9.167,0.75,,14.167
2011-03-03,4.542,5.167,0.625,,16.417
2011-03-04,3.208,3.417,0.208,,12.708
2011-03-05,10.696,11.957,1.261,,11.667
2011-03-06,10.75,14.917,4.167,,9.25
2011-03-07,6.542,7.667,1.125,,24.75
2011-03-08,7.542,9.417,1.875,,13.708
2011-03-09,5.792,6.625,0.833,,18.917
2011-03-10,3.762,4.667,0.905,,12.0
2011-03-11,3.261,4.0,0.739,,11.083
2011-03-12,3.417,4.083,0.667,,11.042
2011-03-13,6.708,7.708,1.0,,10.542
2011-03-14,8.5,9.917,1.417,,14.375
2011-03-15,6.583,7.542,0.958,,15.478
2011-03-16,11.208,12.958,1.75,,16.458
2011-03-17,11.042,12.208,1.167,,13.75
2011-03-18,6.565,11.13,4.565,,10.773
2011-03-19,3.25,4.167,0.917,,8.042
2011-03-20,4.792,5.708,0.917,,9.208
2011-03-21,5.875,6.583,0.708,,12.833
2011-03-22,11.652,12.565,0.913,,16.087
2011-03-23,6.083,6.667,0.583,,22.25
2011-03-24,3.958,4.792,0.833,,5.083
2011-03-25,3.227,4.045,0.818,,8.87
2011-03-26,5.125,6.208,1.083,,10.783
2011-03-27,8.375,10.25,1.875,,20.417
2011-03-28,8.667,10.167,1.5,,30.958
2011-03-29,8.083,10.958,2.875,,20.292
2011-03-30,9.292,12.042,2.75,,19.125
2011-03-31,4.792,7.083,2.292,,8.917
2011-04-01,9.792,11.708,1.917,,14.792
2011-04-02,7.458,8.333,0.875,,13.125
2011-04-03,3.75,4.417,0.667,,10.0
2011-04-04,5.0,5.958,0.958,,9.583
2011-04-05,6.917,7.917,1.0,,14.875
2011-04-06,8.5,10.083,1.583,,18.875
2011-04-07,11.455,13.136,1.682,,14.692
2011-04-08,6.652,7.478,0.826,,10.538
2011-04-09,5.609,6.565,0.957,,10.833
2011-04-10,5.609,6.522,0.913,,21.667
2011-04-11,6.478,7.304,0.826,,18.375
2011-04-12,7.478,9.043,1.565,,24.042
2011-04-13,10.174,12.087,1.913,,22.542
2011-04-14,9.043,10.913,1.87,,30.833
2011-04-15,9.478,10.913,1.435,,30.083
2011-04-16,4.5,5.125,0.625,,23.583
2011-04-17,2.375,2.958,0.583,,11.958
2011-04-18,5.375,6.292,0.917,,18.833
2011-04-19,5.042,5.792,0.75,,10.783
2011-04-20,4.043,4.826,0.783,,6.261
2011-04-21,7.292,9.208,1.917,,12.833
2011-04-22,7.0,8.0,1.0,,18.792
2011-04-23,6.333,7.542,1.208,,12.875
2011-04-24,5.208,5.833,0.625,,16.583
2011-04-25,5.542,6.292,0.75,,19.958
2011-04-26,8.708,9.667,0.958,,18.625
2011-04-27,5.042,5.667,0.625,,28.792
2011-04-28,5.364,5.955,0.591,,14.167
2011-04-29,6.0,6.87,0.87,,12.042
2011-04-30,7.042,7.833,0.792,,26.583
2011-05-01,3.208,3.667,0.458,,31.292
2011-05-02,4.583,5.792,1.208,,49.167
2011-05-03,4.542,5.458,0.917,,80.875
2011-05-04,3.083,3.833,0.75,,42.875
2011-05-05,2.042,2.5,0.458,,14.0
2011-05-06,6.739,7.565,0.826,,26.083
2011-05-07,5.417,6.625,1.208,,21.208
2011-05-08,3.417,4.25,0.833,,20.958
2011-05-09,7.333,8.375,1.042,,18.542
2011-05-10,6.417,7.833,1.417,,18.042
2011-05-11,4.739,5.13,0.391,,13.696
2011-05-12,6.875,7.792,0.917,,23.917
2011-05-13,4.957,5.739,0.783,,58.75
2011-05-14,4.458,5.333,0.875,,32.792
2011-05-15,4.083,4.875,0.792,,25.25
2011-05-16,5.833,6.917,1.083,,44.542
2011-05-17,4.542,5.542,1.0,,46.125
2011-05-18,5.833,7.125,1.292,,26.167
2011-05-19,7.708,9.292,1.583,,26.292
2011-05-20,7.913,9.957,2.043,,33.042
2011-05-21,5.625,6.708,1.083,,30.417
2011-05-22,1.792,1.958,0.167,,11.125
2011-05-23,5.042,5.625,0.583,,13.375
2011-05-24,3.833,4.583,0.75,,11.783
2011-05-25,3.833,4.75,0.917,,14.917
2011-05-26,7.5,8.292,0.792,,24.542
2011-05-27,6.478,7.0,0.522,,20.75
2011-05-28,5.958,6.375,0.417,,22.917
2011-05-29,1.542,1.875,0.333,,12.417
2011-05-30,2.917,3.5,0.583,,15.625
2011-05-31,3.792,4.625,0.833,,13.625
2011-06-01,7.958,11.958,4.0,,17.042
2011-06-02,5.875,7.417,1.542,,12.833
2011-06-03,4.217,5.13,0.913,,21.583
2011-06-04,4.292,5.292,1.0,,35.917
2011-06-05,3.958,4.958,1.0,,31.917
2011-06-06,4.292,5.208,0.917,,36.792
2011-06-07,6.292,7.125,0.833,,28.6
2011-06-08,5.75,6.875,1.125,,25.571
2011-06-09,5.875,7.542,1.667,,29.667
2011-06-10,6.609,7.739,1.13,,37.458
2011-06-11,3.833,4.458,0.625,,32.708
2011-06-12,3.958,4.583,0.625,,25.125
2011-06-13,3.208,4.625,1.417,,19.958
2011-06-14,2.875,3.5,0.625,,13.333
2011-06-15,3.958,4.792,0.833,,11.333
2011-06-16,4.625,5.375,0.75,,14.792
2011-06-17,3.609,4.261,0.652,,13.875
2011-06-18,5.375,6.167,0.792,,20.583
2011-06-19,2.542,2.917,0.375,,18.458
2011-06-20,7.333,8.083,0.75,,23.042
2011-06-21,6.042,7.792,1.75,,20.125
2011-06-22,6.583,7.792,1.208,,27.333
2011-06-23,4.583,6.208,1.625,,20.833
2011-06-24,4.217,5.391,1.174,,25.292
2011-06-25,3.375,4.125,0.75,,10.292
2011-06-26,2.083,2.583,0.5,,12.208
2011-06-27,4.917,6.417,1.5,,19.75
2011-06-28,5.542,7.75,2.208,,23.304
2011-06-29,4.739,6.565,1.826,,22.25
2011-06-30,4.542,6.458,1.917,,25.042
2011-07-01,3.826,6.565,2.739,,25.042
2011-07-02,2.458,3.458,1.0,,19.0
2011-07-03,3.25,4.292,1.042,,40.25
2011-07-04,4.75,5.708,0.958,,29.417
2011-07-05,5.625,6.75,1.125,,37.375
2011-07-06,5.25,6.417,1.167,,30.75
2011-07-07,6.75,9.583,2.833,,23.583
2011-07-08,4.524,7.429,2.905,,24.0
2011-07-09,4.333,5.708,1.375,,23.875
2011-07-10,2.875,3.917,1.042,,21.583
2011-07-11,4.583,5.708,1.125,,27.792
2011-07-12,5.042,6.458,1.417,,23.125
2011-07-13,4.75,6.167,1.417,,20.583
2011-07-14,4.75,6.0,1.25,,20.375
2011-07-15,3.609,4.652,1.043,,27.958
2011-07-16,3.208,3.917,0.708,,31.0
2011-07-17,2.125,2.75,0.625,,31.042
2011-07-18,2.417,2.875,0.458,,34.708
2011-07-19,4.25,6.0,1.75,,18.375
2011-07-20,3.25,4.625,1.375,,18.875
2011-07-21,5.708,7.542,1.833,,26.167
2011-07-22,4.87,6.217,1.348,,20.333
2011-07-23,3.417,5.75,2.333,,17.583
2011-07-24,2.458,3.5,1.042,,18.833
2011-07-25,4.125,5.042,0.917,,26.625
2011-07-26,5.583,7.125,1.542,,25.792
2011-07-27,6.5,8.125,1.625,,23.042
2011-07-28,6.542,9.125,2.583,,21.208
2011-07-29,5.682,9.136,3.455,,25.652
2011-07-30,4.609,5.913,1.304,,26.5
2011-07-31,2.304,3.348,1.043,,18.083
2011-08-01,3.87,5.043,1.174,,16.0
2011-08-02,4.696,5.609,0.913,,26.125
2011-08-03,3.958,4.917,0.958,,26.458
2011-08-04,3.792,4.542,0.75,,33.0
2011-08-05,5.167,6.292,1.125,,30.958
2011-08-06,3.625,4.75,1.125,,22.5
2011-08-07,3.167,4.292,1.125,,29.333
2011-08-08,3.25,4.333,1.083,,25.208
2011-08-09,3.913,4.913,1.0,,23.792
2011-08-10,4.0,5.5,1.5,,28.708
2011-08-11,3.875,5.042,1.167,,31.0
2011-08-12,4.636,5.727,1.091,,34.174
2011-08-13,2.375,3.625,1.25,,26.083
2011-08-14,2.208,3.167,0.958,,29.083
2011-08-15,3.083,4.0,0.917,,30.958
2011-08-16,3.435,4.522,1.087,,38.875
2011-08-17,3.833,4.833,1.0,,41.208
2011-08-18,5.458,7.083,1.625,,38.042
2011-08-19,2.75,3.708,0.958,,11.333
2011-08-20,4.5,5.917,1.417,,16.0
2011-08-21,5.875,9.167,3.292,,10.625
2011-08-22,5.625,7.083,1.458,,15.167
2011-08-23,6.0,7.304,1.304,,16.208
2011-08-24,5.083,6.375,1.292,,20.417
2011-08-25,5.917,9.542,3.625,,30.1
2011-08-26,4.292,5.458,1.167,,11.923
2011-08-27,2.875,3.958,1.083,,14.125
2011-08-28,2.708,3.583,0.875,,20.042
2011-08-29,3.5,4.292,0.792,,21.625
2011-08-30,4.13,5.0,0.87,,27.417
2011-08-31,5.0,5.792,0.792,,35.042
2011-09-01,5.25,6.458,1.208,,24.783
2011-09-02,7.833,9.875,2.042,,24.917
2011-09-03,4.417,6.125,1.708,,21.125
2011-09-04,2.875,4.0,1.125,,11.25
2011-09-05,5.542,7.167,1.625,,12.167
2011-09-06,4.478,5.565,1.087,,10.917
2011-09-07,6.708,8.292,1.583,,16.333
2011-09-08,6.042,7.167,1.125,,21.375
2011-09-09,7.25,9.125,1.875,,29.5
2011-09-10,3.25,4.583,1.333,,26.875
2011-09-11,3.375,3.958,0.583,,29.708
2011-09-12,4.25,6.292,2.042,,22.708
2011-09-13,3.435,5.087,1.652,,22.583
2011-09-14,1.125,2.5,1.375,,26.375
2011-09-15,1.458,2.583,1.125,,31.667
2011-09-16,1.417,2.542,1.125,,32.125
2011-09-17,1.583,2.792,1.208,,22.5
2011-09-18,0.833,2.542,1.708,,15.542
2011-09-19,1.0,1.917,0.917,,6.167
2011-09-20,1.87,2.304,0.435,,5.125
2011-09-21,1.458,1.667,0.208,,10.542
2011-09-22,1.625,2.333,0.708,,8.958
2011-09-23,1.208,1.917,0.708,,9.917
2011-09-24,1.208,2.042,0.833,,9.25
2011-09-25,1.375,1.875,0.5,,14.917
2011-09-26,4.458,5.042,0.583,,21.25
2011-09-27,5.304,7.13,1.826,,16.458
2011-09-28,5.333,7.833,2.5,,19.292
2011-09-29,7.25,8.875,1.625,,26.125
2011-09-30,7.696,8.826,1.13,,16.727
2011-10-01,2.792,3.917,1.125,,8.625
2011-10-02,3.583,5.0,1.417,,8.75
2011-10-03,3.417,4.708,1.292,,7.783
2011-10-04,5.348,6.783,1.435,,9.208
2011-10-05,8.875,11.0,2.125,,13.583
2011-10-06,7.125,8.458,1.333,,14.292
2011-10-07,5.792,7.208,1.417,,21.708
2011-10-08,4.833,5.917,1.083,,29.917
2011-10-09,3.708,4.333,0.625,,30.167
2011-10-10,6.042,7.25,1.208,,36.708
2011-10-11,6.5,8.2,1.7,,25.292
2011-10-12,5.944,7.556,1.611,,23.167
2011-10-13,7.846,9.615,1.769,,26.542
2011-10-14,,,,,25.917
2011-10-15,,,,,17.833
2011-10-16,,,,,23.0
2011-10-17,,,,,21.625
2011-10-18,,,,,13.042
2011-10-19,,,,,11.625
2011-10-20,,,,,18.625
2011-10-21,7.7,7.9,0.2,,17.417
2011-10-22,8.708,9.542,0.833,,18.292
2011-10-23,3.917,4.542,0.625,,9.25
2011-10-24,6.174,7.609,1.435,,12.9
2011-10-25,6.261,6.783,0.522,,15.143
2011-10-26,4.792,5.5,0.708,,10.667
2011-10-27,6.458,8.042,1.583,,12.833
2011-10-28,7.792,9.292,1.5,,16.708
2011-10-29,6.167,6.75,0.583,,18.5
2011-10-30,7.417,8.25,0.833,,23.25
2011-10-31,7.583,7.917,0.333,,13.75
2011-11-01,6.652,7.826,1.174,,16.042
2011-11-02,9.0,11.0,2.0,,19.25
2011-11-03,5.708,6.75,1.042,,18.75
2011-11-04,5.958,6.833,0.875,,21.75
2011-11-05,11.417,15.542,4.125,,29.083
2011-11-06,8.083,9.292,1.208,,9.833
2011-11-07,4.571,6.048,1.476,,11.174
2011-11-08,5.0,6.609,1.609,,9.75
2011-11-09,5.87,8.087,2.217,,9.083
2011-11-10,7.826,11.261,3.435,,7.917
2011-11-11,12.13,14.87,2.739,,14.375
2011-11-12,8.261,11.391,3.13,,8.875
2011-11-13,6.435,7.957,1.522,,16.417
2011-11-14,8.087,10.217,2.13,,28.417
2011-11-15,4.348,5.391,1.043,,8.522
2011-11-16,6.75,7.792,1.042,,9.75
2011-11-17,6.542,8.0,1.458,,13.25
2011-11-18,9.083,11.917,2.833,,15.667
2011-11-19,9.917,14.375,4.458,,15.5
2011-11-20,2.833,3.417,0.583,,10.75
2011-11-21,5.227,6.136,0.909,,7.208
2011-11-22,6.75,8.708,1.958,,8.042
2011-11-23,5.5,7.833,2.333,,11.375
2011-11-24,2.708,3.625,0.917,,11.458
2011-11-25,5.042,6.25,1.208,,7.0
2011-11-26,6.0,7.792,1.792,,9.417
2011-11-27,7.458,9.792,2.333,,14.375
2011-11-28,15.435,25.565,10.13,,32.375
2011-11-29,11.5,16.25,4.75,,30.292
2011-11-30,4.583,6.083,1.5,,9.667
2011-12-01,5.708,7.833,2.125,,6.917
2011-12-02,6.458,8.708,2.25,,8.208
2011-12-03,9.25,11.708,2.458,,9.25
2011-12-04,4.625,5.625,1.0,,5.542
2011-12-05,7.522,11.652,4.13,,9.042
2011-12-06,8.833,11.833,3.0,,12.292
2011-12-07,8.417,10.833,2.417,,9.167
2011-12-08,4.75,6.208,1.458,,7.565
2011-12-09,4.458,5.5,1.042,,5.167
2011-12-10,5.083,6.375,1.292,,7.0
2011-12-11,5.625,6.458,0.833,,9.333
2011-12-12,11.0,13.13,2.13,,10.958
2011-12-13,7.458,9.25,1.792,,9.043
2011-12-14,9.917,13.542,3.625,,9.583
2011-12-15,7.833,9.25,1.417,,16.958
2011-12-16,4.0,5.083,1.083,,4.458
2011-12-17,7.708,9.333,1.625,,6.083
2011-12-18,3.625,4.458,0.833,,5.458
2011-12-19,6.81,8.524,1.714,,4.857
2011-12-20,8.167,9.708,1.542,,8.75
2011-12-21,9.333,10.792,1.458,,10.792
2011-12-22,6.333,7.208,0.875,,15.583
2011-12-23,4.167,5.292,1.125,,6.083
2011-12-24,6.125,8.0,1.875,,5.667
2011-12-25,4.0,5.208,1.208,,5.708
2011-12-26,4.348,6.913,2.565,,7.125
2011-12-27,10.25,13.0,2.75,,7.333
2011-12-28,11.25,14.125,2.875,,11.042
2011-12-29,8.542,9.792,1.25,,11.458
2011-12-30,4.542,5.583,1.042,,9.292
2011-12-31,5.375,6.458,1.083,,11.458
2012-01-01,3.25,3.75,0.5,,
2012-01-02,3.125,3.667,0.542,,
2012-01-03,2.0,2.609,0.609,,
2012-01-04,4.417,5.667,1.25,,
2012-01-05,6.708,8.875,2.167,,
2012-01-06,7.042,7.833,0.792,,
2012-01-07,9.083,10.708,1.625,,
2012-01-08,8.083,9.125,1.042,,
2012-01-09,5.25,6.208,0.958,,
2012-01-10,5.565,6.87,1.304,,
2012-01-11,7.25,8.792,1.542,,
2012-01-12,9.458,11.208,1.75,,
2012-01-13,6.833,8.042,1.208,,
2012-01-14,7.583,8.375,0.792,,
2012-01-15,9.083,10.667,1.583,,
2012-01-16,7.917,9.375,1.458,,
2012-01-17,6.652,8.304,1.652,,
2012-01-18,5.167,6.333,1.167,,
2012-01-19,11.208,14.25,3.042,,
2012-01-20,5.958,7.083,1.125,,
2012-01-21,12.333,14.333,2.0,,
2012-01-22,9.833,11.167,1.333,,
2012-01-23,10.292,13.375,3.083,,
2012-01-24,8.391,9.957,1.565,,
2012-01-25,2.167,2.958,0.792,,
2012-01-26,1.667,2.25,0.583,,
