date,NO2_mean,NOX_mean,NO_mean
2011-01-01,9.375,10.458,1.083
2011-01-02,6.542,7.542,1.0
2011-01-03,7.292,8.333,1.042
2011-01-04,7.458,8.875,1.417
2011-01-05,12.0,14.0,2.0
2011-01-06,16.261,21.435,5.174
2011-01-07,12.042,14.417,2.375
2011-01-08,9.667,11.75,2.083
2011-01-09,7.565,9.435,1.87
2011-01-10,16.333,21.0,4.667
2011-01-11,8.833,11.125,2.292
2011-01-12,13.625,16.875,3.25
2011-01-13,13.0,15.522,2.522
2011-01-14,8.583,10.833,2.25
2011-01-15,6.625,8.5,1.875
2011-01-16,10.375,12.708,2.333
2011-01-17,14.625,19.833,5.208
2011-01-18,21.375,27.792,6.417
2011-01-19,13.583,16.083,2.5
2011-01-20,17.375,21.667,4.292
2011-01-21,13.609,16.652,3.043
2011-01-22,11.167,12.917,1.75
2011-01-23,6.958,8.417,1.458
2011-01-24,7.042,8.625,1.583
2011-01-25,8.435,10.478,2.043
2011-01-26,9.696,12.13,2.435
2011-01-27,12.167,14.542,2.375
2011-01-28,7.625,8.958,1.333
2011-01-29,5.083,6.125,1.042
2011-01-30,9.087,11.261,2.174
2011-01-31,16.583,20.208,3.625
2011-02-01,8.833,11.25,2.417
2011-02-02,8.917,11.542,2.625
2011-02-03,11.792,14.75,2.958
2011-02-04,9.125,11.583,2.458
2011-02-05,14.667,17.583,2.917
2011-02-06,33.304,52.609,19.304
2011-02-07,25.25,35.542,10.292
2011-02-08,7.167,9.625,2.458
2011-02-09,9.542,12.333,2.792
2011-02-10,11.583,14.667,3.083
2011-02-11,4.75,6.292,1.542
2011-02-12,5.5,7.042,1.542
2011-02-13,15.708,18.542,2.833
2011-02-14,31.13,46.696,15.565
2011-02-15,16.5,18.708,2.208
2011-02-16,10.958,12.792,1.833
2011-02-17,10.292,12.667,2.375
2011-02-18,6.833,8.375,1.542
2011-02-19,8.292,10.042,1.75
2011-02-20,14.708,17.292,2.583
2011-02-21,20.478,33.348,12.87
2011-02-22,12.304,14.217,1.913
2011-02-23,20.333,27.958,7.625
2011-02-24,9.292,10.958,1.667
2011-02-25,12.208,13.875,1.667
2011-02-26,7.75,8.958,1.208
2011-02-27,6.542,8.125,1.583
2011-02-28,9.783,10.957,1.174
2011-03-01,13.708,16.375,2.667
2011-03-02,10.917,11.917,1.0
2011-03-03,6.833,8.0,1.167
2011-03-04,5.125,6.125,1.0
2011-03-05,16.958,19.208,2.25
2011-03-06,15.13,21.652,6.522
2011-03-07,12.875,15.125,2.25
2011-03-08,11.667,15.375,3.708
2011-03-09,8.833,10.333,1.5
2011-03-10,7.0,8.417,1.417
2011-03-11,3.667,4.708,1.042
2011-03-12,6.042,7.667,1.625
2011-03-13,10.458,12.542,2.083
2011-03-14,10.174,11.826,1.652
2011-03-15,15.9,17.85,1.95
2011-03-16,19.875,23.625,3.75
2011-03-17,20.625,24.792,4.167
2011-03-18,6.417,7.417,1.0
2011-03-19,6.458,7.792,1.333
2011-03-20,5.917,7.0,1.083
2011-03-21,11.087,12.652,1.565
2011-03-22,13.792,15.208,1.417
2011-03-23,12.333,13.75,1.417
2011-03-24,8.667,9.917,1.25
2011-03-25,5.167,6.208,1.042
2011-03-26,8.792,10.25,1.458
2011-03-27,8.625,10.042,1.417
2011-03-28,9.696,11.348,1.652
2011-03-29,13.417,15.583,2.167
2011-03-30,9.875,11.625,1.75
2011-03-31,7.458,9.458,2.0
2011-04-01,14.542,16.625,2.083
2011-04-02,10.652,12.696,2.043
2011-04-03,5.75,7.5,1.75
2011-04-04,11.042,13.375,2.333
2011-04-05,12.75,16.417,3.667
2011-04-06,16.25,19.333,3.083
2011-04-07,16.125,19.208,3.083
2011-04-08,8.208,10.375,2.167
2011-04-09,9.826,11.826,2.0
2011-04-10,6.625,8.083,1.458
2011-04-11,13.167,15.292,2.125
2011-04-12,10.25,12.542,2.292
2011-04-13,7.75,9.167,1.417
2011-04-14,12.333,14.5,2.167
2011-04-15,12.083,15.167,3.083
2011-04-16,4.913,6.13,1.217
2011-04-17,3.208,4.583,1.375
2011-04-18,5.958,7.5,1.542
2011-04-19,7.292,8.958,1.667
2011-04-20,6.417,7.917,1.5
2011-04-21,9.208,11.083,1.875
2011-04-22,10.708,12.625,1.917
2011-04-23,12.043,14.391,2.348
2011-04-24,4.083,5.125,1.042
2011-04-25,6.708,7.875,1.167
2011-04-26,16.583,19.375,2.792
2011-04-27,10.5,12.667,2.167
2011-04-28,9.292,10.667,1.375
2011-04-29,6.375,7.75,1.375
2011-04-30,11.75,16.583,4.833
2011-05-01,3.609,4.609,1.0
2011-05-02,8.958,10.5,1.542
2011-05-03,7.167,8.667,1.5
2011-05-04,3.542,4.917,1.375
2011-05-05,2.458,3.708,1.25
2011-05-06,8.75,10.417,1.667
2011-05-07,11.167,13.333,2.167
2011-05-08,3.87,5.174,1.304
2011-05-09,11.696,13.522,1.826
2011-05-10,9.042,11.292,2.25
2011-05-11,7.875,9.167,1.292
2011-05-12,11.625,14.292,2.667
2011-05-13,6.208,7.583,1.375
2011-05-14,4.958,6.25,1.292
2011-05-15,6.826,8.696,1.87
2011-05-16,8.292,10.5,2.208
2011-05-17,7.208,10.125,2.917
2011-05-18,7.542,10.667,3.125
2011-05-19,10.292,13.667,3.375
2011-05-20,12.833,16.458,3.625
2011-05-21,11.042,14.667,3.625
2011-05-22,2.478,4.0,1.522
2011-05-23,6.667,7.833,1.167
2011-05-24,9.0,10.667,1.667
2011-05-25,7.5,9.708,2.208
2011-05-26,10.125,11.542,1.417
2011-05-27,10.5,11.75,1.25
2011-05-28,8.625,9.875,1.25
2011-05-29,2.5,3.292,0.792
2011-05-30,5.957,7.13,1.174
2011-05-31,7.542,9.167,1.625
2011-06-01,13.417,15.75,2.333
2011-06-02,10.583,12.375,1.792
2011-06-03,10.042,11.667,1.625
2011-06-04,9.167,10.875,1.708
2011-06-05,5.75,6.875,1.125
2011-06-06,7.696,9.217,1.522
2011-06-07,9.833,11.917,2.083
2011-06-08,7.708,9.833,2.125
2011-06-09,10.708,13.208,2.5
2011-06-10,10.083,12.417,2.333
2011-06-11,5.75,7.917,2.167
2011-06-12,5.333,7.25,1.917
2011-06-13,6.087,7.565,1.478
2011-06-14,5.917,7.125,1.208
2011-06-15,5.292,6.708,1.417
2011-06-16,5.958,7.208,1.25
2011-06-17,6.458,7.875,1.417
2011-06-18,6.958,8.167,1.208
2011-06-19,4.083,5.25,1.167
2011-06-20,8.391,10.348,1.957
2011-06-21,8.625,13.917,5.292
2011-06-22,7.542,9.917,2.375
2011-06-23,6.792,9.708,2.917
2011-06-24,6.458,9.167,2.708
2011-06-25,6.875,9.958,3.083
2011-06-26,3.208,5.458,2.25
2011-06-27,8.667,15.083,6.417
2011-06-28,7.435,10.522,3.087
2011-06-29,8.167,11.042,2.875
2011-06-30,7.625,10.167,2.542
2011-07-01,7.917,11.333,3.417
2011-07-02,4.667,6.417,1.75
2011-07-03,5.667,7.0,1.333
2011-07-04,7.958,9.292,1.333
2011-07-05,8.826,9.87,1.043
2011-07-06,7.458,8.792,1.333
2011-07-07,10.417,12.083,1.667
2011-07-08,8.75,10.833,2.083
2011-07-09,7.917,10.25,2.333
2011-07-10,4.375,5.708,1.333
2011-07-11,7.792,9.25,1.458
2011-07-12,8.0,10.565,2.565
2011-07-13,8.273,10.273,2.0
2011-07-14,8.261,9.478,1.217
2011-07-15,7.583,8.667,1.083
2011-07-16,6.917,8.5,1.583
2011-07-17,4.458,6.417,1.958
2011-07-18,4.273,6.364,2.091
2011-07-19,6.542,9.958,3.417
2011-07-20,6.708,10.375,3.667
2011-07-21,8.478,9.13,0.652
2011-07-22,8.087,8.957,0.87
2011-07-23,5.0,7.167,2.167
2011-07-24,3.083,5.042,1.958
2011-07-25,7.167,9.25,2.083
2011-07-26,8.042,11.375,3.333
2011-07-27,8.875,11.417,2.542
2011-07-28,10.391,12.913,2.522
2011-07-29,8.0,10.708,2.708
2011-07-30,7.75,8.708,0.958
2011-07-31,3.917,4.125,0.208
2011-08-01,6.833,7.333,0.5
2011-08-02,7.208,8.375,1.167
2011-08-03,6.833,8.208,1.375
2011-08-04,8.304,9.783,1.478
2011-08-05,7.708,8.917,1.208
2011-08-06,5.875,7.542,1.667
2011-08-07,3.417,4.583,1.167
2011-08-08,6.667,7.875,1.208
2011-08-09,8.792,10.042,1.25
2011-08-10,8.25,8.875,0.625
2011-08-11,7.667,8.333,0.667
2011-08-12,8.087,9.304,1.217
2011-08-13,5.958,7.708,1.75
2011-08-14,3.333,4.833,1.5
2011-08-15,4.792,6.042,1.25
2011-08-16,3.958,5.083,1.125
2011-08-17,5.667,7.042,1.375
2011-08-18,8.957,11.348,2.391
2011-08-19,6.087,6.565,0.478
2011-08-20,8.292,9.25,0.958
2011-08-21,5.75,6.333,0.583
2011-08-22,8.875,9.5,0.625
2011-08-23,12.542,13.25,0.708
2011-08-24,10.667,11.667,1.0
2011-08-25,10.25,12.958,2.708
2011-08-26,9.043,10.87,1.826
2011-08-27,4.958,5.167,0.208
2011-08-28,5.292,5.542,0.25
2011-08-29,6.167,6.625,0.458
2011-08-30,8.0,8.75,0.75
2011-08-31,7.792,9.042,1.25
2011-09-01,8.875,10.125,1.25
2011-09-02,9.913,12.478,2.565
2011-09-03,5.667,7.208,1.542
2011-09-04,4.167,5.792,1.625
2011-09-05,8.208,9.458,1.25
2011-09-06,7.833,8.458,0.625
2011-09-07,8.125,8.708,0.583
2011-09-08,10.333,10.917,0.583
2011-09-09,12.042,13.958,1.917
2011-09-10,4.696,5.87,1.174
2011-09-11,3.542,4.458,0.917
2011-09-12,7.375,9.958,2.583
2011-09-13,8.208,10.625,2.417
2011-09-14,6.0,8.333,2.333
2011-09-15,6.375,8.5,2.125
2011-09-16,8.5,11.292,2.792
2011-09-17,6.957,9.0,2.043
2011-09-18,3.708,5.958,2.25
2011-09-19,3.083,4.125,1.042
2011-09-20,9.417,10.417,1.0
2011-09-21,5.125,5.333,0.208
2011-09-22,12.125,12.417,0.292
2011-09-23,5.25,5.583,0.333
2011-09-24,4.957,6.435,1.478
2011-09-25,5.292,6.875,1.583
2011-09-26,9.043,10.696,1.652
2011-09-27,11.087,14.522,3.435
2011-09-28,9.958,11.042,1.083
2011-09-29,10.5,11.542,1.042
2011-09-30,11.542,12.417,0.875
2011-10-01,4.792,5.167,0.375
2011-10-02,7.583,8.333,0.75
2011-10-03,6.125,6.542,0.417
2011-10-04,7.292,7.917,0.625
2011-10-05,12.696,14.957,2.261
2011-10-06,10.652,12.217,1.565
2011-10-07,11.609,13.304,1.696
2011-10-08,7.957,9.696,1.739
2011-10-09,6.542,8.333,1.792
2011-10-10,8.609,10.957,2.348
2011-10-11,11.783,13.87,2.087
2011-10-12,13.261,16.304,3.043
2011-10-13,11.261,13.652,2.391
2011-10-14,13.75,16.25,2.5
2011-10-15,12.333,14.625,2.292
2011-10-16,5.042,6.5,1.458
2011-10-17,10.083,11.75,1.667
2011-10-18,10.667,12.917,2.25
2011-10-19,11.609,13.652,2.043
2011-10-20,11.0,12.792,1.792
2011-10-21,10.458,12.458,2.0
2011-10-22,12.042,13.833,1.792
2011-10-23,7.208,8.167,0.958
2011-10-24,11.25,12.75,1.5
2011-10-25,10.333,11.375,1.042
2011-10-26,7.696,8.348,0.652
2011-10-27,15.458,22.083,6.625
2011-10-28,12.25,13.958,1.708
2011-10-29,8.75,9.542,0.792
2011-10-30,12.083,13.167,1.083
2011-10-31,12.875,13.75,0.875
2011-11-01,14.458,17.5,3.042
2011-11-02,21.957,33.478,11.522
2011-11-03,11.667,13.708,2.042
2011-11-04,9.708,11.667,1.958
2011-11-05,16.958,22.792,5.833
2011-11-06,11.917,14.083,2.167
2011-11-07,9.273,10.682,1.409
2011-11-08,9.5,11.333,1.833
2011-11-09,10.542,12.875,2.333
2011-11-10,16.208,19.917,3.708
2011-11-11,17.417,23.208,5.792
2011-11-12,11.625,14.833,3.208
2011-11-13,11.5,13.542,2.042
2011-11-14,14.083,17.0,2.917
2011-11-15,8.042,9.583,1.542
2011-11-16,8.333,9.833,1.5
2011-11-17,12.864,17.545,4.682
2011-11-18,18.125,24.542,6.417
2011-11-19,18.583,28.625,10.042
2011-11-20,4.75,6.667,1.917
2011-11-21,8.625,10.542,1.917
2011-11-22,12.458,15.333,2.875
2011-11-23,6.792,8.375,1.583
2011-11-24,5.0,6.5,1.5
2011-12-01,11.182,12.682,1.5
2011-12-02,11.417,13.625,2.208
2011-12-03,16.833,25.083,8.25
2011-12-04,6.708,7.75,1.042
2011-12-05,13.667,15.125,1.458
2011-12-06,17.182,24.409,7.227
2011-12-07,12.826,14.957,2.13
2011-12-08,11.217,13.0,1.783
2011-12-09,11.348,13.043,1.696
2011-12-10,8.958,9.833,0.875
2011-12-11,7.913,8.87,0.957
2011-12-12,15.435,17.913,2.478
2011-12-13,12.261,14.739,2.478
2011-12-14,18.292,23.5,5.208
2011-12-15,14.348,17.13,2.783
2011-12-16,10.292,12.958,2.667
2011-12-17,13.25,16.25,3.0
2011-12-18,7.167,8.667,1.5
2011-12-19,13.292,16.25,2.958
2011-12-20,10.167,12.125,1.958
2011-12-21,11.167,12.75,1.583
2011-12-22,11.375,13.167,1.792
2011-12-23,7.13,9.043,1.913
2011-12-24,9.25,11.708,2.458
2011-12-25,7.167,8.792,1.625
2011-12-26,8.125,10.583,2.458
2011-12-27,15.583,18.792,3.208
2011-12-28,13.542,16.292,2.75
2011-12-29,13.167,15.167,2.0
2011-12-30,8.348,9.696,1.348
2011-12-31,8.667,10.042,1.375
2012-01-01,3.833,4.0,0.167
2012-01-02,3.652,3.913,0.261
2012-01-03,2.917,3.375,0.458
2012-01-04,6.417,7.167,0.75
2012-01-05,13.042,14.583,1.542
2012-01-06,7.625,8.167,0.542
2012-01-07,12.875,14.125,1.25
2012-01-08,11.083,12.333,1.25
2012-01-09,8.0,9.304,1.304
2012-01-10,9.417,10.375,0.958
2012-01-11,10.167,11.292,1.125
2012-01-12,11.0,12.333,1.333
2012-01-13,6.294,6.824,0.529
2012-01-14,10.708,11.375,0.667
2012-01-15,12.25,13.5,1.25
2012-01-16,10.826,12.304,1.478
2012-01-17,10.208,11.125,0.917
2012-01-18,10.958,13.042,2.083
2012-01-19,12.458,13.583,1.125
2012-01-20,9.875,10.292,0.417
2012-01-21,15.375,19.75,4.375
2012-01-22,16.667,19.125,2.458
2012-01-23,20.0,27.043,7.043
2012-01-24,12.125,14.167,2.042
2012-01-25,5.5,6.667,1.167
2012-01-26,4.542,5.417,0.875
2012-01-27,10.083,11.083,1.0
