date,CH4_mean,NMHC_mean,SPM_mean,THC_mean
2014-09-04,185.75,7.792,,193.542
2014-09-05,186.429,7.333,,193.762
2014-09-06,191.292,10.333,,201.625
2014-09-07,188.75,9.833,,198.583
2014-09-08,189.167,9.542,,198.708
2014-09-09,189.625,9.792,,199.417
2014-09-10,189.958,9.375,,199.333
2014-09-11,189.083,9.625,,198.708
2014-09-12,189.043,9.304,,198.348
2014-09-13,188.208,9.5,,197.708
2014-09-14,186.375,9.333,,195.708
2014-09-15,185.208,9.792,,195.0
2014-09-16,186.0,9.125,,195.125
2014-09-17,188.333,8.792,,197.125
2014-09-18,189.792,9.125,,198.917
2014-09-19,188.174,10.783,,198.957
2014-09-20,189.0,12.208,,201.208
2014-09-21,186.292,10.75,,197.042
2014-09-22,185.375,9.917,,195.292
2014-09-23,185.292,10.792,,196.083
2014-09-24,185.042,12.792,,197.833
2014-09-25,184.417,10.875,,195.292
2014-09-26,185.609,11.043,,196.652
2014-09-27,183.75,11.792,,195.542
2014-09-28,182.75,11.375,,194.125
2014-09-29,183.375,11.042,,194.417
2014-09-30,184.167,11.125,,195.292
2014-10-01,182.292,10.0,,192.292
2014-10-02,185.773,10.727,,196.5
2014-10-03,187.652,10.478,,198.13
2014-10-04,189.042,8.375,,197.417
2014-10-05,188.208,7.542,,195.75
2014-10-06,187.75,7.208,,194.958
2014-10-07,187.792,7.5,,195.292
2014-10-08,187.583,8.083,,195.667
2014-10-09,187.208,8.708,,195.917
2014-10-10,187.708,9.792,,197.5
2014-10-11,186.167,7.792,,193.958
2014-10-12,186.375,8.417,,194.792
2014-10-13,186.542,8.167,,194.708
2014-10-14,187.833,7.292,,195.125
2014-10-15,188.542,8.167,,196.708
2014-10-16,187.542,9.208,,196.75
2014-10-17,189.958,7.625,,197.583
2014-10-18,191.957,9.522,,201.478
2014-10-19,186.167,6.208,,192.375
2014-10-20,185.875,6.667,,192.542
2014-10-21,184.042,7.833,,191.875
2014-10-22,184.792,5.625,,190.417
2014-10-23,185.125,5.958,,191.083
2014-10-24,186.217,7.261,,193.478
2014-10-25,188.042,8.083,,196.125
2014-10-26,184.833,8.042,,192.875
2014-10-27,188.375,5.542,,193.917
2014-10-28,189.542,5.083,,194.625
2014-10-29,188.792,5.75,,194.542
2014-10-30,187.333,6.75,,194.083
2014-10-31,187.875,9.458,,197.333
2014-11-01,183.25,6.875,,190.125
2014-11-02,184.583,7.042,,191.625
2014-11-03,187.208,5.5,,192.708
2014-11-04,187.042,6.417,,193.458
2014-11-05,188.545,6.818,,195.364
2014-11-06,192.625,10.042,,202.667
2014-11-07,193.333,7.458,,200.792
2014-11-08,195.5,8.5,,204.0
2014-11-09,193.792,8.917,,202.708
2014-11-10,191.167,7.292,,198.458
2014-11-11,192.208,7.875,,200.083
2014-11-12,193.208,9.208,,202.417
2014-11-13,194.042,6.833,,200.875
2014-11-14,196.5,6.625,,203.125
2014-11-15,197.583,6.5,,204.083
2014-11-16,197.25,6.708,,203.958
2014-11-17,196.958,7.0,,203.958
2014-11-18,198.042,6.542,,204.583
2014-11-19,197.583,7.625,,205.208
2014-11-20,196.708,7.5,,204.208
2014-11-21,194.292,8.375,,202.667
2014-11-22,192.833,9.25,,202.083
2014-11-23,194.542,7.375,,201.917
2014-11-24,196.042,8.0,,204.042
2014-11-25,194.583,6.708,,201.292
2014-11-26,195.583,8.583,,204.167
2014-11-27,193.667,7.25,,200.917
2014-11-28,192.875,10.125,,203.0
2014-11-29,189.875,8.25,,198.125
2014-11-30,192.042,7.792,,199.833
2014-12-01,192.833,8.583,,201.417
2014-12-02,194.458,6.792,,201.25
2014-12-03,194.708,7.292,,202.0
2014-12-04,196.583,7.625,,204.208
2014-12-05,197.739,6.087,,203.826
2014-12-06,198.292,6.417,,204.708
2014-12-07,198.917,5.917,,204.833
2014-12-08,198.913,6.435,,205.348
2014-12-09,198.542,6.5,,205.042
2014-12-10,198.292,7.542,,205.833
2014-12-11,198.25,7.958,,206.208
2014-12-12,198.583,6.333,,204.917
2014-12-13,198.292,5.875,,204.167
2014-12-14,199.875,5.667,,205.542
2014-12-15,200.417,5.958,,206.375
2014-12-16,197.292,7.625,,204.917
2014-12-17,198.4,6.45,,204.85
2014-12-18,198.542,6.125,,204.667
2014-12-19,197.625,7.167,,204.792
2014-12-20,196.458,8.25,,204.708
2014-12-21,196.958,6.333,,203.292
2014-12-22,197.417,6.542,,203.958
2014-12-23,196.458,6.5,,202.958
2014-12-24,195.708,8.458,,204.167
2014-12-25,197.542,6.5,,204.042
2014-12-26,198.524,6.619,,205.143
2014-12-27,194.292,6.375,,200.667
2014-12-28,192.5,6.708,,199.208
2014-12-29,190.5,7.818,,198.318
2014-12-30,192.708,7.458,,200.167
2014-12-31,189.833,5.917,,195.75
2015-01-01,193.375,4.083,7.833,197.458
2015-01-02,193.083,4.625,16.25,197.708
2015-01-03,192.292,5.0,21.25,197.292
2015-01-04,193.583,5.5,29.417,199.083
2015-01-05,192.0,5.125,15.542,197.125
2015-01-06,191.333,4.958,11.125,196.292
2015-01-07,191.083,4.083,8.667,195.167
2015-01-08,190.75,4.958,8.917,195.708
2015-01-09,190.958,4.167,5.375,195.125
2015-01-10,190.0,3.917,9.333,193.917
2015-01-11,191.292,3.792,9.5,195.083
2015-01-12,191.167,4.208,7.292,195.375
2015-01-13,191.625,5.125,9.833,196.75
2015-01-14,191.125,4.875,7.667,196.0
2015-01-15,191.917,4.667,7.333,196.583
2015-01-16,191.833,4.417,9.833,196.25
2015-01-17,192.125,4.167,9.0,196.292
2015-01-18,189.208,5.875,9.917,195.083
2015-01-19,190.667,6.25,16.5,196.917
2015-01-20,192.458,5.125,9.958,197.583
2015-01-21,191.5,5.444,11.125,196.944
2015-01-22,189.833,5.458,8.042,195.292
2015-01-23,189.042,5.292,5.6,194.333
2015-01-24,188.333,5.292,6.333,193.625
2015-01-25,190.0,5.708,7.417,195.708
2015-01-26,190.458,6.625,11.125,197.083
2015-01-27,190.417,6.958,20.0,197.375
2015-01-28,191.667,7.167,22.625,198.833
2015-01-29,190.5,5.375,8.167,195.875
2015-01-30,190.292,5.833,9.0,196.125
2015-01-31,191.292,5.875,12.292,197.167
2015-02-01,190.75,5.125,10.0,195.875
2015-02-02,190.708,5.333,10.583,196.042
2015-02-03,190.087,5.739,11.5,195.826
2015-02-04,190.375,6.917,17.5,197.292
2015-02-05,189.0,5.5,15.917,194.5
2015-02-06,189.458,5.375,11.292,194.833
2015-02-07,191.917,5.417,7.083,197.333
2015-02-08,192.25,6.5,11.5,198.75
2015-02-09,191.292,6.417,19.875,197.708
2015-02-10,192.792,5.417,15.208,198.208
2015-02-11,193.083,5.5,12.625,198.583
2015-02-12,192.0,8.458,27.125,200.458
2015-02-13,188.167,8.667,13.458,196.833
2015-02-14,188.667,6.542,9.5,195.208
2015-02-15,190.625,5.667,8.917,196.292
2015-02-16,189.583,6.792,10.375,196.375
2015-02-17,191.917,6.458,13.083,198.375
2015-02-18,191.25,6.042,11.292,197.292
2015-02-19,191.286,8.286,22.261,199.571
2015-02-20,191.5,9.833,21.542,201.333
2015-02-21,190.542,6.625,10.708,197.167
2015-02-22,193.125,6.708,8.565,199.833
2015-02-23,193.333,8.792,21.5,202.125
2015-02-24,192.792,5.458,9.333,198.25
2015-02-25,192.625,6.083,8.25,198.708
2015-02-26,192.75,6.708,14.833,199.458
2015-02-27,193.75,6.917,22.458,200.667
2015-02-28,192.417,7.042,12.667,199.458
2015-03-01,191.792,5.792,9.083,197.583
2015-03-02,192.833,6.625,13.25,199.458
2015-03-03,195.0,8.917,40.583,203.917
2015-03-04,197.292,9.75,42.333,207.042
2015-03-05,195.667,8.25,31.25,203.917
2015-03-06,192.5,8.542,23.5,201.042
2015-03-07,190.417,7.333,16.333,197.75
2015-03-08,191.75,8.125,29.958,199.875
2015-03-09,192.583,5.75,14.375,198.333
2015-03-10,193.583,6.0,12.292,199.583
2015-03-11,193.25,6.583,12.75,199.833
2015-03-12,193.583,5.833,8.625,199.417
2015-03-13,193.167,7.042,8.292,200.208
2015-03-14,190.875,5.875,9.292,196.75
2015-03-15,193.458,5.958,16.833,199.417
2015-03-16,192.792,8.458,25.375,201.25
2015-03-17,191.083,7.958,16.542,199.042
2015-03-18,191.542,10.833,27.25,202.375
2015-03-19,188.625,6.917,15.417,195.542
2015-03-20,192.875,6.5,17.833,199.375
2015-03-21,191.708,5.667,8.167,197.375
2015-03-22,191.583,7.667,19.261,199.25
2015-03-23,191.375,6.458,11.708,197.833
2015-03-24,191.708,6.375,16.083,198.083
2015-03-25,191.333,5.583,8.125,196.917
2015-03-26,192.458,6.75,14.375,199.208
2015-03-27,191.25,6.375,9.292,197.625
2015-03-28,190.75,5.792,9.625,196.542
2015-03-29,192.7,7.7,33.167,200.4
2015-03-30,194.125,9.667,48.917,203.792
2015-03-31,193.167,8.417,30.833,201.583
2015-04-01,191.875,6.083,35.417,197.958
2015-04-02,189.667,4.125,12.917,193.792
2015-04-03,188.875,6.0,20.542,194.875
2015-04-04,189.0,3.542,12.125,192.542
2015-04-05,188.5,4.5,7.0,193.0
2015-04-06,189.333,3.667,10.917,193.0
2015-04-07,191.167,3.0,16.75,194.167
2015-04-08,191.333,2.292,11.708,193.625
2015-04-09,191.458,3.375,9.458,194.833
2015-04-10,191.792,4.625,14.208,196.417
2015-04-11,190.542,4.25,13.75,194.792
2015-04-12,190.708,3.167,13.792,193.875
2015-04-13,189.958,3.833,19.083,193.792
2015-04-14,186.917,5.25,8.875,192.167
2015-04-15,188.958,5.208,19.083,194.167
2015-04-16,192.667,7.583,48.5,200.25
2015-04-17,190.333,5.458,35.708,195.792
2015-04-18,190.167,4.375,26.833,194.542
2015-04-19,189.917,5.958,18.833,195.875
2015-04-20,186.917,5.583,26.958,192.5
2015-04-21,188.792,3.75,9.792,192.542
2015-04-22,189.542,5.833,23.625,195.375
2015-04-23,189.818,5.682,21.917,195.5
2015-04-24,192.083,7.208,34.625,199.292
2015-04-25,192.792,6.042,29.583,198.833
2015-04-26,193.167,7.042,23.5,200.208
2015-04-27,192.292,7.833,24.435,200.125
2015-04-28,192.917,9.167,36.667,202.083
2015-04-29,190.333,7.833,33.542,198.167
2015-04-30,188.25,7.75,25.333,196.0
2015-05-01,187.625,7.292,25.583,194.917
2015-05-02,187.542,7.708,27.0,195.25
2015-05-03,187.25,8.583,22.167,195.833
2015-05-04,185.542,8.542,15.875,194.083
2015-05-05,188.625,5.5,11.667,194.125
2015-05-06,189.917,6.667,16.833,196.583
2015-05-07,190.304,6.696,18.25,197.0
2015-05-08,189.0,6.333,23.625,195.333
2015-05-09,189.917,6.5,25.625,196.417
2015-05-10,191.375,5.25,19.083,196.625
2015-05-11,191.0,5.417,11.167,196.417
2015-05-12,187.708,6.625,15.208,194.333
2015-05-13,190.292,8.0,37.083,198.292
2015-05-14,190.292,9.792,36.75,200.083
2015-05-15,187.458,10.667,38.542,198.125
2015-05-16,188.542,5.792,26.083,194.333
2015-05-17,190.167,6.083,22.25,196.25
2015-05-18,189.167,7.25,22.375,196.417
2015-05-19,186.625,6.417,14.833,193.042
2015-05-20,188.5,6.542,22.75,195.042
2015-05-21,189.682,7.909,21.833,197.591
2015-05-22,192.5,10.333,31.042,202.833
2015-05-23,192.083,10.083,29.5,202.167
2015-05-24,191.458,9.75,24.792,201.208
2015-05-25,189.042,8.083,25.833,197.125
2015-05-26,190.0,9.458,34.304,199.458
2015-05-27,192.292,10.375,40.875,202.667
2015-05-28,192.417,10.375,38.792,202.792
2015-05-29,190.667,9.958,35.042,200.625
2015-05-30,190.958,9.5,39.625,200.458
2015-05-31,186.208,7.583,20.125,193.792
2015-06-01,188.958,8.667,15.043,197.625
2015-06-02,190.583,10.5,30.167,201.083
2015-06-03,190.708,8.208,29.917,198.917
2015-06-04,191.375,6.708,8.208,198.083
2015-06-05,191.917,7.542,12.333,199.458
2015-06-06,189.292,6.583,9.458,195.875
2015-06-07,189.417,7.0,11.208,196.417
2015-06-08,191.042,8.875,13.375,199.917
2015-06-09,188.458,7.708,11.792,196.167
2015-06-10,189.083,8.708,10.0,197.792
2015-06-11,191.208,8.333,17.333,199.542
2015-06-12,193.417,9.875,45.625,203.292
2015-06-13,199.583,9.792,48.375,209.375
2015-06-14,198.792,10.375,47.833,209.167
2015-06-15,196.375,9.042,41.125,205.417
2015-06-16,190.875,8.042,29.125,198.917
2015-06-17,189.667,7.917,27.125,197.583
2015-06-18,192.0,9.375,22.125,201.375
2015-06-19,193.5,8.667,26.167,202.167
2015-06-20,192.458,8.708,23.458,201.167
2015-06-21,189.875,7.292,15.125,197.167
2015-06-22,188.417,7.708,14.167,196.125
2015-06-23,188.333,8.125,16.958,196.458
2015-06-24,188.125,7.75,16.458,195.875
2015-06-25,188.0,8.167,16.833,196.167
2015-06-26,190.458,8.292,23.545,198.75
2015-06-27,187.667,6.095,12.8,193.762
2015-06-28,188.458,4.917,9.417,193.375
2015-06-29,189.5,6.75,7.458,196.25
2015-06-30,190.667,8.708,15.542,199.375
2015-07-01,189.042,7.458,15.875,196.5
2015-07-02,194.542,9.375,30.583,203.917
2015-07-03,194.125,8.583,30.042,202.708
2015-07-04,195.208,7.542,30.292,202.75
2015-07-05,195.0,7.333,23.458,202.333
2015-07-06,191.583,6.75,14.913,198.333
2015-07-07,191.583,7.458,13.542,199.042
2015-07-08,191.625,6.375,12.917,198.0
2015-07-09,190.792,6.583,11.25,197.375
2015-07-10,189.5,7.292,11.25,196.792
2015-07-11,191.917,9.042,18.417,200.958
2015-07-12,195.042,11.583,22.333,206.625
2015-07-13,190.375,12.375,26.792,202.75
2015-07-14,186.583,8.625,25.042,195.208
2015-07-15,190.333,9.542,42.958,199.875
2015-07-16,187.818,4.727,35.75,192.545
2015-07-17,183.087,5.957,27.667,189.043
2015-07-18,185.25,7.042,16.958,192.292
2015-07-19,188.625,7.667,16.375,196.292
2015-07-20,184.375,9.875,19.125,194.25
2015-07-21,182.083,10.583,22.0,192.667
2015-07-22,180.708,9.625,16.042,190.333
2015-07-23,181.042,9.042,19.708,190.083
2015-07-24,181.417,10.458,22.833,191.875
2015-07-25,182.542,10.75,24.083,193.292
2015-07-26,182.5,10.667,19.5,193.167
2015-07-27,181.167,11.0,21.625,192.167
2015-07-28,181.333,8.25,35.25,189.583
2015-07-29,187.25,9.458,52.792,196.708
2015-07-30,185.375,8.5,73.458,193.875
2015-07-31,184.75,9.667,55.583,194.417
2015-08-01,189.042,10.583,66.792,199.625
2015-08-02,187.917,10.792,60.167,198.708
2015-08-03,186.083,10.5,43.958,196.583
2015-08-04,184.435,9.348,51.348,193.783
2015-08-05,185.458,10.333,57.792,195.792
2015-08-06,184.292,8.917,53.667,193.208
2015-08-07,181.25,6.958,40.417,188.208
2015-08-08,186.083,6.917,22.292,193.0
2015-08-09,187.708,7.083,27.208,194.792
2015-08-10,187.167,7.417,25.375,194.583
2015-08-11,186.667,6.667,18.217,193.333
2015-08-12,184.875,7.333,21.125,192.208
2015-08-13,183.0,6.292,15.583,189.292
2015-08-14,183.875,6.083,17.375,189.958
2015-08-15,185.333,6.417,19.458,191.75
2015-08-16,185.208,6.542,18.167,191.75
2015-08-17,185.708,7.167,21.958,192.875
2015-08-18,186.0,6.417,15.417,192.417
2015-08-19,185.19,4.857,17.0,190.048
2015-08-20,185.75,4.292,17.667,190.042
2015-08-21,184.458,5.0,16.458,189.458
2015-08-22,183.0,5.125,14.208,188.125
2015-08-23,184.667,5.542,10.75,190.208
2015-08-24,184.375,5.208,9.958,189.583
2015-08-25,185.292,5.792,15.708,191.083
2015-08-26,183.792,5.958,19.875,189.75
2015-08-27,184.708,5.208,13.958,189.917
2015-08-28,185.957,5.913,14.217,191.87
2015-08-29,187.542,6.375,13.625,193.917
2015-08-30,187.0,6.292,11.625,193.292
2015-08-31,186.542,6.667,8.583,193.208
2015-09-01,183.375,6.5,7.833,189.875
2015-09-02,186.25,8.083,26.708,194.333
2015-09-03,187.125,7.667,16.542,194.792
2015-09-04,189.333,7.875,20.5,197.208
2015-09-05,190.833,7.0,15.75,197.833
2015-09-06,188.5,6.042,12.417,194.542
2015-09-07,187.958,5.958,14.833,193.917
2015-09-08,188.167,5.75,10.0,193.917
2015-09-09,186.042,7.958,16.5,194.0
2015-09-10,186.167,7.5,20.25,193.667
2015-09-11,189.238,5.095,15.208,194.333
2015-09-12,191.667,5.167,17.125,196.833
2015-09-13,190.917,4.958,11.958,195.875
2015-09-14,192.375,4.542,7.652,196.917
2015-09-15,192.417,4.458,9.542,196.875
2015-09-16,192.042,4.708,11.458,196.75
2015-09-17,192.917,5.333,19.958,198.25
2015-09-18,189.917,7.417,23.333,197.333
2015-09-19,189.125,4.625,10.625,193.75
2015-09-20,187.875,4.417,10.917,192.292
2015-09-21,186.583,4.042,8.375,190.625
2015-09-22,188.292,4.5,9.542,192.792
2015-09-23,190.625,5.375,19.0,196.0
2015-09-24,190.208,5.5,18.542,195.708
2015-09-25,188.625,4.667,10.5,193.292
2015-09-26,188.958,5.0,12.708,193.958
2015-09-27,187.083,4.333,13.667,191.417
2015-09-28,190.375,4.208,16.708,194.583
2015-09-29,194.208,4.542,10.417,198.75
2015-09-30,192.625,4.667,14.25,197.292
2015-10-01,189.875,5.583,14.375,195.458
2015-10-02,188.917,4.292,16.667,193.208
2015-10-03,191.708,5.083,20.25,196.792
2015-10-04,192.25,3.875,13.375,196.125
2015-10-05,192.625,3.958,10.417,196.583
2015-10-06,190.875,3.5,8.5,194.375
2015-10-07,190.0,3.875,8.583,193.875
2015-10-08,189.273,4.0,17.348,193.273
2015-10-09,192.25,6.125,36.042,198.375
2015-10-10,192.0,4.875,24.375,196.875
2015-10-11,192.333,4.292,22.333,196.625
2015-10-12,193.5,3.792,11.833,197.292
2015-10-13,192.292,3.458,11.125,195.75
2015-10-14,192.792,3.958,13.0,196.75
2015-10-15,193.25,3.625,12.217,196.875
2015-10-16,191.083,3.542,7.417,194.625
2015-10-17,190.292,3.667,10.292,193.958
2015-10-18,191.625,4.667,20.0,196.292
2015-10-19,192.333,4.667,24.958,197.0
2015-10-20,192.917,4.667,26.417,197.583
2015-10-21,191.875,3.708,15.417,195.583
2015-10-22,193.167,6.042,18.583,199.208
2015-10-23,191.75,4.0,9.292,195.75
2015-10-24,194.917,5.917,35.417,200.833
2015-10-25,192.583,3.333,13.208,195.917
2015-10-26,192.708,3.917,13.208,196.625
2015-10-27,191.25,7.292,33.458,198.542
2015-10-28,191.5,5.0,17.792,196.5
2015-10-29,192.667,3.833,12.042,196.5
2015-10-30,194.083,3.875,15.75,197.958
2015-10-31,195.083,4.125,9.5,199.208
2015-11-01,194.875,3.583,12.0,198.458
2015-11-02,192.792,4.333,13.917,197.125
2015-11-03,192.167,3.583,12.583,195.75
2015-11-04,193.625,5.208,28.083,198.833
2015-11-05,193.542,7.333,31.083,200.875
2015-11-06,192.458,6.5,32.75,198.958
2015-11-07,193.0,3.875,24.958,196.875
2015-11-08,190.208,4.917,14.833,195.125
2015-11-09,189.708,4.25,8.25,193.958
2015-11-10,192.042,4.083,5.667,196.125
2015-11-11,194.417,4.25,9.167,198.667
2015-11-12,192.591,3.818,8.958,196.409
2015-11-13,189.5,3.667,9.333,193.167
2015-11-14,187.292,5.375,13.167,192.667
2015-11-15,187.25,4.292,8.708,191.542
2015-11-16,186.583,3.833,7.833,190.417
2015-11-17,189.208,7.417,30.522,196.625
2015-11-18,188.958,3.208,10.875,192.167
2015-11-19,188.083,3.125,7.542,191.208
2015-11-20,189.083,4.417,10.875,193.5
2015-11-21,192.583,4.208,10.958,196.792
2015-11-22,192.0,3.958,12.667,195.958
2015-11-23,191.25,3.833,15.458,195.083
2015-11-24,192.458,4.083,13.542,196.542
2015-11-25,188.708,2.333,5.583,191.042
2015-11-26,189.75,4.708,13.667,194.458
2015-11-27,189.833,3.833,17.042,193.667
2015-11-28,190.708,3.708,10.708,194.417
2015-11-29,191.917,2.958,9.875,194.875
2015-11-30,191.375,3.917,13.958,195.292
2015-12-01,192.739,3.391,14.917,196.13
2015-12-02,191.417,5.167,20.292,196.583
2015-12-03,190.292,4.75,19.625,195.042
2015-12-04,190.292,3.958,18.458,194.25
2015-12-05,188.458,3.292,12.458,191.75
2015-12-06,191.708,2.792,10.292,194.5
2015-12-07,191.75,2.958,7.75,194.708
2015-12-08,192.333,3.75,11.625,196.083
2015-12-09,191.917,4.0,14.083,195.917
2015-12-10,192.125,8.667,30.333,200.792
2015-12-11,188.208,3.583,14.542,191.792
2015-12-12,191.375,3.833,14.0,195.208
2015-12-13,190.958,4.0,10.833,194.958
2015-12-14,188.917,3.125,9.792,192.042
2015-12-15,191.333,7.667,23.708,199.0
2015-12-16,191.375,4.5,13.5,195.875
2015-12-17,192.625,3.208,7.5,195.833
2015-12-18,192.208,2.917,8.708,195.125
2015-12-19,194.125,3.042,10.167,197.167
2015-12-20,192.5,3.083,9.0,195.583
2015-12-21,189.333,4.25,13.083,193.583
2015-12-22,191.792,4.25,19.087,196.042
2015-12-23,191.25,5.292,19.917,196.542
2015-12-24,188.958,4.708,13.083,193.667
2015-12-25,192.167,3.417,13.5,195.583
2015-12-26,193.542,3.708,15.75,197.25
2015-12-27,192.708,2.875,10.667,195.583
2015-12-28,192.238,3.905,9.25,196.143
2015-12-29,192.333,5.042,11.375,197.375
2015-12-30,192.417,4.583,8.625,197.0
2015-12-31,192.625,4.417,5.542,197.042
2016-01-01,198.208,4.458,,202.667
2016-01-02,197.5,4.75,,202.25
2016-01-03,202.417,5.75,,208.167
2016-01-04,199.75,4.75,,204.5
2016-01-05,200.583,4.167,,204.75
2016-01-06,198.708,3.708,,202.417
2016-01-07,198.417,5.208,,203.625
2016-01-08,196.333,4.667,,201.0
2016-01-09,194.417,4.292,,198.708
2016-01-10,197.913,5.13,,203.043
2016-01-11,198.0,4.625,,202.625
2016-01-12,196.792,4.625,,201.417
2016-01-13,195.5,3.625,,199.125
2016-01-14,198.042,4.125,,202.167
2016-01-15,199.042,4.25,,203.292
2016-01-16,198.25,4.875,,203.125
2016-01-17,198.792,4.833,,203.625
2016-01-18,198.375,4.958,,203.333
2016-01-19,200.5,4.75,,205.25
2016-01-20,199.042,6.208,,205.25
2016-01-21,197.25,3.875,,201.125
2016-01-22,198.417,4.708,,203.125
2016-01-23,198.375,3.458,,201.833
2016-01-24,198.708,4.167,,202.875
2016-01-25,198.542,5.083,,203.625
2016-01-26,198.0,4.895,,202.895
2016-01-27,197.792,5.667,,203.458
2016-01-28,199.042,5.375,,204.417
2016-01-29,197.292,5.875,,203.167
2016-01-30,196.0,4.958,,200.958
2016-01-31,198.45,4.05,,202.5
2016-02-01,198.042,5.083,,203.125
2016-02-02,198.375,4.625,,203.0
2016-02-03,197.125,4.167,,201.292
2016-02-04,196.625,4.792,,201.417
2016-02-05,196.292,5.75,,202.042
2016-02-06,197.333,4.667,,202.0
2016-02-07,198.625,3.833,,202.458
2016-02-08,197.792,4.542,,202.333
2016-02-09,195.81,5.571,,201.381
2016-02-10,196.542,3.958,,200.5
2016-02-11,197.792,4.458,,202.25
2016-02-12,198.917,4.5,,203.417
2016-02-13,199.667,4.458,,204.125
2016-02-14,199.583,5.083,,204.667
2016-02-15,199.375,4.792,,204.167
2016-02-16,199.375,7.208,,206.583
2016-02-17,196.917,6.333,,203.25
2016-02-18,198.0,4.542,,202.542
2016-02-19,198.042,4.292,,202.333
2016-02-20,196.75,5.292,,202.042
2016-02-21,199.042,4.042,,203.083
2016-02-22,198.042,4.625,,202.667
2016-02-23,196.75,6.0,,202.75
2016-02-24,198.0,4.042,,202.042
2016-02-25,198.917,5.042,,203.958
2016-02-26,200.0,4.542,,204.542
2016-02-27,199.208,3.875,,203.083
2016-02-28,195.545,3.864,,199.409
2016-03-01,192.875,5.542,,198.417
2016-03-02,190.5,5.917,,196.417
2016-03-03,192.292,4.042,,196.333
2016-03-04,194.167,5.708,,199.875
2016-03-05,193.25,5.333,,198.583
2016-03-06,192.208,6.042,,198.25
2016-03-07,193.565,4.696,,198.261
2016-03-08,192.625,5.667,,198.292
2016-03-09,191.75,5.083,,196.833
2016-03-10,192.75,5.042,,197.792
2016-03-11,195.625,4.917,,200.542
2016-03-12,194.167,4.375,,198.542
2016-03-13,193.042,5.667,,198.708
2016-03-14,193.625,5.458,,199.083
2016-03-15,191.625,4.333,,195.958
2016-03-16,192.0,4.458,,196.458
2016-03-17,192.75,5.083,,197.833
2016-03-18,192.125,4.958,,197.083
2016-03-19,193.75,5.167,,198.917
2016-03-20,194.125,5.625,,199.75
2016-03-21,190.833,5.208,,196.042
2016-03-22,192.208,4.292,,196.5
2016-03-23,191.75,4.917,,196.667
2016-03-24,193.208,4.167,,197.375
2016-03-25,193.417,4.833,,198.25
2016-03-26,191.292,4.0,,195.292
2016-03-27,190.708,4.083,,194.792
2016-03-28,193.167,5.583,,198.75
2016-03-29,193.545,5.0,,198.545
2016-04-01,191.667,7.625,,199.292
2016-04-02,191.958,9.333,,201.292
2016-04-03,189.917,9.083,,199.0
2016-04-04,188.25,6.542,,194.792
2016-04-05,189.792,7.0,,196.792
2016-04-06,190.25,8.167,,198.417
2016-04-07,188.583,8.375,,196.958
2016-04-08,188.958,8.542,,197.5
2016-04-09,190.833,8.958,,199.792
2016-04-10,190.292,7.917,,198.208
2016-04-11,192.417,6.625,,199.042
2016-04-12,192.917,7.292,,200.208
2016-04-13,193.909,11.136,,205.045
2016-04-14,190.792,6.0,,196.792
2016-04-15,194.417,5.292,,199.708
2016-04-16,193.958,6.583,,200.542
2016-04-17,189.667,5.583,,195.25
2016-04-18,193.542,5.625,,199.167
2016-04-19,195.208,6.292,,201.5
2016-04-20,194.833,6.667,,201.5
2016-04-21,193.333,9.792,,203.125
2016-04-22,190.542,6.0,,196.542
2016-04-23,193.0,7.458,,200.458
2016-04-24,194.083,5.917,,200.0
2016-04-25,193.667,5.667,,199.333
2016-04-26,193.625,6.333,,199.958
2016-04-27,191.958,5.042,,197.0
2016-04-28,190.208,5.25,,195.458
2016-04-29,191.917,5.125,,197.042
2016-04-30,192.867,5.6,,198.467
2016-05-01,192.308,5.077,,197.385
2016-05-02,192.708,8.167,,200.875
2016-05-03,190.833,6.75,,197.583
2016-05-04,190.458,5.875,,196.333
2016-05-05,192.5,5.542,,198.042
2016-05-06,194.292,7.167,,201.458
2016-05-07,190.583,5.75,,196.333
2016-05-08,193.042,5.875,,198.917
2016-05-09,192.417,6.333,,198.75
2016-05-10,190.708,6.208,,196.917
2016-05-11,190.833,6.708,,197.542
2016-05-12,191.125,4.917,,196.042
2016-05-13,191.958,7.208,,199.167
2016-05-14,192.542,5.75,,198.292
2016-05-15,192.0,7.542,,199.542
2016-05-16,190.952,7.524,,198.476
2016-05-17,193.0,6.25,,199.25
2016-05-18,193.917,6.542,,200.458
2016-05-19,195.167,7.125,,202.292
2016-05-20,194.5,8.167,,202.667
2016-05-21,194.292,7.792,,202.083
2016-05-22,192.333,6.458,,198.792
2016-05-23,191.875,6.333,,198.208
2016-05-24,195.125,9.333,,204.458
2016-05-25,193.333,8.833,,202.167
2016-05-26,193.458,9.167,,202.625
2016-05-27,193.583,6.875,,200.458
2016-05-28,195.458,7.5,,202.958
2016-05-29,195.25,7.458,,202.708
2016-05-30,192.25,6.792,,199.042
2016-05-31,194.083,6.292,,200.375
2016-06-01,193.917,5.667,,199.583
2016-06-02,191.667,5.5,,197.167
2016-06-03,193.458,7.125,,200.583
2016-06-04,197.458,10.583,,208.042
2016-06-05,193.125,8.083,,201.208
2016-06-06,191.375,5.917,,197.292
2016-06-07,194.125,8.417,,202.542
2016-06-08,194.125,7.75,,201.875
2016-06-09,194.917,7.375,,202.292
2016-06-10,192.167,6.667,,198.833
