date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2018-03-28,198.0,2.739130434782609,94.0,70.375,51.0,6.875,4.458333333333333,5.833333333333333,1.375,7.75,3,0.8260869565217391,,142.0,77.04166666666667,44.0,204.875
2018-03-29,199.04166666666666,2.217391304347826,77.0,55.5,36.0,16.25,6.458333333333333,7.875,1.4166666666666667,8.173913043478262,0,1.2727272727272727,,128.0,77.20833333333333,22.0,215.29166666666666
2018-03-30,199.0,2.739130434782609,95.0,77.79166666666667,59.0,7.708333333333333,6.916666666666667,7.916666666666667,1.0,12.958333333333334,9,1.5416666666666667,,139.0,97.79166666666667,71.0,206.70833333333334
2018-03-31,197.20833333333334,2.0869565217391304,96.0,79.125,60.0,6.083333333333333,2.130434782608696,2.3043478260869565,0.17391304347826086,6.583333333333333,16,1.0,,114.0,84.66666666666667,70.0,203.29166666666666
2018-04-01,187.58333333333334,3.130434782608696,90.0,61.791666666666664,40.0,11.041666666666666,4.565217391304348,5.521739130434782,0.9565217391304348,20.25,0,1.5416666666666667,,213.0,154.70833333333334,87.0,198.625
2018-04-02,187.33333333333334,3.2083333333333335,81.0,68.20833333333333,54.0,10.333333333333334,6.086956521739131,7.130434782608695,1.0434782608695652,33.125,0,2.4583333333333335,,216.0,166.08333333333334,126.0,197.66666666666666
2018-04-03,184.29166666666666,2.4166666666666665,94.0,67.41666666666667,45.0,8.916666666666666,3.5217391304347827,4.3478260869565215,0.8260869565217391,24.916666666666668,0,1.565217391304348,,233.0,175.95833333333334,132.0,193.20833333333334
2018-04-04,184.54166666666666,2.125,97.0,84.5,50.0,9.375,3.608695652173913,4.304347826086956,0.6956521739130435,10.458333333333334,9,0.4583333333333333,,228.0,134.375,71.0,193.91666666666666
2018-04-05,189.41666666666666,2.8260869565217392,95.0,72.875,54.0,8.916666666666666,4.739130434782608,6.0,1.2608695652173914,9.791666666666666,0,0.625,,133.0,92.75,57.0,198.33333333333334
2018-04-06,188.08333333333334,2.4583333333333335,98.0,82.20833333333333,52.0,8.75,4.409090909090909,5.318181818181818,0.9090909090909091,10.916666666666666,17,0.2916666666666667,,213.0,141.41666666666666,93.0,196.83333333333334
2018-04-07,189.91666666666666,3.2083333333333335,98.0,89.29166666666667,74.0,7.541666666666667,3.608695652173913,3.739130434782609,0.13043478260869565,13.791666666666666,11,0.0,,99.0,77.5,36.0,197.45833333333334
2018-04-08,189.125,3.0,97.0,81.54166666666667,64.0,6.708333333333333,2.4782608695652173,2.6956521739130435,0.21739130434782608,11.5,16,0.125,,81.0,56.166666666666664,32.0,195.83333333333334
2018-04-09,189.45833333333334,3.217391304347826,97.0,76.91666666666667,57.0,7.916666666666667,5.304347826086956,5.956521739130435,0.6521739130434783,15.041666666666666,7,0.7916666666666666,,128.0,93.875,58.0,197.375
2018-04-10,190.20833333333334,3.625,91.0,63.791666666666664,46.0,12.291666666666666,10.956521739130435,12.782608695652174,1.826086956521739,23.416666666666668,0,1.0,,165.0,117.08333333333333,44.0,202.5
2018-04-11,188.5,2.2916666666666665,97.0,72.54166666666667,49.0,10.5,5.6521739130434785,6.260869565217392,0.6086956521739131,18.041666666666668,10,0.75,,198.0,162.79166666666666,128.0,199.0
2018-04-12,191.91666666666666,3.0,97.0,71.125,33.0,10.166666666666666,5.043478260869565,6.0,0.9565217391304348,14.25,0,0.6956521739130435,,204.0,142.29166666666666,95.0,202.08333333333334
2018-04-13,193.45833333333334,3.0,81.0,63.083333333333336,43.0,10.291666666666666,5.913043478260869,7.086956521739131,1.173913043478261,9.727272727272727,0,0.20833333333333334,,136.0,107.125,76.0,203.75
2018-04-14,194.66666666666666,3.125,95.0,73.875,53.0,13.0,8.434782608695652,9.869565217391305,1.434782608695652,10.041666666666666,4,0.4583333333333333,,210.0,134.0,72.0,207.66666666666666
2018-04-15,192.83333333333334,2.7916666666666665,98.0,87.0,66.0,8.166666666666666,2.1739130434782608,2.1739130434782608,0.0,1.7916666666666667,19,0.0,,213.0,115.79166666666667,93.0,201.0
2018-04-16,196.29166666666666,3.125,96.0,75.70833333333333,55.0,10.291666666666666,6.173913043478261,8.347826086956522,2.1739130434782608,12.416666666666666,0,0.3333333333333333,,146.0,107.66666666666667,68.0,206.58333333333334
2018-04-17,201.375,3.347826086956522,98.0,76.04166666666667,47.0,14.416666666666666,8.956521739130435,11.130434782608695,2.1739130434782608,17.333333333333332,6,0.6521739130434783,,173.0,121.70833333333333,78.0,215.79166666666666
2018-04-18,200.66666666666666,2.9166666666666665,98.0,87.66666666666667,72.0,13.041666666666666,8.043478260869565,10.043478260869565,2.0,10.291666666666666,8,0.25,,161.0,127.83333333333333,102.0,213.70833333333334
2018-04-19,190.5,2.7083333333333335,88.0,61.208333333333336,35.0,10.75,6.173913043478261,7.434782608695652,1.2608695652173914,14.25,0,0.625,,206.0,155.54166666666666,86.0,201.25
2018-04-20,189.58333333333334,2.3333333333333335,81.0,68.20833333333333,55.0,10.583333333333334,5.6521739130434785,6.6521739130434785,1.0,15.625,0,0.875,,189.0,157.16666666666666,118.0,200.16666666666666
2018-04-21,191.875,3.130434782608696,85.0,46.791666666666664,25.0,12.25,6.416666666666667,7.333333333333333,0.9166666666666666,19.291666666666668,0,0.625,,290.0,204.875,117.0,204.125
2018-04-22,188.83333333333334,2.4583333333333335,96.0,64.04166666666667,46.0,10.333333333333334,3.125,4.041666666666667,0.9166666666666666,24.166666666666668,0,1.7083333333333333,,235.0,188.16666666666666,153.0,199.16666666666666
2018-04-23,190.75,2.75,96.0,79.91666666666667,57.0,11.75,5.375,7.125,1.75,33.833333333333336,0,1.0416666666666667,,216.0,173.33333333333334,149.0,202.5
2018-04-24,193.875,3.0,98.0,97.0,95.0,16.0,10.375,12.708333333333334,2.3333333333333335,13.666666666666666,32,0.0,,171.0,157.83333333333334,146.0,209.875
2018-04-25,192.54166666666666,2.6956521739130435,98.0,97.875,97.0,9.333333333333334,3.2083333333333335,3.3333333333333335,0.125,2.3333333333333335,32,0.0,,158.0,133.375,109.0,201.875
2018-04-26,191.20833333333334,2.8260869565217392,98.0,81.33333333333333,62.0,9.625,4.166666666666667,4.833333333333333,0.6666666666666666,3.7083333333333335,1,0.041666666666666664,,162.0,131.625,100.0,200.83333333333334
2018-04-27,191.125,3.0833333333333335,95.0,80.08333333333333,57.0,12.041666666666666,7.086956521739131,8.782608695652174,1.6956521739130435,11.875,0,0.875,,198.0,153.16666666666666,110.0,203.16666666666666
2018-04-28,191.125,3.1666666666666665,93.0,75.375,57.0,9.791666666666666,3.25,3.9166666666666665,0.6666666666666666,28.875,0,0.08333333333333333,,168.0,148.83333333333334,123.0,200.91666666666666
2018-04-29,191.20833333333334,2.9565217391304346,76.0,51.291666666666664,34.0,12.958333333333334,6.041666666666667,7.541666666666667,1.5,15.5,0,0.625,,242.0,188.91666666666666,118.0,204.16666666666666
2018-04-30,189.875,2.4166666666666665,70.0,52.75,35.0,11.083333333333334,4.041666666666667,5.041666666666667,1.0,17.125,0,0.7083333333333334,,248.0,194.91666666666666,134.0,200.95833333333334
2018-05-01,191.0,2.7916666666666665,82.0,65.625,53.0,11.666666666666666,5.75,7.791666666666667,2.0416666666666665,24.863636363636363,0,0.7391304347826086,,236.0,197.125,159.0,202.66666666666666
2018-05-02,193.08333333333334,3.2083333333333335,98.0,78.0,46.0,19.75,12.5,15.291666666666666,2.7916666666666665,22.083333333333332,16,0.6666666666666666,,236.0,188.95833333333334,162.0,212.83333333333334
2018-05-03,192.66666666666666,3.0434782608695654,98.0,82.20833333333333,60.0,9.416666666666666,2.625,3.5,0.875,7.708333333333333,6,0.0,,196.0,153.125,122.0,202.08333333333334
2018-05-04,193.16666666666666,2.9583333333333335,97.0,75.45833333333333,42.0,8.0,2.391304347826087,2.4347826086956523,0.043478260869565216,11.583333333333334,12,0.125,,173.0,127.66666666666667,85.0,201.16666666666666
2018-05-05,191.58333333333334,2.1666666666666665,64.0,44.916666666666664,38.0,7.958333333333333,1.75,2.3333333333333335,0.5833333333333334,10.458333333333334,0,0.20833333333333334,,212.0,178.70833333333334,130.0,199.54166666666666
2018-05-06,191.625,2.7083333333333335,96.0,54.0,32.0,9.375,2.375,3.5,1.125,12.875,5,0.5,,258.0,189.95833333333334,138.0,201.0
2018-05-07,194.16666666666666,3.0434782608695654,98.0,97.16666666666667,96.0,13.0,7.0,8.666666666666666,1.6666666666666667,9.833333333333334,28,0.0,,153.0,142.45833333333334,134.0,207.16666666666666
2018-05-08,192.79166666666666,2.2916666666666665,97.0,91.04166666666667,79.0,10.125,4.708333333333333,5.75,1.0416666666666667,12.25,0,0.391304347826087,,169.0,149.33333333333334,135.0,202.91666666666666
2018-05-09,192.0,2.125,98.0,88.83333333333333,81.0,9.583333333333334,3.4583333333333335,4.5,1.0416666666666667,8.791666666666666,3,0.16666666666666666,,162.0,140.625,125.0,201.58333333333334
2018-05-10,191.08333333333334,2.0,94.0,77.25,63.0,7.75,1.7916666666666667,2.2083333333333335,0.4166666666666667,6.791666666666667,1,0.0,,145.0,123.66666666666667,93.0,198.83333333333334
2018-05-11,192.36363636363637,2.3181818181818183,90.0,51.75,27.0,9.5,4.130434782608695,5.086956521739131,0.9565217391304348,7.375,0,0.08333333333333333,,224.0,160.875,76.0,201.86363636363637
2018-05-12,192.70833333333334,2.4166666666666665,70.0,55.5,39.0,11.708333333333334,4.708333333333333,5.916666666666667,1.2083333333333333,15.083333333333334,0,1.4583333333333333,,228.0,186.70833333333334,130.0,204.41666666666666
