date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,96.0,77.042,43.0,9.333,9.792,0.458,,107.0,55.875,8.0
2011-01-02,96.0,88.958,63.0,7.609,7.609,0.0,,74.0,44.75,24.0
2011-01-03,96.0,75.542,49.0,9.417,9.708,0.292,,77.0,43.042,11.0
2011-01-04,96.0,74.792,34.0,7.875,7.917,0.042,,76.0,29.917,5.0
2011-01-05,96.0,84.917,51.0,13.458,15.458,2.0,,80.0,24.667,-2.0
2011-01-06,96.0,77.833,37.0,23.667,47.875,24.208,,99.0,38.542,-8.0
2011-01-07,96.0,85.25,53.0,11.042,11.75,0.708,,74.0,36.25,14.0
2011-01-08,96.0,86.458,64.0,12.542,14.583,2.042,,60.0,23.458,-5.0
2011-01-09,96.0,80.625,49.0,14.783,21.826,7.043,,107.0,43.917,11.0
2011-01-10,96.0,82.5,41.0,22.292,41.125,18.833,,110.0,45.208,3.0
2011-01-11,96.0,82.958,42.0,17.75,33.875,16.125,,95.0,38.083,2.0
2011-01-12,96.0,82.792,50.0,17.333,20.333,3.0,,61.0,16.042,-8.0
2011-01-13,96.0,72.0,36.0,21.917,47.625,25.708,,93.0,36.333,-12.0
2011-01-14,96.0,79.292,54.0,10.292,10.917,0.625,,84.0,47.542,27.0
2011-01-15,96.0,77.625,51.0,10.208,11.667,1.458,,76.0,46.458,15.0
2011-01-16,82.0,68.417,51.0,13.348,16.348,3.0,,56.0,39.625,26.0
2011-01-17,96.0,71.5,31.0,14.0,20.208,6.208,,110.0,39.25,-3.0
2011-01-18,96.0,72.5,38.0,19.5,23.917,4.417,,95.0,39.375,-11.0
2011-01-19,96.0,93.167,83.0,22.875,35.0,12.125,,62.0,44.708,29.0
2011-01-20,96.0,94.333,85.0,10.083,10.583,0.5,,94.0,66.25,44.0
2011-01-21,96.0,95.958,95.0,13.417,14.458,1.042,,71.0,63.25,44.0
2011-01-22,96.0,92.292,65.0,12.417,15.75,3.333,,105.0,57.583,23.0
2011-01-23,97.0,89.542,65.0,14.043,15.522,1.478,,75.0,49.125,18.0
2011-01-24,96.0,75.833,53.0,11.917,13.708,1.792,,44.0,17.083,0.0
2011-01-25,74.0,59.542,35.0,13.5,15.375,1.875,,60.0,14.583,-8.0
2011-01-26,92.0,72.667,52.0,16.708,18.75,2.042,,40.0,9.292,-10.0
2011-01-27,96.0,80.042,62.0,19.333,22.833,3.5,,59.0,15.583,-13.0
2011-01-28,96.0,81.667,53.0,17.292,23.708,6.417,,66.0,24.292,-8.0
2011-01-29,96.0,81.25,48.0,3.375,3.417,0.042,,48.0,15.75,-14.0
2011-01-30,96.0,86.875,66.0,20.0,26.0,6.0,,38.0,12.542,-16.0
2011-01-31,96.0,74.583,38.0,17.708,21.5,3.792,,65.0,14.833,-20.0
