date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,182.917,2.625,13.75,18.0,23.167,5.167,,,196.667
2011-01-02,183.083,2.292,12.375,8.522,9.435,0.913,,,195.458
2011-01-03,182.125,2.25,8.667,9.958,11.25,1.292,,,190.792
2011-01-04,184.083,2.625,9.125,8.583,9.167,0.583,,,193.208
2011-01-05,184.045,2.783,10.636,17.478,25.043,7.565,,,194.682
2011-01-06,186.875,3.708,14.792,25.083,45.208,20.125,,,201.667
2011-01-07,183.917,3.875,11.25,18.167,28.792,10.625,,,195.167
2011-01-08,184.708,3.458,12.542,16.167,22.208,6.042,,,197.25
2011-01-09,187.292,4.5,14.75,19.087,33.087,14.0,,,202.042
2011-01-10,186.417,4.833,17.75,27.542,53.292,25.75,,,204.167
2011-01-11,185.417,3.333,19.417,25.042,52.208,27.167,,,204.833
2011-01-12,183.091,2.304,13.909,28.364,49.864,21.5,,,197.0
2011-01-13,185.583,3.292,16.542,25.458,49.333,23.875,,,202.125
2011-01-14,183.875,3.542,12.333,15.125,21.125,6.0,,,196.208
2011-01-15,182.583,3.0,10.083,11.292,15.667,4.375,,,192.667
2011-01-16,180.917,3.167,12.5,22.13,36.609,14.478,,,193.417
2011-01-17,181.375,2.375,13.375,26.5,53.042,26.542,,,194.75
2011-01-18,181.708,2.917,16.25,37.167,85.917,48.75,,,197.958
2011-01-19,185.773,3.913,28.727,34.667,94.708,60.042,,,214.5
2011-01-20,179.958,2.792,19.25,25.417,41.417,16.0,,,199.208
2011-01-21,181.333,3.083,20.417,26.792,44.667,17.875,,,201.75
2011-01-22,179.917,2.5,16.167,18.083,26.708,8.625,,,196.083
2011-01-23,181.708,2.5,14.167,18.087,27.217,9.13,,,195.875
2011-01-24,180.875,1.333,9.458,17.75,28.583,10.833,,,190.333
2011-01-25,184.095,2.696,9.857,19.652,29.217,9.565,,,193.952
2011-01-26,185.708,2.542,9.083,19.25,29.708,10.458,,,194.792
2011-01-27,186.333,3.5,11.417,25.0,38.417,13.417,,,197.75
2011-01-28,185.833,3.417,12.417,18.417,26.083,7.667,,,198.25
2011-01-29,182.792,1.958,10.333,10.208,14.917,4.708,,,193.125
2011-01-30,184.083,2.167,12.625,27.261,54.652,27.391,,,196.708
2011-01-31,183.25,1.833,10.167,23.917,40.208,16.292,,,193.417
2011-02-01,186.091,2.583,14.727,23.875,47.458,23.583,,,200.818
2011-02-02,183.333,2.045,8.292,14.545,21.227,6.682,,,191.625
2011-02-03,185.5,3.125,10.708,25.458,39.875,14.417,,,196.208
2011-02-04,184.958,2.958,11.875,20.208,30.167,9.958,,,196.833
2011-02-05,186.042,3.667,12.458,16.667,20.542,3.875,,,198.5
2011-02-06,185.292,5.167,18.917,27.826,54.0,26.174,,,204.208
2011-02-07,184.5,4.417,18.625,21.417,42.792,21.375,,,203.125
2011-02-08,183.5,1.917,9.955,15.167,22.708,7.542,,,193.455
2011-02-09,185.0,2.391,9.667,21.391,34.739,13.348,,,194.667
2011-02-10,185.292,2.958,12.792,23.125,39.5,16.375,,,198.083
2011-02-11,184.0,2.875,9.167,10.958,16.125,5.167,,,193.167
2011-02-12,184.583,3.167,9.125,12.125,17.208,5.083,,,193.708
2011-02-13,185.625,4.125,13.375,31.565,60.739,29.174,,,199.0
2011-02-14,185.042,4.792,21.667,31.292,66.167,34.875,,,206.708
2011-02-15,185.455,4.333,17.773,27.125,57.25,30.125,,,203.227
2011-02-16,181.0,3.043,12.696,24.458,41.25,16.792,,,193.696
2011-02-17,181.708,2.5,10.208,15.0,22.083,7.083,,,191.917
2011-02-18,183.0,2.417,9.458,16.583,27.625,11.042,,,192.458
2011-02-19,184.333,2.333,9.542,18.917,26.792,7.875,,,193.875
