date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-06-15,191.042,2.917,96.0,77.5,55.0,4.167,19.125,36.125,17.0,23.7,20.408,17.7,195.208
2012-06-16,187.208,2.5,96.0,93.792,87.0,4.125,11.292,23.0,11.708,21.8,20.096,18.1,191.333
2012-06-17,192.667,2.625,96.0,83.417,61.0,4.875,6.167,12.125,5.958,24.9,21.279,17.9,197.542
2012-06-18,213.042,4.375,92.0,76.208,47.0,12.292,23.333,62.542,39.208,28.2,22.233,17.3,225.333
2012-06-19,180.609,1.87,96.0,90.417,70.0,5.478,12.333,32.458,20.125,23.1,22.179,20.9,186.087
2012-06-20,186.87,3.174,96.0,80.042,61.0,6.522,15.652,36.174,20.522,25.8,21.733,18.8,193.391
2012-06-21,197.375,4.333,95.0,92.417,84.0,11.583,33.5,64.5,31.0,19.5,17.954,17.3,208.958
2012-06-22,190.75,2.625,95.0,75.833,51.0,6.792,14.458,28.458,14.0,23.1,19.312,16.5,197.542
2012-06-23,195.25,3.0,91.0,70.042,41.0,5.958,12.083,23.0,10.917,25.2,19.533,15.6,201.208
2012-06-24,208.583,3.625,92.0,73.958,42.0,7.042,9.708,18.625,8.917,25.8,20.421,14.9,215.625
2012-06-25,194.125,3.0,93.0,78.625,54.0,5.583,18.5,38.083,19.583,25.4,20.996,17.9,199.708
2012-06-26,188.522,2.913,88.0,76.25,67.0,3.609,17.375,36.667,19.292,22.0,19.633,17.6,192.13
2012-06-27,190.043,2.652,89.0,64.667,45.0,3.696,23.217,41.217,18.0,23.8,20.483,16.5,193.739
2012-06-28,187.458,2.75,94.0,83.917,76.0,3.542,19.875,41.167,21.292,21.5,20.121,17.3,191.0
2012-06-29,203.25,3.25,96.0,63.0,31.0,5.958,19.042,51.042,32.0,31.4,22.879,15.2,209.208
2012-06-30,190.75,3.542,93.0,78.292,52.0,6.25,18.333,31.75,13.417,28.4,22.812,17.8,197.0
2012-07-01,182.625,2.25,94.0,92.5,91.0,3.583,8.833,15.708,6.875,22.8,21.825,21.0,186.208
2012-07-02,189.75,2.958,93.0,74.208,46.0,6.542,19.958,41.625,21.667,29.3,24.062,20.2,196.292
2012-07-03,194.043,4.304,94.0,91.625,87.0,13.304,29.833,57.083,27.25,23.6,21.967,20.6,207.348
2012-07-04,198.652,4.0,93.0,74.75,43.0,12.348,25.696,52.0,26.304,30.6,24.25,18.6,211.0
2012-07-05,192.917,4.042,94.0,84.583,68.0,11.167,24.167,58.167,34.0,25.8,23.404,21.3,204.083
2012-07-06,185.708,3.708,93.0,90.125,72.0,12.625,21.125,59.292,38.167,28.0,23.946,21.6,198.333
2012-07-07,184.083,2.708,92.0,83.042,63.0,5.958,11.542,20.292,8.75,26.3,22.038,18.9,190.042
2012-07-08,192.333,3.0,90.0,74.833,51.0,6.417,6.667,12.333,5.667,27.2,21.708,18.0,198.75
2012-07-09,198.333,3.333,92.0,69.917,39.0,7.0,20.125,43.292,23.167,31.7,24.146,17.7,205.333
2012-07-10,191.609,3.348,92.0,70.917,39.0,4.565,19.833,43.708,23.875,30.2,24.821,19.6,196.174
2012-07-11,179.696,2.261,95.0,79.5,62.0,1.87,13.435,29.609,16.174,27.4,24.796,22.3,181.565
2012-07-12,180.625,3.083,94.0,84.5,64.0,5.0,16.75,56.333,39.583,28.7,25.546,23.7,185.625
2012-07-13,187.833,3.542,94.0,83.792,58.0,8.167,21.042,63.792,42.75,30.6,25.883,23.0,196.0
2012-07-14,190.667,3.792,93.0,76.125,46.0,5.208,13.792,32.125,18.333,32.2,26.675,22.6,195.875
2012-07-15,186.458,2.667,91.0,75.542,51.0,5.167,5.375,14.208,8.833,32.4,27.512,23.3,191.625
2012-07-16,179.667,2.25,91.0,72.833,54.0,3.667,6.5,19.375,12.875,31.8,27.879,23.8,183.333
2012-07-17,188.696,3.304,92.0,68.792,39.0,7.565,20.625,49.708,29.083,35.0,28.779,23.1,196.261
2012-07-18,191.167,3.125,91.0,65.583,40.0,9.042,21.833,53.792,31.958,35.8,29.112,23.4,200.208
2012-07-19,198.609,3.304,92.0,68.292,42.0,10.565,19.087,57.739,38.652,35.0,28.496,22.0,209.174
2012-07-20,192.208,3.208,96.0,91.583,87.0,6.208,19.5,48.792,29.292,25.9,24.292,21.8,198.417
2012-07-21,188.667,2.875,96.0,90.375,82.0,4.042,10.125,21.333,11.208,23.2,21.392,20.4,192.708
2012-07-22,189.833,2.958,92.0,79.958,68.0,4.375,6.708,11.417,4.708,25.7,23.104,20.3,194.208
2012-07-23,192.042,3.75,91.0,76.542,55.0,6.125,22.625,45.333,22.708,29.8,25.254,21.6,198.167
2012-07-24,199.13,4.522,92.0,73.625,47.0,8.478,21.958,53.375,31.417,32.6,26.733,21.8,207.609
2012-07-25,202.783,4.435,92.0,72.667,51.0,10.478,23.435,53.565,30.13,32.4,27.712,22.8,213.261
2012-07-26,209.625,4.125,92.0,71.125,45.0,10.667,20.708,48.375,27.667,34.0,27.929,23.0,220.292
2012-07-27,207.458,4.417,90.0,69.708,42.0,10.167,25.208,53.208,28.0,35.4,28.796,22.5,217.625
2012-07-28,198.333,4.125,93.0,67.583,39.0,10.417,17.875,32.25,14.375,36.1,29.471,23.8,208.75
2012-07-29,196.375,3.417,94.0,77.708,45.0,6.375,9.75,17.625,7.875,35.1,28.117,23.9,202.75
2012-07-30,179.667,2.167,94.0,70.75,42.0,3.667,14.167,35.792,21.625,34.0,28.629,24.8,183.333
2012-07-31,182.087,2.174,92.0,68.667,39.0,2.696,11.542,36.458,24.917,31.7,27.425,22.2,184.783
2012-08-01,178.217,2.043,88.0,76.792,62.0,2.522,9.783,28.13,18.348,30.3,27.008,25.3,180.739
2012-08-02,179.458,2.125,90.0,70.125,47.0,2.375,11.042,31.417,20.375,32.2,28.188,24.9,181.833
2012-08-03,181.042,2.417,87.0,67.5,45.0,2.75,14.125,36.125,22.0,33.2,28.454,25.1,183.792
2012-08-04,180.5,2.167,94.0,72.667,49.0,3.25,8.917,20.292,11.375,32.6,28.008,25.0,183.75
2012-08-05,176.875,1.708,94.0,76.375,57.0,1.542,3.0,8.5,5.5,31.7,27.588,24.7,178.417
2012-08-06,182.958,2.583,97.0,75.875,42.0,4.542,15.208,47.042,31.833,33.8,27.879,24.2,187.5
2012-08-07,193.739,2.609,93.0,68.417,44.0,9.304,12.75,40.583,27.833,33.1,27.346,21.6,203.043
2012-08-08,197.826,2.783,94.0,67.625,38.0,5.739,12.043,32.0,19.957,30.7,24.588,19.9,203.565
2012-08-09,196.917,3.458,93.0,66.875,36.0,9.083,22.0,50.708,28.708,32.7,25.512,19.1,206.0
2012-08-10,199.75,3.583,94.0,79.125,60.0,8.833,19.375,42.25,22.875,30.0,25.338,20.3,208.583
2012-08-11,190.208,3.708,97.0,88.625,53.0,7.542,13.958,28.958,15.0,32.3,25.271,23.1,197.75
2012-08-12,191.417,3.542,96.0,77.583,46.0,7.208,7.167,14.583,7.417,33.1,26.933,21.5,198.625
2012-08-13,186.708,3.333,94.0,79.208,53.0,9.667,7.167,14.833,7.667,32.4,27.804,24.4,196.375
2012-08-14,184.696,3.217,96.0,90.833,72.0,2.435,6.917,15.875,8.958,28.7,24.938,23.0,187.13
2012-08-15,188.273,2.87,94.0,84.042,56.0,3.545,4.13,13.087,8.957,32.0,26.617,24.1,191.818
2012-08-16,191.0,2.958,96.0,73.958,48.0,4.083,7.958,23.375,15.417,32.9,27.708,23.1,195.083
2012-08-17,190.958,3.375,92.0,72.5,42.0,5.25,13.125,32.75,19.625,34.8,28.121,23.1,196.208
2012-08-18,184.5,2.792,95.0,77.75,56.0,3.583,11.417,22.708,11.292,32.1,27.15,23.3,188.083
2012-08-19,184.167,1.958,94.0,74.708,53.0,1.875,4.167,9.25,5.083,31.2,26.55,22.7,186.042
2012-08-20,187.917,2.542,95.0,71.583,40.0,2.208,13.875,44.083,30.208,31.5,26.338,21.9,190.125
2012-08-21,180.739,2.174,92.0,77.583,59.0,4.87,14.042,38.417,24.375,31.1,27.092,24.1,185.609
2012-08-22,178.696,1.957,94.0,74.833,55.0,4.609,10.652,36.478,25.826,31.5,27.525,24.0,183.304
2012-08-23,180.0,2.25,91.0,73.0,54.0,4.458,11.542,37.375,25.833,32.3,27.717,23.5,184.458
2012-08-24,184.625,2.792,93.0,75.208,53.0,6.042,14.292,46.583,32.292,31.1,26.538,22.2,190.667
2012-08-25,183.333,2.583,96.0,71.0,45.0,4.958,8.625,23.792,15.167,32.1,26.954,21.4,188.292
2012-08-26,182.208,1.917,95.0,73.083,49.0,4.0,3.917,10.042,6.125,31.1,26.721,22.1,186.208
2012-08-27,180.625,2.458,95.0,77.0,54.0,4.792,11.958,34.583,22.625,30.3,26.796,23.8,185.417
2012-08-28,180.609,2.304,96.0,79.708,61.0,4.435,13.0,34.542,21.542,29.8,26.25,23.7,185.043
2012-08-29,179.261,2.609,96.0,82.542,63.0,5.652,13.348,38.522,25.174,29.9,26.558,24.3,184.913
2012-08-30,182.042,3.542,96.0,86.417,61.0,8.958,19.25,61.5,42.25,31.3,26.183,23.9,191.0
2012-08-31,180.042,3.125,95.0,75.625,41.0,8.792,14.708,46.667,31.958,34.2,27.1,22.6,188.833
2012-09-01,179.208,2.208,91.0,73.75,51.0,3.75,7.458,19.083,11.625,29.7,26.2,23.3,182.958
2012-09-02,183.25,2.375,92.0,76.167,52.0,4.75,6.833,13.958,7.125,29.4,25.254,21.8,188.0
2012-09-03,182.667,2.5,95.0,81.458,63.0,5.167,15.958,39.417,23.458,27.9,24.588,21.9,187.833
2012-09-04,185.696,3.696,95.0,78.75,50.0,8.522,23.833,53.708,29.875,31.1,25.679,22.2,194.217
2012-09-05,185.783,4.0,95.0,71.667,40.0,9.217,24.136,61.0,36.864,33.7,27.058,22.1,195.0
2012-09-06,185.458,3.583,96.0,80.583,53.0,9.0,18.333,55.0,36.667,30.2,25.429,21.7,194.458
2012-09-07,182.917,3.542,94.0,74.917,41.0,7.458,20.833,59.458,38.625,32.6,26.104,21.2,190.375
2012-09-08,178.5,2.5,92.0,81.042,59.0,4.25,8.708,20.417,11.708,28.9,25.45,23.4,182.75
2012-09-09,179.625,2.292,94.0,78.75,62.0,3.75,5.542,11.125,5.583,28.9,25.733,22.6,183.375
2012-09-10,180.25,3.042,96.0,79.125,50.0,5.625,13.917,39.708,25.792,30.9,25.971,22.0,185.875
2012-09-11,188.957,5.0,96.0,83.542,61.0,10.087,18.75,53.667,34.917,27.0,23.571,19.5,199.043
2012-09-12,197.818,7.13,94.0,70.208,35.0,17.182,19.048,59.048,40.0,31.2,23.758,18.9,215.0
2012-09-13,194.792,6.542,90.0,70.5,41.0,16.375,28.25,63.958,35.708,31.5,25.271,19.1,211.167
2012-09-14,188.125,3.792,94.0,78.292,61.0,8.875,16.917,47.083,30.167,29.2,25.079,21.5,197.0
2012-09-15,182.708,2.208,93.0,76.0,58.0,3.667,9.083,18.167,9.083,28.8,25.725,23.6,186.375
2012-09-16,183.625,2.083,95.0,81.458,59.0,3.75,3.708,7.792,4.083,28.7,25.621,22.5,187.375
2012-09-17,181.333,1.667,93.0,81.75,59.0,2.875,4.958,13.208,8.25,29.5,26.033,24.4,184.208
2012-09-18,180.364,2.955,97.0,94.958,88.0,5.091,17.696,51.13,33.435,25.1,23.708,22.9,185.455
2012-09-19,184.292,3.708,96.0,78.5,43.0,9.208,23.125,60.167,37.042,30.0,24.658,21.0,193.5
2012-09-20,191.208,5.0,93.0,72.333,49.0,9.375,25.375,50.625,25.25,27.6,23.554,20.1,200.583
2012-09-21,194.583,4.667,97.0,75.0,41.0,11.292,28.625,63.917,35.292,27.1,22.108,18.9,205.875
2012-09-22,194.875,4.792,92.0,71.667,39.0,9.625,13.917,28.208,14.292,27.8,22.346,18.3,204.5
2012-09-23,191.292,3.75,96.0,90.583,78.0,7.208,12.5,22.083,9.583,20.7,18.704,17.0,198.5
2012-09-24,190.792,4.042,97.0,73.958,43.0,9.333,19.458,44.917,25.458,26.0,20.379,15.9,200.125
2012-09-25,188.261,3.913,94.0,69.583,32.0,10.217,16.708,51.417,34.708,27.2,20.754,15.7,198.478
2012-09-26,190.522,4.13,94.0,70.25,35.0,9.13,19.565,62.391,42.826,27.0,20.383,15.1,199.652
2012-09-27,190.0,3.875,93.0,71.708,45.0,8.792,18.417,54.917,36.5,26.4,20.058,14.7,198.792
2012-09-28,191.292,4.958,94.0,72.792,44.0,14.5,21.542,56.125,34.583,27.0,20.288,14.7,205.792
2012-09-29,190.417,5.708,96.0,82.083,54.0,14.25,20.208,41.292,21.083,26.4,20.771,15.2,204.667
2012-09-30,186.5,3.417,97.0,94.958,90.0,7.542,8.042,14.417,6.375,21.0,19.325,17.8,194.042
2012-12-28,,,,,,,14.25,15.75,1.5,4.7,4.325,3.9,
2012-12-29,,,,,,,7.958,9.333,1.375,12.9,8.596,4.7,
2012-12-30,,,,,,,8.278,9.944,1.667,9.5,8.806,7.4,
