date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2015-01-18,200.208,6.0,98.0,92.875,75.0,9.833,,,,7.333,0.708,7.7,4.45,0.9,210.042
2015-01-19,200.25,3.625,97.0,74.667,62.0,6.083,,,,8.417,0.208,1.2,-0.162,-1.9,206.333
2015-01-20,200.824,3.067,98.0,78.708,58.0,5.294,,,,8.375,0.571,7.2,4.171,-1.6,206.118
2015-01-21,203.696,3.75,98.0,97.583,93.0,9.739,,,,6.458,0.417,3.6,2.508,1.3,213.435
2015-01-22,203.667,3.625,98.0,97.458,95.0,9.792,,,,7.25,1.375,3.2,2.062,0.9,213.458
2015-01-23,205.167,3.917,98.0,87.333,69.0,5.5,,,,17.708,1.292,6.1,2.104,-1.0,210.667
2015-01-24,203.0,3.25,97.0,78.792,62.0,3.5,,,,11.083,1.125,-1.6,-3.504,-5.0,206.5
2015-01-25,205.25,4.083,98.0,79.917,58.0,5.208,,,,13.75,0.792,3.9,0.888,-2.1,210.458
2015-01-26,198.0,3.833,84.0,74.417,62.0,4.538,,,,13.292,1.875,6.6,3.092,-1.6,202.538
2015-01-27,204.0,3.913,90.0,73.75,54.0,7.75,,,,24.0,1.25,9.0,5.883,3.0,211.75
2015-01-28,201.913,4.042,98.0,82.917,61.0,8.13,,,,19.917,0.875,10.4,6.521,3.4,210.043
2015-01-29,201.75,4.25,98.0,97.75,95.0,10.667,,,,8.208,0.708,7.8,6.304,5.0,212.417
2015-01-30,199.25,3.0,97.0,86.875,74.0,4.292,,,,9.583,0.083,8.6,7.008,6.1,203.542
2015-01-31,202.208,3.542,97.0,85.625,63.0,5.667,,,,15.042,0.625,9.5,6.317,4.1,207.875
2015-02-01,203.042,4.0,98.0,93.792,87.0,6.0,,,,15.417,0.667,5.7,4.608,3.2,209.042
2015-02-02,200.125,3.25,98.0,97.042,94.0,8.167,,,,7.458,0.125,3.9,3.196,1.6,208.292
2015-02-03,200.292,3.375,98.0,88.917,63.0,8.25,,,,9.583,0.217,6.9,3.329,1.4,208.542
2015-02-04,201.87,3.667,97.0,76.208,52.0,6.565,,,,12.25,0.625,10.2,5.267,1.3,208.435
2015-02-05,202.609,4.875,96.0,79.667,51.0,7.087,,,,20.261,0.875,10.5,5.583,2.9,209.696
2015-02-06,202.042,3.958,98.0,90.875,70.0,5.542,,,,9.625,0.417,7.2,3.454,0.3,207.583
2015-02-07,203.333,3.375,98.0,91.042,77.0,3.875,,,,8.792,0.417,2.9,1.704,-0.2,207.208
2015-02-08,202.958,4.167,95.0,77.208,52.0,5.625,,,,11.375,0.875,8.7,3.475,-1.3,208.583
2015-02-09,202.417,4.208,96.0,82.292,67.0,5.125,,,,20.458,1.125,6.3,4.858,3.2,207.542
2015-02-10,204.292,3.304,94.0,72.167,52.0,4.625,5.333,6.167,0.833,14.792,1.261,7.9,4.896,1.1,208.917
2015-02-11,201.739,3.083,92.0,73.833,46.0,4.435,2.708,3.042,0.333,11.708,0.458,11.9,5.458,0.3,206.174
2015-02-12,199.167,2.875,80.0,66.375,51.0,4.917,5.333,5.958,0.625,11.958,1.167,16.9,12.388,6.6,204.083
2015-02-13,193.125,2.458,98.0,90.125,75.0,4.0,4.667,5.083,0.417,7.583,0.5,17.9,15.596,12.7,197.125
2015-02-14,194.917,3.417,98.0,93.167,83.0,4.375,2.958,3.042,0.083,9.625,0.0,18.8,12.421,6.9,199.292
2015-02-15,200.458,3.792,98.0,94.458,79.0,5.833,9.042,11.292,2.25,9.958,0.417,5.9,1.875,-0.2,206.292
2015-02-16,200.542,3.833,98.0,87.542,66.0,4.917,6.958,8.708,1.75,9.542,0.333,5.1,1.696,-1.9,205.458
2015-02-17,201.458,3.75,98.0,96.667,87.0,4.917,8.208,10.917,2.708,9.958,0.652,3.0,1.921,0.7,206.375
2015-02-18,203.174,3.875,98.0,74.875,45.0,3.478,6.75,8.417,1.667,11.667,1.542,9.6,4.079,-0.4,206.652
2015-02-19,202.333,3.958,94.0,74.458,50.0,3.958,7.125,7.875,0.75,19.792,1.625,13.7,8.621,4.7,206.292
2015-02-20,199.583,3.875,98.0,94.792,84.0,3.625,7.167,8.375,1.208,12.875,0.375,8.2,6.625,5.6,203.208
2015-02-21,201.417,3.333,96.0,83.417,63.0,1.583,4.208,4.708,0.5,16.167,0.917,7.3,4.838,2.5,203.0
2015-02-22,203.0,3.417,98.0,78.583,52.0,2.083,5.25,6.833,1.583,10.958,0.5,8.1,4.846,1.0,205.083
2015-02-23,202.667,3.958,86.0,75.75,66.0,3.583,6.458,7.667,1.208,18.375,0.917,9.6,7.038,4.2,206.25
2015-02-24,202.25,3.261,98.0,88.167,71.0,1.833,4.292,5.125,0.833,13.75,0.391,6.2,2.304,0.2,204.083
2015-02-25,203.13,3.167,98.0,80.875,51.0,2.87,4.5,5.542,1.042,10.5,0.458,5.5,2.458,-0.4,206.0
2015-02-26,203.917,4.083,95.0,82.375,51.0,2.917,5.5,6.125,0.625,28.167,1.167,7.4,3.638,1.1,206.833
2015-02-27,204.125,4.667,98.0,81.917,60.0,3.333,6.042,6.208,0.167,35.833,2.125,10.7,6.838,3.1,207.458
2015-02-28,203.167,4.417,98.0,74.5,56.0,2.917,3.25,3.25,0.0,36.583,1.125,14.5,9.662,2.9,206.083
2015-03-01,202.583,3.833,97.0,78.792,55.0,2.292,4.375,4.917,0.542,17.417,0.833,3.8,1.9,1.0,204.875
2015-03-02,202.792,3.833,91.0,75.583,53.0,2.25,5.125,5.917,0.792,18.292,0.696,10.0,5.212,1.1,205.042
2015-03-03,202.261,3.625,95.0,78.375,55.0,1.696,5.292,5.792,0.5,16.625,0.958,14.3,8.242,2.1,203.957
2015-03-04,200.957,3.833,95.0,73.875,47.0,2.696,6.208,6.625,0.417,21.826,1.5,17.9,11.604,6.0,203.652
2015-03-05,198.625,3.208,94.0,72.0,50.0,1.208,2.792,2.875,0.083,28.625,1.5,20.9,15.862,10.7,199.833
2015-03-06,194.958,3.0,82.0,70.958,66.0,0.583,2.375,2.375,0.0,17.583,0.667,18.8,17.262,15.9,195.542
2015-03-07,196.5,3.917,98.0,93.167,82.0,2.875,6.875,7.542,0.667,14.917,0.25,15.3,12.338,9.0,199.375
2015-03-08,198.625,4.125,98.0,92.5,77.0,3.583,6.167,8.083,1.917,20.042,0.5,14.3,10.867,9.3,202.208
2015-03-09,199.417,3.522,98.0,90.667,74.0,2.542,8.087,8.913,0.826,13.917,0.565,9.5,6.604,5.6,201.958
2015-03-10,203.174,3.042,78.0,67.125,60.0,3.087,3.167,3.458,0.292,12.875,0.0,8.3,6.554,5.1,206.261
2015-03-11,203.583,3.458,98.0,92.458,73.0,4.25,6.542,7.167,0.625,12.625,0.167,5.7,3.525,2.0,207.833
2015-03-12,204.042,3.0,98.0,82.292,53.0,3.125,3.458,3.667,0.208,9.5,0.083,8.6,4.267,0.9,207.167
2015-03-13,203.0,3.292,98.0,77.833,56.0,3.208,3.25,3.25,0.0,9.708,0.542,9.8,6.0,1.5,206.208
2015-03-14,203.167,3.792,98.0,85.833,66.0,3.125,4.792,5.042,0.25,25.0,0.958,8.8,6.912,4.8,206.292
2015-03-15,202.958,3.292,87.0,65.083,54.0,3.042,4.375,4.75,0.375,14.292,0.375,9.1,6.454,2.4,206.0
2015-03-16,202.792,3.542,85.0,62.958,34.0,3.708,7.13,8.043,0.913,10.375,1.087,14.7,8.404,1.8,206.5
2015-03-17,201.0,3.708,76.0,54.083,23.0,1.522,6.125,6.708,0.583,15.125,1.667,17.8,11.788,6.2,202.522
2015-03-18,197.625,3.542,97.0,72.042,48.0,2.042,6.875,7.542,0.667,12.0,1.833,17.6,14.55,13.2,199.667
2015-03-19,197.792,3.542,98.0,92.75,81.0,2.458,5.292,5.542,0.25,17.208,0.083,14.0,11.9,9.6,200.25
2015-03-20,202.125,3.667,75.0,65.833,58.0,1.917,2.667,2.667,0.0,16.958,0.0,11.0,9.546,8.3,204.042
2015-03-21,201.042,3.0,85.0,61.792,49.0,0.958,2.458,2.5,0.042,8.125,0.0,9.7,7.346,2.7,202.0
2015-03-22,200.25,3.458,95.0,67.625,25.0,2.167,4.875,5.333,0.458,10.542,0.542,16.5,8.983,1.5,202.417
2015-03-23,200.417,3.217,93.0,79.292,69.0,2.417,5.043,5.435,0.391,15.5,0.217,12.4,9.267,7.1,202.833
2015-03-24,202.13,3.0,80.0,58.875,49.0,1.957,2.792,2.958,0.167,10.958,0.0,9.4,7.625,6.5,204.087
2015-03-25,202.542,3.0,98.0,66.583,47.0,1.958,3.0,3.333,0.333,7.667,0.0,8.4,5.988,2.4,204.5
2015-03-26,202.458,3.0,98.0,78.417,52.0,2.125,2.833,2.875,0.042,9.0,0.167,10.4,5.6,1.8,204.583
2015-03-27,202.542,3.5,95.0,75.458,45.0,2.75,3.792,3.833,0.042,13.833,0.583,13.1,7.904,2.2,205.292
2015-03-28,201.917,3.375,96.0,69.958,46.0,3.0,4.833,5.292,0.458,18.417,0.542,14.0,9.258,5.2,204.917
2015-03-29,203.375,4.333,84.0,55.458,29.0,3.917,6.833,6.958,0.125,33.417,1.875,17.9,12.212,5.5,207.292
2015-03-30,202.5,4.292,98.0,73.0,49.0,4.125,7.174,7.435,0.261,33.708,1.478,18.0,13.754,10.7,206.625
2015-03-31,200.435,4.125,97.0,79.5,54.0,4.217,5.333,5.583,0.25,34.292,0.583,19.1,13.633,9.2,204.652
2015-04-30,185.625,2.75,89.0,79.875,57.0,13.125,5.125,5.875,0.75,19.125,0.625,22.9,18.425,16.1,198.75
2015-05-01,186.955,2.667,92.0,71.625,45.0,14.045,4.13,4.913,0.783,19.13,0.417,25.0,19.092,14.4,201.0
2015-05-02,186.667,2.667,73.0,52.625,36.0,12.167,2.667,2.75,0.083,18.958,0.75,26.7,21.05,14.6,198.833
2015-05-03,185.458,2.826,95.0,74.5,57.0,10.917,2.792,3.292,0.5,14.458,0.583,24.0,20.392,18.6,196.375
2015-05-04,185.583,2.75,96.0,84.875,70.0,9.625,2.125,2.375,0.25,11.958,0.375,23.3,18.971,13.7,195.208
2015-05-05,190.0,3.0,97.0,72.167,42.0,10.0,1.833,2.042,0.208,16.542,0.043,19.9,15.358,11.1,200.0
2015-05-06,190.792,3.042,90.0,56.083,23.0,10.375,2.833,3.042,0.208,16.583,0.667,23.7,16.817,10.2,201.167
2015-05-07,189.875,3.0,93.0,67.042,47.0,13.208,3.826,3.826,0.0,19.583,1.042,21.9,18.212,14.6,203.083
2015-05-08,189.261,3.125,95.0,75.917,39.0,10.348,3.375,3.5,0.125,22.458,0.458,23.6,18.317,14.0,199.609
2015-05-09,190.458,3.0,94.0,79.708,62.0,10.5,3.333,3.458,0.125,24.417,0.458,20.4,17.379,13.8,200.958
2015-05-10,191.875,2.833,94.0,76.542,60.0,8.125,1.542,1.542,0.0,20.25,0.0,17.8,14.983,10.2,200.0
2015-05-11,191.458,2.625,93.0,53.708,16.0,7.875,2.417,2.542,0.125,13.875,0.458,26.4,17.888,8.6,199.333
2015-05-12,186.708,2.917,98.0,81.167,61.0,8.917,3.292,3.375,0.083,14.125,0.217,22.4,18.0,12.2,195.625
2015-05-13,190.917,3.083,93.0,55.917,37.0,8.792,3.583,3.667,0.083,24.292,1.25,27.2,20.75,11.6,199.708
2015-05-14,190.208,3.0,60.0,42.917,29.0,8.417,4.0,4.0,0.0,20.417,2.0,25.6,21.975,18.4,198.625
2015-05-15,186.391,3.0,96.0,75.75,55.0,7.609,3.565,3.609,0.043,26.333,1.333,27.4,22.133,18.8,194.0
2015-05-16,190.292,3.125,98.0,93.5,86.0,7.125,3.0,3.0,0.0,20.375,0.0,17.5,16.275,14.4,197.417
2015-05-17,190.292,3.348,95.0,62.375,29.0,6.042,2.125,2.125,0.0,19.375,0.625,25.2,17.975,10.2,196.333
2015-05-18,188.667,3.458,98.0,60.042,32.0,7.167,4.542,4.583,0.042,18.542,1.333,25.0,19.779,15.8,195.833
2015-05-19,187.042,3.417,98.0,87.125,70.0,6.917,3.5,3.5,0.0,13.042,0.174,23.1,18.904,16.1,193.958
2015-05-20,188.667,3.5,97.0,77.833,62.0,6.875,2.875,2.917,0.042,21.208,0.5,22.5,17.479,13.4,195.542
2015-05-21,190.125,3.042,96.0,67.792,36.0,5.333,3.348,3.478,0.13,10.5,0.042,21.9,16.554,10.9,195.458
2015-05-22,189.682,3.333,74.0,48.958,31.0,6.045,3.875,4.042,0.167,15.375,0.75,26.0,20.212,13.8,195.727
2015-05-23,189.333,3.75,68.0,51.792,35.0,7.5,4.417,4.417,0.0,22.458,1.667,26.0,21.142,16.0,196.833
2015-05-24,,3.167,88.0,65.5,47.0,,2.917,2.917,0.0,24.667,1.458,24.5,20.179,15.4,
2015-05-25,186.95,3.125,90.0,60.125,29.0,5.35,4.167,4.25,0.083,25.792,1.208,27.8,21.112,15.6,192.3
2015-05-26,186.958,3.042,80.0,60.792,37.0,5.958,3.625,3.708,0.083,24.625,0.609,26.7,20.717,14.4,192.917
2015-05-27,188.125,3.5,84.0,57.583,26.0,5.583,4.125,4.208,0.083,27.083,1.5,28.4,21.892,17.1,193.708
2015-05-28,188.458,3.833,88.0,69.583,44.0,7.875,4.522,4.522,0.0,29.625,0.667,26.3,21.504,16.5,196.333
2015-05-29,186.478,3.208,82.0,62.083,39.0,3.348,3.958,4.042,0.083,26.833,0.25,29.1,22.904,17.1,189.826
2015-05-30,185.542,3.417,98.0,79.083,53.0,3.292,3.25,3.292,0.042,30.833,0.083,25.9,20.6,17.4,188.833
2015-05-31,185.792,3.0,98.0,88.667,72.0,1.833,1.542,1.542,0.0,29.875,0.0,22.4,19.267,16.9,187.625
2015-06-01,186.364,3.043,97.0,66.792,46.0,1.864,2.565,2.696,0.13,20.783,0.167,26.7,20.954,13.8,188.227
2015-06-02,185.583,3.375,82.0,68.542,52.0,2.417,3.25,3.375,0.125,29.792,1.087,28.7,24.767,20.7,188.0
2015-06-03,185.417,3.208,98.0,84.958,62.0,1.875,2.667,2.833,0.167,17.375,0.083,24.6,20.904,15.8,187.292
2015-06-04,187.042,2.75,96.0,66.583,37.0,1.542,2.174,2.304,0.13,9.792,0.042,23.7,18.633,13.5,188.583
2015-06-05,187.087,2.833,98.0,77.083,49.0,5.261,4.458,5.875,1.417,7.167,0.083,18.6,15.708,13.7,192.348
2015-06-06,186.958,2.667,98.0,87.583,71.0,4.708,1.625,1.625,0.0,8.125,0.0,20.6,16.896,13.8,191.667
2015-06-07,187.875,2.583,95.0,71.167,48.0,4.542,1.667,1.875,0.208,9.958,0.333,24.2,19.433,12.5,192.417
2015-06-08,186.375,3.0,98.0,79.375,61.0,5.208,3.292,3.708,0.417,11.333,0.917,24.4,21.288,18.9,191.583
2015-06-09,184.875,3.0,98.0,93.375,83.0,5.125,3.667,4.25,0.583,7.125,0.957,21.3,19.675,17.6,190.0
2015-06-10,186.333,2.708,97.0,76.75,44.0,5.708,2.75,3.125,0.375,15.875,1.25,27.2,21.579,16.5,192.042
2015-06-11,184.958,3.25,98.0,80.375,53.0,5.833,5.043,5.565,0.522,17.75,1.833,27.3,22.629,20.0,190.792
2015-06-12,192.913,4.042,97.0,79.0,56.0,9.739,4.083,4.625,0.542,33.083,1.625,29.4,24.283,20.2,202.652
2015-06-13,195.625,4.083,87.0,68.167,52.0,9.75,4.042,4.042,0.0,41.667,2.083,28.3,23.9,18.8,205.375
2015-06-14,197.083,4.87,95.0,78.333,51.0,10.292,3.125,3.167,0.042,43.958,1.917,29.1,23.354,19.4,207.375
2015-06-15,190.625,4.083,92.0,82.333,67.0,13.667,2.958,3.292,0.333,32.375,1.25,26.1,23.104,20.0,204.292
2015-06-16,189.125,3.792,96.0,90.167,77.0,9.333,3.5,4.083,0.583,26.875,0.0,25.3,22.471,21.0,198.458
2015-06-17,189.458,3.417,97.0,86.708,70.0,9.5,3.125,3.458,0.333,23.042,0.0,26.4,22.696,20.5,198.958
2015-06-18,187.708,3.25,95.0,80.917,66.0,9.875,4.348,4.435,0.087,16.875,0.417,25.2,22.488,19.6,197.583
2015-06-19,189.652,3.25,98.0,95.208,87.0,6.87,4.042,4.042,0.0,10.875,0.0,22.2,19.729,18.5,196.522
2015-06-20,190.292,3.167,98.0,91.292,75.0,6.125,2.833,2.875,0.042,15.125,0.083,22.9,20.512,19.1,196.417
2015-06-21,189.417,3.0,98.0,90.625,79.0,5.833,1.917,1.917,0.0,12.583,0.0,23.3,20.383,17.7,195.25
2015-06-22,190.542,3.25,98.0,83.542,66.0,7.583,3.208,3.292,0.083,13.5,0.042,25.3,21.558,17.2,198.125
2015-06-23,191.458,3.458,96.0,84.583,69.0,7.542,3.167,3.375,0.208,23.917,0.217,25.7,22.733,19.3,199.0
2015-06-24,193.542,3.167,97.0,86.417,71.0,8.333,3.083,3.458,0.375,25.375,0.042,26.9,23.267,20.3,201.875
2015-06-25,190.958,3.292,98.0,77.125,59.0,9.458,3.261,3.435,0.174,22.083,0.333,30.1,25.45,20.0,200.417
2015-06-26,185.043,3.0,97.0,88.292,70.0,8.783,4.583,4.792,0.208,9.583,0.542,25.6,23.496,21.3,193.826
2015-06-27,188.5,2.75,98.0,92.583,76.0,7.792,1.875,1.875,0.0,11.625,0.0,23.4,20.721,18.6,196.292
2015-06-28,187.083,2.783,97.0,90.417,80.0,6.25,0.958,0.958,0.0,9.917,0.0,20.7,18.992,17.6,193.333
2015-06-29,188.417,2.833,98.0,79.042,61.0,6.958,2.042,2.375,0.333,8.917,0.208,26.1,21.5,16.1,195.375
2015-06-30,186.667,3.042,98.0,79.25,61.0,7.042,3.083,3.208,0.125,14.0,0.609,26.3,22.271,17.9,193.708
2015-07-01,185.583,3.208,98.0,95.208,89.0,7.125,3.833,4.0,0.167,8.917,0.0,21.8,20.896,18.9,192.708
2015-07-02,191.125,3.583,98.0,84.708,67.0,7.167,3.391,3.478,0.087,20.0,0.333,26.0,21.979,18.5,198.292
2015-07-03,194.545,4.13,98.0,88.375,70.0,7.5,3.478,3.783,0.304,26.217,0.087,26.7,22.525,18.3,202.045
2015-07-04,194.667,4.0,98.0,94.792,85.0,7.5,3.5,3.667,0.167,27.583,0.208,23.2,21.067,19.2,202.167
2015-07-05,192.125,3.333,98.0,87.583,74.0,5.917,1.75,1.75,0.0,18.083,0.0,23.7,20.992,19.0,198.042
2015-07-06,192.667,3.0,97.0,88.292,75.0,6.292,2.667,2.875,0.208,15.25,0.083,24.5,21.221,18.7,198.958
2015-07-07,194.375,3.5,98.0,96.542,92.0,7.417,4.542,5.75,1.208,14.667,0.0,22.4,21.208,20.0,201.792
2015-07-08,186.333,3.042,98.0,95.5,89.0,7.75,5.333,8.292,2.958,11.375,0.083,26.6,23.762,22.3,194.083
2015-07-09,186.083,2.458,98.0,95.792,86.0,9.208,4.435,6.217,1.783,7.042,0.0,25.5,23.429,22.2,195.292
2015-07-10,184.043,2.458,98.0,91.792,80.0,7.783,2.625,3.25,0.625,14.042,0.0,27.3,24.004,21.9,191.826
2015-07-11,185.458,2.667,98.0,80.833,64.0,8.5,2.667,3.542,0.875,16.542,0.083,31.7,27.483,21.9,193.958
2015-07-12,179.333,2.739,87.0,74.167,60.0,6.333,1.708,2.75,1.042,12.375,0.833,32.1,28.483,24.6,185.667
2015-07-13,176.5,2.208,72.0,66.083,58.0,6.542,2.542,3.958,1.417,11.125,1.0,33.0,30.567,28.9,183.042
2015-07-14,181.083,2.958,98.0,84.0,61.0,6.5,4.167,5.583,1.417,15.958,0.609,30.3,26.75,23.7,187.583
2015-07-15,180.042,2.833,98.0,84.875,65.0,6.583,2.667,3.75,1.083,18.208,0.167,31.1,26.838,23.0,186.625
2015-07-16,183.458,3.125,97.0,94.333,88.0,5.583,2.304,2.304,0.0,22.708,0.0,25.7,24.112,22.9,189.042
2015-07-17,183.304,2.913,98.0,90.25,82.0,7.87,4.435,5.826,1.391,7.292,0.333,25.8,24.267,22.4,191.174
2015-07-18,188.708,2.542,96.0,87.5,76.0,6.417,3.417,3.958,0.542,9.458,0.0,24.5,22.488,21.0,195.125
2015-07-19,187.667,2.625,96.0,82.417,72.0,8.375,2.917,3.125,0.208,16.333,0.5,29.7,26.425,21.0,196.042
2015-07-20,182.417,2.0,85.0,70.125,53.0,8.417,2.25,2.458,0.208,11.667,0.958,33.2,28.95,25.5,190.833
2015-07-21,181.0,2.0,79.0,69.542,58.0,7.625,2.5,2.958,0.458,8.5,1.13,32.0,28.892,26.7,188.625
2015-07-22,182.5,2.25,97.0,83.583,67.0,7.625,3.458,3.917,0.458,10.125,0.833,31.8,27.021,24.3,190.125
2015-07-23,181.292,2.292,97.0,86.708,72.0,6.333,2.957,4.478,1.522,9.458,0.333,29.0,25.796,23.4,187.625
2015-07-24,178.87,2.625,80.0,66.375,52.0,5.87,3.542,4.083,0.542,21.375,2.375,33.1,29.762,26.5,184.739
2015-07-25,178.417,2.208,80.0,63.708,46.0,4.958,2.875,3.083,0.208,19.5,1.542,34.6,30.517,26.5,183.375
2015-07-26,177.458,,79.0,59.917,42.0,3.708,1.958,1.958,0.0,13.75,1.292,35.5,30.833,27.0,181.167
2015-07-27,177.042,,97.0,80.5,56.0,3.75,3.333,4.208,0.875,14.458,0.333,32.0,27.433,24.2,180.792
2015-07-28,180.125,,97.0,92.958,84.0,3.375,2.958,3.75,0.792,19.417,0.087,28.7,25.688,23.7,183.5
2015-07-29,184.75,,98.0,84.833,64.0,4.167,2.75,3.125,0.375,23.333,0.208,31.5,27.712,24.9,188.917
2015-07-30,184.667,,95.0,88.208,74.0,4.583,2.391,2.87,0.478,26.25,0.25,30.6,27.3,25.2,189.25
2015-07-31,186.818,,98.0,82.708,58.0,13.091,2.292,2.583,0.292,26.667,0.292,33.3,27.717,24.2,199.909
2015-08-01,,,96.0,87.083,75.0,,1.542,1.625,0.083,26.625,0.125,30.6,27.142,24.6,
2015-08-02,,,97.0,81.083,57.0,,1.292,1.5,0.208,25.625,0.292,33.6,27.971,24.5,
2015-08-03,,,96.0,83.042,67.0,,2.652,2.87,0.217,28.409,0.292,32.4,28.017,24.9,
2015-08-04,,,94.0,79.708,57.0,,2.583,2.708,0.125,34.958,1.174,32.7,28.292,24.9,
2015-08-05,182.4,2.8,92.0,77.304,63.0,15.2,2.682,3.182,0.5,36.435,0.545,31.5,28.587,26.3,197.6
2015-08-06,184.957,3.083,94.0,81.667,63.0,13.87,3.522,4.043,0.522,38.0,0.583,33.2,29.071,25.1,198.826
2015-08-07,184.875,2.875,96.0,83.417,70.0,13.0,3.167,3.667,0.5,24.708,0.25,32.0,28.671,26.3,197.875
2015-08-08,186.583,2.792,96.0,84.958,68.0,11.917,9.167,18.417,9.25,25.583,0.333,31.4,28.067,25.0,198.5
2015-08-09,188.75,2.826,97.0,85.458,69.0,11.5,1.667,2.25,0.583,23.333,0.167,30.9,27.35,24.6,200.25
2015-08-10,186.75,2.458,91.0,81.5,70.0,10.958,2.625,3.708,1.083,20.083,0.125,30.7,27.058,24.0,197.708
2015-08-11,187.75,2.708,89.0,79.917,64.0,11.312,4.208,5.0,0.792,26.417,0.348,30.7,26.962,23.7,199.062
2015-08-12,182.091,2.917,97.0,82.5,68.0,18.727,4.792,5.708,0.917,26.458,0.208,30.6,25.812,23.0,200.818
2015-08-13,189.348,2.708,98.0,97.083,93.0,11.522,4.13,4.696,0.565,13.125,0.042,25.3,23.825,22.7,200.87
2015-08-14,189.333,2.542,98.0,86.667,69.0,9.467,2.458,2.792,0.333,15.042,0.0,28.5,25.379,22.9,198.8
2015-08-15,,2.667,96.0,82.667,65.0,,1.333,1.333,0.0,22.667,0.167,29.6,25.517,21.4,
2015-08-16,191.0,3.0,95.0,78.292,54.0,11.958,1.542,1.542,0.0,21.708,0.167,32.1,26.983,22.2,202.958
2015-08-17,187.261,2.625,98.0,92.0,78.0,11.478,3.917,4.667,0.75,10.792,0.083,28.2,24.121,21.8,198.739
2015-08-18,188.958,2.2,97.0,84.667,68.0,9.125,2.25,2.5,0.25,11.167,0.087,29.5,24.879,20.8,198.083
2015-08-19,189.208,,94.0,84.625,70.0,9.792,2.625,3.125,0.5,12.75,0.125,29.9,26.012,22.5,199.0
2015-08-20,187.304,,98.0,92.208,73.0,9.957,4.043,4.913,0.87,14.75,0.292,28.4,25.133,23.4,197.261
2015-08-21,181.833,,98.0,90.083,76.0,9.167,4.0,5.333,1.333,19.333,0.667,28.5,25.896,23.4,191.0
2015-08-22,183.958,,98.0,88.458,76.0,8.208,2.667,2.667,0.0,8.25,0.042,27.8,25.542,22.9,192.167
2015-08-23,185.375,,98.0,85.667,71.0,7.5,1.042,1.125,0.083,8.542,0.0,27.8,24.671,21.6,192.875
2015-08-24,186.0,,97.0,84.125,64.0,8.75,1.875,2.083,0.208,10.917,0.0,28.4,24.629,21.1,194.75
2015-08-25,183.417,,96.0,85.75,71.0,8.375,2.167,2.417,0.25,9.25,0.13,28.3,25.454,22.7,191.792
2015-08-26,184.917,,92.0,75.417,68.0,7.25,2.625,2.667,0.042,8.958,0.208,26.5,24.3,20.6,192.167
2015-08-27,187.957,,96.0,76.125,54.0,7.217,2.609,2.957,0.348,10.0,0.042,27.9,23.388,19.1,195.174
2015-08-28,189.083,,92.0,81.458,54.0,8.75,3.5,3.875,0.375,13.542,0.458,28.1,23.733,20.7,197.833
2015-08-29,190.667,,98.0,86.583,67.0,8.625,2.75,2.875,0.125,22.958,0.583,28.8,24.325,21.7,199.292
