date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,186.208,4.625,,,,1.167,7.25,8.125,0.875,14.125,0.875,12.167,,,,187.375
2011-01-02,185.833,3.75,,,,0.875,1.958,2.083,0.125,10.75,0.391,7.652,,,,186.708
2011-01-03,184.958,4.833,,,,0.958,4.125,4.292,0.167,20.375,1.333,14.542,,,,185.917
2011-01-04,187.522,4.125,,,,4.348,2.417,2.667,0.25,17.5,3.522,13.792,,,,191.87
2011-01-05,187.391,5.167,,,,6.0,10.783,12.565,1.783,8.667,1.348,4.522,,,,193.391
2011-01-06,186.208,4.667,,,,7.333,9.583,11.917,2.333,12.625,1.333,6.25,,,,193.542
2011-01-07,187.292,3.75,,,,5.208,3.958,5.25,1.292,11.25,0.208,6.125,,,,192.5
2011-01-08,187.167,4.083,,,,4.583,4.417,5.667,1.25,8.208,0.083,5.208,,,,191.75
2011-01-09,187.917,5.458,,,,7.125,9.417,11.125,1.708,23.083,0.583,17.375,,,,195.042
2011-01-10,188.292,6.208,,,,8.667,9.042,11.792,2.75,34.5,2.042,24.542,,,,196.958
2011-01-11,187.87,3.739,,,,1.739,4.25,5.583,1.333,19.083,2.0,13.5,,,,189.609
2011-01-12,187.958,4.208,,,,2.667,7.652,9.0,1.348,11.5,0.333,5.583,,,,190.625
2011-01-13,187.792,4.917,,,,3.208,9.458,11.417,1.958,24.417,3.75,16.292,,,,191.0
2011-01-14,188.958,5.208,,,,3.25,7.583,8.875,1.292,24.167,1.333,18.083,,,,192.208
2011-01-15,188.375,4.25,,,,2.042,5.208,6.25,1.042,15.125,0.417,8.208,,,,190.417
2011-01-16,186.833,4.833,,,,3.917,11.333,15.083,3.75,15.5,0.375,10.375,,,,190.75
2011-01-17,187.0,4.167,,,,3.292,7.958,11.083,3.125,10.583,0.125,6.667,,,,190.292
2011-01-18,187.261,3.625,,,,9.0,5.333,6.958,1.625,8.083,0.217,3.958,,,,196.261
2011-01-19,185.5,3.958,,,,8.636,9.13,10.609,1.478,7.208,0.174,5.043,,,,194.136
2011-01-20,185.75,4.292,,,,10.458,8.5,11.75,3.25,10.25,0.083,7.333,,,,196.208
2011-01-21,185.458,4.25,,,,11.0,10.125,12.333,2.208,10.0,0.042,7.208,,,,196.458
2011-01-22,184.792,3.583,,,,8.125,4.125,4.5,0.375,6.208,0.125,2.5,,,,192.917
2011-01-23,187.083,4.25,,,,8.417,4.333,4.75,0.417,10.125,0.125,6.458,,,,195.5
2011-01-24,186.125,3.792,,,,7.958,7.083,8.125,1.042,9.0,2.042,3.25,,,,194.083
2011-01-25,187.696,4.043,,,,4.913,6.208,7.5,1.292,15.783,3.261,9.25,,,,192.609
2011-01-26,188.167,4.125,,,,5.5,8.783,10.174,1.391,11.833,3.0,5.5,,,,193.667
2011-01-27,189.917,5.458,,,,6.458,12.875,14.958,2.083,22.625,1.958,15.708,,,,196.375
2011-01-28,190.75,5.458,,,,6.958,13.833,15.958,2.125,18.333,1.417,12.333,,,,197.708
2011-01-29,189.833,4.083,,,,4.875,7.667,8.083,0.417,11.458,0.0,4.958,,,,194.708
2011-01-30,191.167,5.261,,,,8.167,15.833,19.833,4.0,8.783,0.792,4.833,,,,199.333
2011-01-31,188.25,4.417,,,,4.917,10.167,11.5,1.333,11.5,1.083,7.125,,,,193.167
2011-02-01,188.565,4.458,,,,4.87,5.667,6.083,0.417,19.958,4.391,12.542,,,,193.435
2011-02-02,188.833,3.875,,,,4.083,3.087,3.652,0.565,8.833,2.625,4.417,,,,192.917
2011-02-03,189.391,4.348,,,,5.565,8.875,10.75,1.875,10.75,2.87,2.826,,,,194.957
2011-02-04,190.167,5.0,,,,5.708,8.958,10.25,1.292,27.375,5.125,18.917,,,,195.875
2011-02-05,191.458,5.792,,,,6.125,7.5,8.542,1.042,39.75,2.958,31.542,,,,197.583
2011-02-06,191.125,7.583,,,,12.542,19.375,29.042,9.667,29.917,1.958,21.375,,,,203.667
2011-02-07,189.833,6.5,,,,9.667,13.417,19.542,6.125,21.292,2.5,15.5,,,,199.5
