date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,98.0,89.167,65.0,8.708,10.833,2.125,25.083,0.458,17.083,9.0,5.758,4.0
2011-01-02,98.0,82.208,49.0,4.957,6.217,1.261,12.25,0.609,7.833,10.0,4.354,0.8
2011-01-03,98.0,76.875,37.0,5.625,6.833,1.208,29.292,2.125,21.0,11.7,5.433,3.5
2011-01-04,98.0,75.958,53.0,3.565,4.565,1.0,25.304,1.227,15.455,6.2,2.833,1.0
2011-01-05,98.0,74.625,31.0,9.667,13.083,3.417,15.208,0.458,12.458,11.8,2.75,-1.5
2011-01-06,96.0,73.333,33.0,11.208,13.917,2.708,12.0,0.875,6.542,12.1,4.258,0.4
2011-01-07,98.0,77.083,34.0,8.917,12.417,3.5,8.5,0.5,6.5,12.6,5.433,1.5
2011-01-08,98.0,72.292,32.0,7.458,9.708,2.25,6.625,0.625,1.75,14.3,6.121,0.1
2011-01-09,98.0,77.792,36.0,12.261,18.043,5.783,27.167,3.217,,12.6,5.192,0.7
2011-01-10,98.0,79.75,41.0,14.958,20.708,5.75,41.458,2.783,47.357,13.2,4.792,-1.0
2011-01-11,98.0,57.5,31.0,7.125,10.375,3.25,16.417,1.542,11.792,8.6,4.667,0.4
2011-01-12,98.0,85.167,58.0,17.217,21.478,4.261,11.75,0.625,8.458,8.0,2.221,-2.1
2011-01-13,98.0,75.75,39.0,12.75,15.333,2.583,25.0,3.0,23.375,9.1,4.104,0.4
2011-01-14,98.0,74.75,28.0,13.167,18.0,4.833,22.208,1.125,16.25,13.8,3.688,-1.9
2011-01-15,98.0,78.0,45.0,12.5,14.333,1.833,12.708,0.708,6.875,9.3,4.2,0.3
2011-01-16,98.0,84.875,51.0,13.391,19.217,5.826,12.75,0.217,8.542,7.8,4.204,-0.4
2011-01-17,98.0,78.167,28.0,13.667,19.792,6.125,8.042,0.667,3.875,15.3,3.8,-2.8
2011-01-18,98.0,83.625,50.0,17.625,26.042,8.417,11.917,0.708,8.125,11.1,4.942,-0.7
2011-01-19,98.0,97.292,94.0,15.583,18.917,3.333,9.958,0.304,9.565,9.7,7.954,6.4
2011-01-20,98.0,75.0,41.0,10.0,12.708,2.708,5.542,0.583,2.667,13.9,9.733,4.5
2011-01-21,98.0,86.3,34.0,13.053,16.895,3.842,10.737,0.3,5.75,14.8,5.85,2.1
