date,SO2_mean,SPM_mean
2011-01-01,1.917,18.708
2011-01-02,0.739,11.375
2011-01-03,3.708,28.083
2011-01-04,2.042,17.417
2011-01-05,0.667,14.083
2011-01-06,0.435,4.913
2011-01-07,0.375,6.083
2011-01-08,1.042,2.458
2011-01-09,4.13,19.167
2011-01-10,4.042,36.75
2011-01-11,1.542,18.125
2011-01-12,1.5,7.417
2011-01-13,3.292,20.25
2011-01-14,1.917,22.667
2011-01-15,1.042,5.792
2011-01-16,1.13,9.542
2011-01-17,0.625,6.417
2011-01-18,3.875,15.75
2011-01-19,1.042,10.208
2011-01-20,1.261,5.696
2011-01-21,1.208,9.125
2011-01-22,1.208,2.792
2011-01-23,0.174,7.0
2011-01-24,0.75,6.75
2011-01-25,1.417,12.625
2011-01-26,0.333,7.182
2011-01-27,2.909,22.75
2011-01-28,2.292,27.667
2011-01-29,1.125,8.667
2011-01-30,0.522,6.667
2011-01-31,1.917,5.833
2011-02-01,2.208,24.292
2011-02-02,0.5,2.75
2011-02-03,0.957,7.739
2011-02-04,3.0,17.167
2011-02-05,2.25,32.375
2011-02-06,3.087,44.958
2011-02-07,1.125,14.417
2011-02-08,0.25,3.667
2011-02-09,0.542,7.583
2011-02-10,0.75,8.833
2011-02-11,0.458,2.875
2011-02-12,1.875,7.875
2011-02-13,0.783,13.167
2011-02-14,0.25,9.0
2011-02-15,0.792,7.792
2011-02-16,0.739,7.13
2011-02-17,0.625,5.875
2011-02-18,0.542,6.417
2011-02-19,0.625,4.958
2011-02-20,1.783,6.875
2011-02-21,2.5,16.292
2011-02-22,1.917,22.167
2011-02-23,1.875,21.792
2011-02-24,3.333,34.792
2011-02-25,2.125,29.167
2011-02-26,0.25,3.083
2011-02-27,1.609,9.667
2011-02-28,2.5,11.917
2011-03-01,3.375,23.833
2011-03-02,1.87,18.522
2011-03-03,1.375,11.958
2011-03-04,1.167,16.458
2011-03-05,1.043,4.375
2011-03-06,0.75,11.875
2011-03-07,2.375,33.083
2011-03-08,3.5,44.333
2011-03-09,1.542,29.25
2011-03-10,0.542,14.333
2011-03-11,2.208,19.167
2011-03-12,0.478,8.5
2011-03-13,2.042,9.417
2011-03-14,1.792,11.833
2011-03-15,4.083,32.917
2011-03-16,3.304,26.696
2011-03-17,1.625,22.167
2011-03-18,0.667,16.917
2011-03-19,2.652,9.75
2011-03-20,3.0,8.333
2011-03-21,2.792,14.667
2011-03-22,4.042,22.375
2011-03-23,1.333,15.958
2011-03-24,1.417,17.417
2011-03-25,0.5,12.0
2011-03-26,0.652,10.417
2011-03-27,3.167,23.917
2011-03-28,2.0,26.125
2011-03-29,2.0,21.958
2011-03-30,1.87,18.174
2011-03-31,0.542,14.208
2011-04-01,3.125,27.667
2011-04-02,3.042,26.792
2011-04-03,1.833,13.375
2011-04-04,1.261,9.167
2011-04-05,3.917,10.208
2011-04-06,1.958,9.917
2011-04-07,0.875,6.5
2011-04-08,0.0,12.875
2011-04-09,0.792,19.292
2011-04-10,1.583,18.542
2011-04-11,1.174,20.042
2011-04-12,0.667,14.75
2011-04-13,2.583,20.917
2011-04-14,4.75,37.583
2011-04-15,3.043,33.609
2011-04-16,1.667,33.208
2011-04-17,3.125,13.542
2011-04-18,1.348,16.917
2011-04-19,0.0,6.833
2011-04-20,0.708,5.375
2011-04-21,2.458,20.292
2011-04-22,2.667,33.167
2011-04-23,0.125,14.458
2011-04-24,0.792,18.75
2011-04-25,0.818,17.696
2011-04-26,2.542,25.667
2011-04-27,0.333,26.708
2011-04-28,0.417,19.083
2011-04-29,1.542,15.0
2011-04-30,1.042,17.167
2011-05-01,0.208,41.5
2011-05-02,1.304,119.708
2011-05-03,3.25,106.5
2011-05-04,2.542,83.458
2011-05-05,2.0,30.75
2011-05-06,1.958,32.042
2011-05-07,1.5,28.542
2011-05-08,1.208,20.417
2011-05-09,3.435,42.875
2011-05-10,0.375,58.875
2011-05-11,0.167,47.833
2011-05-12,1.174,71.304
2011-05-13,0.667,33.708
2011-05-14,0.958,29.833
2011-05-15,2.917,26.417
2011-05-16,3.304,34.125
2011-05-17,1.375,32.5
2011-05-18,2.125,17.0
2011-05-19,1.708,24.125
2011-05-20,1.792,18.833
2011-05-21,0.708,11.833
2011-05-22,1.417,12.708
2011-05-23,1.304,11.292
2011-05-24,1.167,4.75
2011-05-25,3.75,14.917
2011-05-26,1.125,20.208
2011-05-27,0.565,19.217
2011-05-28,0.792,11.917
2011-05-29,0.125,4.833
2011-05-30,0.0,2.708
2011-05-31,2.958,6.667
2011-06-01,2.542,25.708
2011-06-02,2.333,27.375
2011-06-03,1.792,26.833
2011-06-04,2.25,26.0
2011-06-05,2.875,21.583
2011-06-06,2.652,23.833
2011-06-07,2.261,31.522
2011-06-08,2.917,11.25
2011-06-09,3.167,21.083
2011-06-10,1.958,34.5
2011-06-11,2.25,4.792
2011-06-12,1.375,16.958
2011-06-13,2.043,14.0
2011-06-14,2.958,45.917
2011-06-15,2.25,49.083
2011-06-16,1.417,16.625
2011-06-17,3.125,10.417
2011-06-18,2.542,28.667
2011-06-19,1.167,18.667
2011-06-20,1.348,16.792
2011-06-21,0.625,17.0
2011-06-22,2.083,23.5
2011-06-23,1.375,25.625
2011-06-24,2.318,29.0
2011-06-25,1.208,29.75
2011-06-26,0.75,10.333
2011-06-27,0.304,12.292
2011-06-28,2.083,31.917
2011-06-29,2.292,22.458
2011-06-30,2.042,26.5
2011-07-01,0.25,33.708
2011-07-02,1.125,53.25
2011-07-03,1.667,35.042
2011-07-04,0.826,25.292
2011-07-05,1.292,49.458
2011-07-06,1.304,32.739
2011-07-07,0.625,18.125
2011-07-08,0.5,15.583
2011-07-09,0.292,6.333
2011-07-10,0.75,3.542
2011-07-11,3.0,11.0
2011-07-12,1.792,12.292
2011-07-13,3.167,20.042
2011-07-14,0.833,8.958
2011-07-15,1.167,7.167
2011-07-16,1.292,8.375
2011-07-17,2.708,20.708
2011-07-18,2.174,13.5
2011-07-19,1.667,7.0
2011-07-20,0.0,1.708
2011-07-21,0.833,2.958
2011-07-22,1.913,16.304
2011-07-23,2.292,26.25
2011-07-24,2.542,37.708
2011-07-25,1.652,21.25
2011-07-26,1.625,17.292
2011-07-27,0.625,10.167
2011-07-28,1.458,16.208
2011-07-29,2.25,22.042
2011-07-30,1.625,18.958
2011-07-31,1.375,23.125
2011-08-01,1.696,35.375
2011-08-02,3.167,37.583
2011-08-03,2.333,17.583
2011-08-04,3.167,15.833
2011-08-05,3.13,24.739
2011-08-06,2.417,19.417
2011-08-07,1.083,7.125
2011-08-08,1.652,6.333
2011-08-09,2.583,23.417
2011-08-10,1.958,22.208
2011-08-11,1.875,17.583
2011-08-12,1.458,20.458
2011-08-13,2.292,18.708
2011-08-14,2.0,25.208
2011-08-15,0.783,12.708
2011-08-16,1.0,17.261
2011-08-17,1.25,24.333
2011-08-18,0.958,22.292
2011-08-19,0.833,15.458
2011-08-20,0.5,12.417
2011-08-21,0.875,7.417
2011-08-22,1.348,15.792
2011-08-23,0.917,19.958
2011-08-24,2.167,27.292
2011-08-25,3.042,27.75
2011-08-26,2.167,12.125
2011-08-27,2.083,19.5
2011-08-28,1.958,25.375
2011-08-29,2.522,39.625
2011-08-30,2.792,43.708
2011-08-31,2.417,34.292
2011-09-01,2.0,18.417
2011-09-02,0.826,6.13
2011-09-03,0.0,3.5
2011-09-04,0.0,2.042
2011-09-05,0.174,1.833
2011-09-06,1.042,7.125
2011-09-07,1.208,11.917
2011-09-08,3.25,27.25
2011-09-09,2.875,30.458
2011-09-10,2.542,18.917
2011-09-11,1.542,12.042
2011-09-12,1.783,12.083
2011-09-13,1.708,11.875
2011-09-14,2.75,16.208
2011-09-15,1.913,20.174
2011-09-16,1.667,13.958
2011-09-17,0.375,6.292
2011-09-18,1.083,4.958
2011-09-19,0.609,2.667
2011-09-20,0.417,0.792
2011-09-21,0.0,1.792
2011-09-22,0.0,1.792
2011-09-23,0.542,4.375
2011-09-24,1.292,5.917
2011-09-25,1.917,15.708
2011-09-26,2.87,19.167
2011-09-27,2.167,20.208
2011-09-28,2.136,23.636
2011-09-29,1.083,19.917
2011-09-30,0.125,11.875
2011-10-01,0.75,13.167
2011-10-02,0.417,4.708
2011-10-03,0.565,7.25
2011-10-04,2.0,7.083
2011-10-05,0.458,9.042
2011-10-06,0.875,9.958
2011-10-07,1.083,26.25
2011-10-08,2.833,23.25
2011-10-09,2.667,35.333
2011-10-10,3.435,34.708
2011-10-11,1.625,48.542
2011-10-12,1.625,37.167
2011-10-13,2.417,43.833
2011-10-14,0.913,30.609
2011-10-15,0.417,7.875
2011-10-16,1.875,23.375
2011-10-17,0.739,16.75
2011-10-18,1.125,8.583
2011-10-19,1.125,10.292
2011-10-20,2.792,18.042
2011-10-21,0.958,16.25
2011-10-22,0.833,6.625
2011-10-23,0.167,4.208
2011-10-24,1.304,7.958
2011-10-25,0.348,8.609
2011-10-26,0.25,3.75
2011-10-27,1.333,7.917
2011-10-28,1.042,15.667
2011-10-29,1.25,20.833
2011-10-30,0.0,12.375
2011-10-31,0.478,6.792
2011-11-01,1.917,8.458
2011-11-02,2.25,16.125
2011-11-03,2.583,23.417
2011-11-04,2.417,26.208
2011-11-05,0.917,26.292
2011-11-06,0.25,3.0
2011-11-07,0.435,4.667
2011-11-08,0.292,5.833
2011-11-09,0.75,5.833
2011-11-10,1.292,6.417
2011-11-11,2.87,11.087
2011-11-12,2.917,14.083
2011-11-13,1.542,26.167
2011-11-14,1.609,24.792
2011-11-15,1.667,12.5
2011-11-16,0.75,4.958
2011-11-17,2.208,20.667
2011-11-18,0.667,31.208
2011-11-19,0.708,12.208
2011-11-20,0.667,6.542
2011-11-21,0.043,3.208
2011-11-22,1.208,2.25
2011-11-23,1.417,14.375
2011-11-24,0.478,5.13
2011-11-25,0.458,4.667
2011-11-26,0.958,6.167
2011-11-27,2.917,20.167
2011-11-28,3.652,32.208
2011-11-29,2.667,24.292
2011-11-30,3.583,23.458
2011-12-01,0.833,2.792
2011-12-02,0.625,2.792
