date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,93.0,82.042,65.0,,10.792,11.875,1.083,30.125,2.083,24.167,8.3,5.65,3.9,
2011-01-02,,96.0,72.083,52.0,,5.043,5.565,0.522,15.708,0.957,10.958,9.0,4.771,0.6,
2011-01-03,,89.0,68.708,44.0,,8.417,9.042,0.625,37.0,3.958,27.833,8.7,5.446,3.3,
2011-01-04,,94.0,69.708,56.0,,8.0,8.591,0.591,27.435,2.045,21.955,3.8,2.608,0.9,
2011-01-05,,87.0,63.25,41.0,,9.875,11.208,1.333,18.75,0.875,13.292,7.2,3.05,-0.5,
2011-01-06,,86.0,71.042,47.0,,12.083,14.958,2.875,16.458,0.792,10.375,8.7,3.446,-0.3,
2011-01-07,,93.0,72.917,44.0,,7.333,8.75,1.417,9.5,0.167,5.542,9.6,4.512,0.7,
2011-01-08,,85.0,65.792,41.0,,8.875,10.292,1.417,9.458,0.833,6.417,10.0,5.817,1.0,
2011-01-09,,91.0,70.083,42.0,,8.565,9.87,1.304,32.75,3.913,23.708,10.5,5.667,1.5,
2011-01-10,,90.0,73.792,54.0,,16.375,19.958,3.583,53.292,4.458,43.375,10.0,4.946,-0.3,
2011-01-11,,86.0,55.875,39.0,,10.333,11.208,0.875,20.208,1.792,13.792,7.1,4.575,0.8,
2011-01-12,,88.0,75.083,54.0,,16.304,19.87,3.565,17.5,1.458,12.458,7.6,2.658,-1.3,
2011-01-13,,92.0,67.5,47.0,,14.083,15.667,1.583,31.292,3.542,24.958,7.3,4.362,1.4,
2011-01-14,,89.0,66.458,37.0,,9.125,10.542,1.417,27.125,1.333,19.0,10.2,4.254,-0.3,
2011-01-15,,85.0,69.917,52.0,,8.208,9.25,1.042,19.083,0.583,11.458,8.6,4.521,1.0,
2011-01-16,,97.0,77.375,56.0,,13.304,16.391,3.087,12.708,0.348,9.875,7.4,4.558,0.6,
2011-01-17,,97.0,75.542,49.0,,11.833,15.125,3.292,9.5,0.833,3.833,10.3,3.983,-1.3,
2011-01-18,,92.0,74.75,57.0,,20.458,28.875,8.417,15.958,2.042,11.292,10.4,5.554,0.2,
2011-01-19,,94.0,90.542,82.0,,15.167,17.083,1.917,9.792,1.174,8.087,8.8,7.688,6.6,
2011-01-20,,95.0,73.958,56.0,,12.083,14.833,2.75,5.625,0.375,3.625,12.5,9.375,6.8,
2011-01-21,,88.0,75.125,56.0,,11.333,12.958,1.625,9.167,0.792,6.875,11.8,7.592,3.7,
2011-01-22,,91.0,78.625,64.0,,5.208,5.792,0.583,11.083,0.458,6.958,11.6,7.083,3.6,
2011-01-23,,74.0,56.417,42.0,,7.833,8.333,0.5,10.5,0.75,6.952,7.1,4.054,0.7,
2011-01-24,,87.0,66.958,46.0,,10.727,11.727,1.0,14.25,1.636,10.042,2.9,0.508,-1.4,
2011-01-25,,91.0,70.375,39.0,,9.458,12.208,2.75,19.042,1.083,9.208,4.8,0.871,-1.5,
2011-01-26,,85.0,61.75,41.0,,11.125,12.625,1.5,13.875,0.917,8.667,5.3,1.312,-2.7,
2011-01-27,,96.0,85.5,73.0,,15.417,18.958,3.542,33.083,1.667,27.292,5.5,2.096,-1.4,
2011-01-28,,96.0,70.958,44.0,,6.958,8.208,1.25,34.667,1.708,27.833,9.4,5.242,1.3,
2011-01-29,,90.0,74.583,58.0,,6.833,7.708,0.875,17.5,0.917,12.708,8.4,3.55,-0.9,
2011-01-30,,92.0,68.167,39.0,,9.391,11.087,1.696,12.417,0.391,10.167,8.2,3.329,-1.3,
2011-01-31,,90.0,63.083,27.0,,12.25,14.958,2.708,23.667,3.375,18.583,8.4,2.233,-2.9,
2011-02-01,,97.0,73.083,52.0,,12.375,14.083,1.708,30.478,2.391,25.0,6.2,3.354,0.9,
2011-02-02,,89.0,65.667,41.0,,6.458,7.167,0.708,8.167,1.125,7.875,0.6,-1.362,-3.0,
2011-02-03,,88.0,76.625,53.0,,15.125,17.917,2.792,16.333,1.583,12.25,3.3,-0.179,-4.8,
2011-02-04,,91.0,75.292,47.0,,9.75,11.292,1.542,25.75,2.542,21.417,6.3,2.758,-0.7,
2011-02-05,,93.0,84.083,59.0,,10.083,11.667,1.583,41.542,3.083,33.708,7.0,3.008,-0.5,
2011-02-06,,98.0,88.5,75.0,,17.478,26.174,8.696,29.625,2.739,27.333,10.2,6.596,3.0,
2011-02-07,,98.0,72.333,50.0,,10.696,11.826,1.13,16.333,1.625,14.708,10.4,7.421,4.2,
2011-02-08,,74.0,61.458,46.0,,6.167,7.0,0.833,5.167,1.0,5.833,2.4,0.425,-1.5,
2011-02-09,,80.0,56.792,42.0,,7.375,8.208,0.833,10.292,0.875,6.208,5.3,2.083,-1.1,
2011-02-10,,83.0,65.167,44.0,,7.875,9.458,1.583,10.25,0.667,7.708,7.3,3.375,0.2,
2011-02-11,,88.0,61.417,29.0,,6.792,8.083,1.292,9.917,0.5,7.042,9.3,3.542,-1.1,
2011-02-12,,88.0,65.958,38.0,,7.542,8.583,1.042,17.542,2.167,11.542,8.5,3.254,-2.4,
2011-02-13,,97.0,90.333,60.0,,16.739,19.435,2.696,15.25,1.435,13.667,7.2,5.533,3.5,
2011-02-14,,97.0,96.333,95.0,,22.958,35.292,12.333,12.042,1.125,12.25,8.3,6.925,5.4,
2011-02-15,,98.0,87.167,71.0,,10.667,13.292,2.625,14.167,0.522,10.696,10.8,7.546,3.6,
2011-02-16,,89.0,65.917,41.0,,9.583,11.292,1.708,11.083,0.292,6.875,10.2,5.0,0.7,
2011-02-17,,84.0,58.917,34.0,,6.25,7.042,0.792,13.0,0.917,7.792,5.2,2.596,-0.2,
2011-02-18,,85.0,62.25,36.0,,6.042,6.917,0.875,11.042,0.792,7.792,5.3,0.775,-2.5,
2011-02-19,,87.0,68.167,41.0,,8.667,9.542,0.875,13.792,0.458,8.417,5.2,0.592,-3.9,
2011-02-20,,88.0,65.667,39.0,,12.348,15.348,3.0,12.292,1.435,6.625,8.4,3.0,-2.2,
