date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,78.0,64.042,49.0,11.333,14.917,3.583,3.333,26.042,98.0,71.417,42.0
2011-01-02,79.0,55.208,41.0,5.75,7.417,1.667,1.583,12.375,80.0,49.833,24.0
2011-01-03,67.0,55.167,42.0,8.458,11.167,2.708,5.167,30.25,101.0,58.083,33.0
2011-01-04,67.0,60.455,54.0,6.455,8.091,1.636,4.364,25.636,57.0,42.818,27.0
2011-03-16,87.0,73.917,51.0,31.417,37.167,5.75,3.917,33.583,84.0,68.5,60.0
2011-03-17,91.0,80.042,61.0,30.667,46.042,15.375,4.917,37.292,185.0,113.875,65.0
2011-03-18,88.0,79.417,66.0,17.208,22.083,4.875,1.833,25.042,142.0,117.333,89.0
2011-03-19,86.0,53.625,34.0,8.05,9.75,1.7,0.542,8.958,124.0,95.292,69.0
2011-03-20,60.0,45.625,34.0,11.792,14.958,3.167,2.5,15.75,124.0,75.292,27.0
2011-03-21,73.0,56.25,39.0,14.0,17.583,3.583,2.667,19.333,126.0,74.083,27.0
2011-03-22,79.0,57.375,35.0,25.542,32.708,7.167,6.375,31.167,146.0,103.333,42.0
2011-03-23,91.0,86.5,61.0,32.826,47.304,14.478,3.087,22.333,113.0,87.958,76.0
2011-03-24,85.0,56.625,39.0,8.792,10.542,1.75,2.0,19.417,125.0,100.125,86.0
2011-03-25,63.0,44.708,34.0,5.75,7.25,1.5,1.042,13.75,91.0,71.875,41.0
2011-03-26,71.0,50.25,31.0,8.652,11.174,2.522,1.042,14.75,108.0,65.542,33.0
2011-03-27,68.0,56.333,41.0,16.958,21.917,4.958,4.625,27.25,141.0,83.458,20.0
2011-03-28,80.0,51.833,22.0,14.75,17.875,3.125,3.0,32.917,188.0,123.042,79.0
2011-03-29,67.0,46.5,19.0,16.875,20.875,4.0,6.5,28.417,179.0,115.667,45.0
2011-03-30,70.0,56.083,46.0,17.565,20.348,2.783,6.217,27.917,197.0,158.458,114.0
2011-03-31,92.0,54.958,22.0,7.583,9.208,1.625,1.458,17.625,156.0,109.5,62.0
2011-04-01,73.0,48.125,17.0,15.348,17.609,2.261,3.652,27.292,197.0,127.458,59.0
2011-04-02,79.0,55.333,35.0,12.667,13.667,1.0,2.167,30.625,183.0,137.625,95.0
2011-04-03,57.0,44.5,35.0,5.875,6.083,0.208,0.542,12.625,120.0,96.0,66.0
