date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-03-28,190.43478260869566,8.583333333333334,10.73913043478261,36.875,76.45833333333333,39.583333333333336,,39.375,201.17391304347825
2011-03-29,188.77272727272728,7.583333333333333,8.181818181818182,30.666666666666668,56.875,26.208333333333332,,27.458333333333332,196.95454545454547
2011-03-30,187.34782608695653,6.956521739130435,12.0,33.78260869565217,63.43478260869565,29.652173913043477,,29.0,199.34782608695653
2011-03-31,187.52173913043478,5.708333333333333,5.521739130434782,21.75,41.083333333333336,19.333333333333332,,21.541666666666668,193.04347826086956
2011-04-01,187.52173913043478,7.208333333333333,18.043478260869566,44.08695652173913,85.34782608695652,41.26086956521739,,35.583333333333336,205.56521739130434
2011-04-02,186.6086956521739,5.958333333333333,14.652173913043478,36.208333333333336,68.375,32.166666666666664,,35.958333333333336,201.2608695652174
2011-04-03,186.2608695652174,3.6666666666666665,6.086956521739131,19.458333333333332,41.625,22.166666666666668,,16.791666666666668,192.34782608695653
2011-04-04,186.1304347826087,5.333333333333333,8.130434782608695,23.208333333333332,46.875,23.666666666666668,,13.333333333333334,194.2608695652174
2011-04-05,187.6086956521739,7.291666666666667,12.782608695652174,33.583333333333336,69.04166666666667,35.458333333333336,,20.125,200.3913043478261
2011-04-06,186.52380952380952,8.478260869565217,17.142857142857142,39.09090909090909,83.0,43.90909090909091,,22.454545454545453,203.66666666666666
2011-04-07,184.0,6.583333333333333,17.17391304347826,32.791666666666664,66.375,33.583333333333336,,18.375,201.17391304347825
2011-04-08,183.95652173913044,6.5,20.26086956521739,34.30434782608695,76.56521739130434,42.26086956521739,,26.958333333333332,204.2173913043478
2011-04-09,185.2173913043478,5.333333333333333,13.521739130434783,28.708333333333332,53.333333333333336,24.625,,27.083333333333332,198.7391304347826
2011-04-10,186.56521739130434,4.666666666666667,10.217391304347826,29.833333333333332,53.166666666666664,23.333333333333332,,28.0,196.7826086956522
2011-04-11,186.82608695652175,4.75,14.0,31.791666666666668,63.916666666666664,32.125,,29.208333333333332,200.82608695652175
2011-04-12,187.3181818181818,4.695652173913044,14.909090909090908,35.91304347826087,77.95652173913044,42.04347826086956,,28.695652173913043,202.22727272727272
2011-04-13,187.0,4.291666666666667,18.0,44.083333333333336,83.20833333333333,39.125,,33.291666666666664,205.0
2011-04-14,187.17391304347825,5.625,17.73913043478261,42.625,72.70833333333333,30.083333333333332,,40.75,204.91304347826087
2011-04-15,189.08695652173913,9.125,35.69565217391305,60.34782608695652,135.34782608695653,75.0,,48.625,224.7826086956522
2011-04-16,187.2173913043478,4.625,13.043478260869565,26.75,53.0,26.25,,38.0,200.2608695652174
2011-04-17,186.6086956521739,3.5833333333333335,9.304347826086957,23.833333333333332,45.916666666666664,22.083333333333332,,18.333333333333332,195.91304347826087
2011-04-18,187.82608695652175,8.041666666666666,18.565217391304348,36.583333333333336,87.58333333333333,51.0,,30.583333333333332,206.3913043478261
2011-04-19,186.47826086956522,4.791666666666667,9.695652173913043,27.208333333333332,56.541666666666664,29.333333333333332,,9.041666666666666,196.17391304347825
2011-04-20,185.95652173913044,5.75,14.608695652173912,34.5,75.08333333333333,40.583333333333336,,15.25,200.56521739130434
2011-04-21,186.2608695652174,7.318181818181818,19.652173913043477,34.125,75.29166666666667,41.166666666666664,,27.333333333333332,205.91304347826087
2011-04-22,187.30434782608697,9.875,27.0,44.65217391304348,104.95652173913044,60.30434782608695,,44.958333333333336,214.30434782608697
2011-04-23,185.95652173913044,7.208333333333333,13.869565217391305,29.166666666666668,56.5,27.333333333333332,,27.083333333333332,199.82608695652175
2011-04-24,,6.333333333333333,,20.666666666666668,37.083333333333336,16.416666666666668,,22.208333333333332,
2011-04-25,,6.130434782608695,,27.75,53.125,25.375,,24.958333333333332,
2011-04-26,,6.625,,34.0,60.208333333333336,26.208333333333332,,29.208333333333332,
2011-04-27,,6.5,,29.25,59.791666666666664,30.541666666666668,,39.75,
2011-04-28,,6.125,,33.583333333333336,65.66666666666667,32.083333333333336,,26.291666666666668,
2011-04-29,,6.208333333333333,,29.0,57.47826086956522,28.47826086956522,,21.333333333333332,
2011-04-30,,6.5,,29.5,61.125,31.625,,26.458333333333332,
2011-05-01,,6.125,,26.666666666666668,51.0,24.333333333333332,,47.166666666666664,
2011-05-02,,7.043478260869565,,28.291666666666668,54.666666666666664,26.375,,116.83333333333333,
2011-05-03,,8.625,,28.625,56.583333333333336,27.958333333333332,,111.625,
2011-05-04,,8.0,,28.25,52.583333333333336,24.333333333333332,,82.91666666666667,
2011-05-05,,7.083333333333333,,25.916666666666668,43.166666666666664,17.25,,39.5,
2011-05-06,186.4,8.0,36.6,33.47826086956522,60.78260869565217,27.304347826086957,,41.25,223.0
2011-05-07,183.0,6.75,22.52173913043478,29.0,53.458333333333336,24.458333333333332,,33.041666666666664,205.52173913043478
2011-05-08,182.17391304347825,5.666666666666667,20.82608695652174,24.375,45.958333333333336,21.583333333333332,,28.875,203.0
2011-05-09,181.95652173913044,6.826086956521739,20.0,27.291666666666668,55.416666666666664,28.125,,36.291666666666664,201.95652173913044
2011-05-10,177.17391304347825,7.0,24.695652173913043,21.291666666666668,72.45833333333333,51.166666666666664,,36.833333333333336,201.8695652173913
2011-05-11,178.69565217391303,10.208333333333334,36.869565217391305,24.458333333333332,104.16666666666667,79.70833333333333,,25.318181818181817,215.56521739130434
2011-05-12,179.91304347826087,10.583333333333334,30.82608695652174,27.916666666666668,91.16666666666667,63.25,,22.208333333333332,210.7391304347826
2011-05-13,186.56521739130434,7.916666666666667,17.91304347826087,29.956521739130434,53.95652173913044,24.0,,37.375,204.47826086956522
2011-05-14,184.43478260869566,7.458333333333333,12.521739130434783,27.916666666666668,46.625,18.708333333333332,,35.916666666666664,196.95652173913044
2011-05-15,184.43478260869566,7.458333333333333,11.347826086956522,27.0,45.666666666666664,18.666666666666668,,32.708333333333336,195.7826086956522
2011-05-16,186.0,7.521739130434782,21.217391304347824,40.5,68.33333333333333,27.833333333333332,,47.916666666666664,207.2173913043478
2011-05-17,185.8421052631579,7.2272727272727275,18.526315789473685,36.86363636363637,66.54545454545455,29.681818181818183,,41.458333333333336,204.3684210526316
2011-05-18,185.0,6.958333333333333,17.26086956521739,37.291666666666664,67.83333333333333,30.541666666666668,,25.583333333333332,202.2608695652174
2011-05-19,183.8695652173913,6.541666666666667,18.73913043478261,34.458333333333336,62.166666666666664,27.708333333333332,,34.708333333333336,202.6086956521739
2011-05-20,181.47826086956522,6.041666666666667,25.17391304347826,31.695652173913043,65.95652173913044,34.26086956521739,,26.625,206.65217391304347
2011-05-21,176.43478260869566,4.416666666666667,22.608695652173914,15.333333333333334,40.0,24.666666666666668,,16.541666666666668,199.04347826086956
2011-05-22,179.69565217391303,4.625,14.478260869565217,17.416666666666668,40.25,22.833333333333332,,13.458333333333334,194.17391304347825
2011-05-23,181.78947368421052,5.260869565217392,14.842105263157896,20.272727272727273,52.27272727272727,32.0,,15.0,196.6315789473684
2011-05-24,182.82608695652175,6.0,17.869565217391305,29.952380952380953,58.0,28.047619047619047,,12.083333333333334,200.69565217391303
2011-05-25,183.34782608695653,7.083333333333333,24.782608695652176,36.0,63.21739130434783,27.217391304347824,,21.666666666666668,208.1304347826087
2011-05-26,184.6086956521739,9.333333333333334,27.0,40.458333333333336,89.95833333333333,49.5,,30.75,211.6086956521739
2011-05-27,184.7826086956522,9.416666666666666,27.217391304347824,36.916666666666664,93.29166666666667,56.375,,26.0,212.0
2011-05-28,185.8695652173913,10.458333333333334,30.347826086956523,30.782608695652176,96.6086956521739,65.82608695652173,,17.666666666666668,216.2173913043478
2011-05-29,180.56521739130434,5.0,12.173913043478262,13.791666666666666,26.791666666666668,13.0,,6.208333333333333,192.7391304347826
2011-05-30,182.34782608695653,3.0,10.91304347826087,15.958333333333334,35.833333333333336,19.875,,7.416666666666667,193.2608695652174
2011-05-31,182.7391304347826,5.625,20.956521739130434,31.043478260869566,67.56521739130434,36.52173913043478,,13.652173913043478,203.69565217391303
2011-06-01,184.34782608695653,8.333333333333334,27.91304347826087,35.958333333333336,83.66666666666667,47.708333333333336,,25.208333333333332,212.2608695652174
2011-06-02,184.1304347826087,7.0,27.304347826086957,35.291666666666664,72.5,37.208333333333336,,37.875,211.43478260869566
2011-06-03,183.65217391304347,5.125,22.91304347826087,29.391304347826086,61.65217391304348,32.26086956521739,,34.916666666666664,206.56521739130434
2011-06-04,181.0,3.5,22.26086956521739,26.0,46.333333333333336,20.333333333333332,,34.0,203.2608695652174
2011-06-05,181.56521739130434,3.625,18.0,22.458333333333332,43.625,21.166666666666668,,31.0,199.56521739130434
2011-06-06,183.47826086956522,6.0,21.391304347826086,33.73913043478261,63.43478260869565,29.695652173913043,,28.666666666666668,204.8695652173913
2011-06-07,185.2173913043478,8.625,31.565217391304348,41.875,84.91666666666667,43.041666666666664,,43.375,216.7826086956522
2011-06-08,184.69565217391303,7.958333333333333,23.0,31.166666666666668,60.208333333333336,29.041666666666668,,29.25,207.69565217391303
2011-06-09,183.34782608695653,7.125,25.695652173913043,31.083333333333332,58.916666666666664,27.833333333333332,,38.5,209.04347826086956
2011-06-10,183.6086956521739,7.875,25.652173913043477,31.875,70.95833333333333,39.083333333333336,,48.42857142857143,209.2608695652174
2011-06-11,180.7826086956522,7.0,23.652173913043477,26.166666666666668,59.333333333333336,33.166666666666664,,19.73913043478261,204.43478260869566
2011-06-12,182.6086956521739,8.333333333333334,24.434782608695652,32.541666666666664,75.91666666666667,43.375,,39.1,207.04347826086956
2011-06-13,183.56521739130434,6.478260869565218,24.08695652173913,28.0,63.04347826086956,35.04347826086956,,32.583333333333336,207.65217391304347
2011-06-14,186.8695652173913,7.75,24.217391304347824,38.458333333333336,70.04166666666667,31.583333333333332,,51.541666666666664,211.08695652173913
2011-06-15,188.04347826086956,8.125,25.91304347826087,33.95454545454545,65.86363636363636,31.90909090909091,,52.476190476190474,213.95652173913044
2011-06-16,184.95652173913044,7.708333333333333,23.565217391304348,34.458333333333336,70.83333333333333,36.375,,32.375,208.52173913043478
2011-06-17,184.52173913043478,7.5,24.0,31.458333333333332,63.333333333333336,31.875,,23.708333333333332,208.52173913043478
2011-06-18,183.7391304347826,8.25,27.652173913043477,30.666666666666668,56.75,26.083333333333332,,47.625,211.3913043478261
2011-06-19,184.30434782608697,8.083333333333334,25.608695652173914,28.916666666666668,56.875,27.958333333333332,,46.166666666666664,209.91304347826087
2011-06-20,182.7826086956522,8.304347826086957,30.043478260869566,32.21739130434783,80.52173913043478,48.30434782608695,,26.125,212.82608695652175
2011-06-21,179.2608695652174,5.5,26.434782608695652,27.57894736842105,53.05263157894737,25.473684210526315,,18.26086956521739,205.69565217391303
2011-06-22,177.30434782608697,5.416666666666667,25.565217391304348,21.272727272727273,65.27272727272727,44.0,,29.083333333333332,202.8695652173913
2011-06-23,174.52173913043478,4.208333333333333,23.782608695652176,14.458333333333334,50.875,36.416666666666664,,29.375,198.30434782608697
2011-06-24,174.3913043478261,4.041666666666667,21.26086956521739,13.333333333333334,46.958333333333336,33.625,,29.875,195.65217391304347
2011-06-25,173.17391304347825,3.8333333333333335,21.17391304347826,10.416666666666666,38.5,28.083333333333332,,19.583333333333332,194.34782608695653
2011-06-26,175.47826086956522,4.125,19.869565217391305,13.875,44.541666666666664,30.666666666666668,,18.25,195.34782608695653
2011-06-27,173.65217391304347,4.3478260869565215,20.391304347826086,14.041666666666666,45.458333333333336,31.416666666666668,,26.75,194.04347826086956
2011-06-28,173.9,4.958333333333333,20.4,18.0,53.125,35.125,,34.09090909090909,194.3
2011-06-29,,5.916666666666667,,20.0,60.69565217391305,40.69565217391305,,36.458333333333336,
2011-06-30,,5.375,,19.0,49.75,30.75,,30.0,
2011-07-01,187.0,6.666666666666667,45.0,23.166666666666668,62.5,39.333333333333336,,42.541666666666664,232.0
2011-07-02,184.47826086956522,6.541666666666667,27.782608695652176,28.625,55.291666666666664,26.666666666666668,,75.66666666666667,212.2608695652174
2011-07-03,178.82608695652175,5.125,22.130434782608695,21.958333333333332,46.666666666666664,24.708333333333332,,41.791666666666664,200.95652173913044
2011-07-04,179.08695652173913,6.565217391304348,26.217391304347824,24.0,58.791666666666664,34.791666666666664,,32.083333333333336,205.30434782608697
2011-07-05,191.0,7.791666666666667,26.434782608695652,37.291666666666664,60.208333333333336,22.916666666666668,,46.125,217.43478260869566
2011-07-06,190.3,8.571428571428571,29.95,31.65,72.7,41.05,,44.42857142857143,220.25
2011-07-07,177.8695652173913,6.791666666666667,29.347826086956523,17.583333333333332,68.95833333333333,51.375,,24.833333333333332,207.2173913043478
2011-07-08,174.91304347826087,5.833333333333333,27.434782608695652,13.166666666666666,56.083333333333336,42.916666666666664,,26.125,202.34782608695653
2011-07-09,174.7391304347826,4.833333333333333,19.608695652173914,8.958333333333334,42.75,33.791666666666664,,13.833333333333334,194.34782608695653
2011-07-10,176.1304347826087,4.666666666666667,21.0,11.208333333333334,43.75,32.541666666666664,,12.875,197.1304347826087
2011-07-11,177.52173913043478,5.956521739130435,22.52173913043478,23.458333333333332,60.541666666666664,37.083333333333336,,25.0,200.04347826086956
2011-07-12,179.1304347826087,6.375,26.130434782608695,26.291666666666668,63.5,37.208333333333336,,25.958333333333332,205.2608695652174
2011-07-13,179.91304347826087,6.791666666666667,23.347826086956523,21.869565217391305,62.82608695652174,40.95652173913044,,22.875,203.2608695652174
2011-07-14,176.1304347826087,5.916666666666667,21.17391304347826,16.458333333333332,50.958333333333336,34.5,,19.416666666666668,197.30434782608697
2011-07-15,177.3913043478261,6.5,23.0,19.458333333333332,57.291666666666664,37.833333333333336,,18.666666666666668,200.3913043478261
2011-07-16,177.3913043478261,6.125,21.565217391304348,18.625,46.083333333333336,27.458333333333332,,22.166666666666668,198.95652173913044
2011-07-17,179.69565217391303,6.708333333333333,22.695652173913043,25.625,47.583333333333336,21.958333333333332,,34.625,202.3913043478261
2011-07-18,174.34782608695653,3.869565217391304,15.217391304347826,11.75,42.833333333333336,31.083333333333332,,17.583333333333332,189.56521739130434
2011-07-19,173.0,2.9583333333333335,12.478260869565217,7.416666666666667,26.75,19.333333333333332,,11.625,185.47826086956522
2011-07-20,177.30434782608697,3.2916666666666665,13.695652173913043,11.217391304347826,32.34782608695652,21.130434782608695,,14.375,191.0
2011-07-21,180.43478260869566,4.291666666666667,15.869565217391305,16.5,50.458333333333336,33.958333333333336,,13.333333333333334,196.30434782608697
2011-07-22,181.23809523809524,5.208333333333333,18.571428571428573,23.59090909090909,52.04545454545455,28.454545454545453,,21.75,199.8095238095238
2011-07-23,182.43478260869566,4.666666666666667,20.565217391304348,25.5,46.5,21.0,,37.708333333333336,203.0
2011-07-24,182.7391304347826,4.208333333333333,16.73913043478261,20.75,37.0,16.25,,35.458333333333336,199.47826086956522
2011-07-25,181.17391304347825,6.304347826086956,23.608695652173914,26.541666666666668,64.625,38.083333333333336,,37.458333333333336,204.7826086956522
2011-07-26,180.7391304347826,7.0,25.695652173913043,29.875,65.70833333333333,35.833333333333336,,35.43478260869565,206.43478260869566
2011-07-27,178.1304347826087,5.916666666666667,21.91304347826087,16.73913043478261,50.04347826086956,33.30434782608695,,21.25,200.04347826086956
2011-07-28,175.69565217391303,5.625,21.304347826086957,16.291666666666668,49.833333333333336,33.541666666666664,,29.291666666666668,197.0
2011-07-29,177.82608695652175,6.375,26.0,25.208333333333332,55.375,30.166666666666668,,38.666666666666664,203.82608695652175
2011-07-30,177.2608695652174,6.25,22.695652173913043,22.333333333333332,52.333333333333336,30.0,,30.291666666666668,199.95652173913044
2011-07-31,180.43478260869566,6.375,20.434782608695652,21.041666666666668,48.208333333333336,27.166666666666668,,37.666666666666664,200.8695652173913
2011-08-01,181.82608695652175,6.043478260869565,25.782608695652176,26.625,60.958333333333336,34.333333333333336,,45.5,207.6086956521739
2011-08-02,183.17391304347825,6.541666666666667,26.565217391304348,30.666666666666668,62.416666666666664,31.75,,55.416666666666664,209.7391304347826
2011-08-03,180.1304347826087,6.25,26.0,29.26086956521739,67.30434782608695,38.04347826086956,,45.375,206.1304347826087
2011-08-04,178.56521739130434,5.166666666666667,27.0,24.625,53.541666666666664,28.916666666666668,,35.416666666666664,205.56521739130434
2011-08-05,179.04347826086956,5.708333333333333,31.91304347826087,29.541666666666668,67.25,37.708333333333336,,34.458333333333336,210.95652173913044
2011-08-06,177.43478260869566,5.625,28.217391304347824,21.0,59.416666666666664,38.416666666666664,,28.458333333333332,205.65217391304347
2011-08-07,176.3913043478261,3.5833333333333335,19.391304347826086,14.333333333333334,39.083333333333336,24.75,,23.416666666666668,195.7826086956522
2011-08-08,174.91304347826087,3.8260869565217392,27.391304347826086,12.166666666666666,48.875,36.708333333333336,,22.0,202.30434782608697
2011-08-09,176.75,4.333333333333333,29.55,17.583333333333332,57.166666666666664,39.583333333333336,,36.333333333333336,206.3
2011-08-10,175.17391304347825,4.208333333333333,31.91304347826087,27.956521739130434,55.608695652173914,27.652173913043477,,39.5,207.08695652173913
2011-08-11,177.1304347826087,4.416666666666667,25.869565217391305,23.041666666666668,54.875,31.833333333333332,,29.916666666666668,203.0
2011-08-12,177.43478260869566,4.541666666666667,26.91304347826087,22.541666666666668,53.791666666666664,31.25,,32.125,204.34782608695653
2011-08-13,176.56521739130434,3.5,18.91304347826087,17.208333333333332,34.041666666666664,16.833333333333332,,32.5,195.47826086956522
2011-08-14,176.1304347826087,2.8333333333333335,17.304347826086957,11.958333333333334,28.25,16.291666666666668,,38.833333333333336,193.43478260869566
2011-08-15,178.43478260869566,3.9130434782608696,17.304347826086957,16.25,34.208333333333336,17.958333333333332,,26.958333333333332,195.7391304347826
2011-08-16,178.08695652173913,4.083333333333333,18.043478260869566,16.333333333333332,33.375,17.041666666666668,,29.291666666666668,196.1304347826087
2011-08-17,176.7826086956522,5.583333333333333,23.17391304347826,23.869565217391305,58.78260869565217,34.91304347826087,,39.166666666666664,199.95652173913044
2011-08-18,180.1904761904762,5.739130434782608,26.285714285714285,26.272727272727273,51.86363636363637,25.59090909090909,,36.708333333333336,206.47619047619048
2011-08-19,188.1304347826087,7.833333333333333,31.91304347826087,29.833333333333332,78.45833333333333,48.625,,26.125,220.04347826086956
2011-08-20,187.3913043478261,7.416666666666667,25.956521739130434,26.291666666666668,75.08333333333333,48.791666666666664,,22.833333333333332,213.34782608695653
2011-08-21,182.7826086956522,6.083333333333333,24.17391304347826,24.458333333333332,52.583333333333336,28.125,,21.083333333333332,206.95652173913044
2011-08-22,185.1304347826087,8.681818181818182,33.130434782608695,26.571428571428573,65.14285714285714,38.57142857142857,,38.130434782608695,218.2608695652174
2011-08-23,183.3913043478261,9.625,41.91304347826087,37.6,120.5,82.9,,43.208333333333336,225.30434782608697
2011-08-24,179.4090909090909,7.375,34.90909090909091,25.17391304347826,77.43478260869566,52.26086956521739,,34.583333333333336,214.3181818181818
2011-08-25,178.2173913043478,5.833333333333333,30.91304347826087,26.041666666666668,54.291666666666664,28.25,,41.833333333333336,209.1304347826087
2011-08-26,177.34782608695653,5.958333333333333,27.956521739130434,23.166666666666668,61.375,38.208333333333336,,33.375,205.30434782608697
2011-08-27,176.8695652173913,5.375,23.565217391304348,21.666666666666668,43.583333333333336,21.916666666666668,,27.916666666666668,200.43478260869566
