date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,183.609,17.913,22.625,40.5,17.875,,11.167,201.522
2011-01-02,180.913,11.348,15.25,25.917,10.667,,9.292,192.261
2011-01-03,179.174,10.043,14.417,21.958,7.542,,6.375,189.217
2011-01-04,180.957,14.478,21.348,34.783,13.435,,8.875,195.435
2011-01-05,179.565,9.391,10.333,16.792,6.458,,7.792,188.957
2011-01-06,182.826,14.217,20.042,34.667,14.625,,9.583,197.043
2011-01-07,179.609,11.826,13.792,22.458,8.667,,8.875,191.435
2011-01-08,180.182,12.409,13.958,21.833,7.875,,6.417,192.591
2011-01-09,182.826,18.391,24.417,47.292,22.875,,10.292,201.217
2011-01-10,181.826,16.957,24.0,40.625,16.625,,9.792,198.783
2011-01-11,179.957,13.826,19.545,32.227,12.682,,8.435,193.783
2011-01-12,181.318,19.318,24.042,47.625,23.583,,7.208,200.636
2011-01-13,182.478,22.043,30.417,61.625,31.208,,11.667,204.522
2011-01-14,182.348,13.652,15.0,28.25,13.25,,8.458,196.0
2011-01-15,179.957,9.565,9.75,15.25,5.5,,9.625,189.522
2011-01-16,182.261,15.826,23.083,41.333,18.25,,11.917,198.087
2011-01-17,183.913,22.0,29.5,52.375,22.875,,9.625,205.913
2011-01-18,182.696,22.478,30.696,62.217,31.522,,11.875,205.174
2011-01-19,180.478,19.0,24.5,42.208,17.708,,15.917,199.478
2011-01-20,179.478,12.478,20.292,30.583,10.292,,11.667,191.957
2011-01-21,179.478,15.609,23.167,37.667,14.5,,10.958,195.087
2011-01-22,178.391,13.826,19.458,33.167,13.708,,8.625,192.217
2011-01-23,182.217,13.043,18.167,30.708,12.542,,7.625,195.261
2011-01-24,180.045,14.955,18.652,32.174,13.522,,10.0,195.0
2011-01-25,181.348,15.087,20.478,31.652,11.174,,10.042,196.435
2011-01-26,182.087,12.783,18.167,28.833,10.667,,8.042,194.87
2011-01-27,182.909,15.727,24.391,39.957,15.565,,14.957,198.636
2011-01-28,181.773,10.909,16.125,25.083,8.958,,9.917,192.682
2011-01-29,181.304,14.217,18.375,28.667,10.292,,8.542,195.522
2011-01-30,181.304,13.696,22.375,38.583,16.208,,7.708,195.0
2011-01-31,183.909,14.5,22.833,39.958,17.125,,9.708,198.409
2011-02-01,179.478,15.043,22.522,42.522,20.0,,10.958,194.522
2011-02-02,179.5,14.714,20.167,36.042,15.875,,10.167,194.214
2011-02-03,182.043,16.522,25.875,49.958,24.083,,10.292,198.565
2011-02-04,182.391,16.87,25.875,44.75,18.875,,11.875,199.261
2011-02-05,184.391,15.087,20.792,36.75,15.958,,16.708,199.478
2011-02-06,183.391,24.043,32.778,63.889,31.111,,23.625,207.435
2011-02-07,184.522,27.391,35.889,65.889,30.0,,26.917,211.913
2011-02-08,181.522,12.696,15.478,28.826,13.348,,13.417,194.217
2011-02-09,182.25,12.35,15.261,26.739,11.478,,12.261,194.6
2011-02-10,180.348,14.913,20.833,33.917,13.083,,12.042,195.261
2011-02-11,181.174,14.565,18.0,30.75,12.75,,10.125,195.739
2011-02-12,179.522,9.913,9.042,13.917,4.875,,6.375,189.435
2011-02-13,184.174,19.435,25.125,48.917,23.792,,12.833,203.609
2011-02-14,180.913,22.348,33.933,67.267,33.333,,14.417,203.261
2011-02-15,183.391,18.304,25.13,51.348,26.217,,16.333,201.696
2011-02-16,179.13,11.87,17.125,28.083,10.958,,9.625,191.0
2011-02-17,180.435,13.087,21.125,34.292,13.167,,10.958,193.522
2011-02-18,181.217,11.087,16.958,26.583,9.625,,10.083,192.304
