date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,20.667,37.25,16.583,10.75,7.708
2011-01-02,10.833,17.542,6.708,6.5,7.042
2011-01-03,6.875,10.625,3.75,1.75,0.75
2011-01-04,17.5,28.5,11.0,6.833,3.25
2011-01-05,6.792,11.625,4.833,3.917,3.417
2011-01-06,18.636,36.955,18.318,6.739,5.783
2011-01-07,12.708,23.083,10.375,4.667,3.25
2011-01-08,11.417,20.125,8.708,3.375,2.875
2011-01-09,26.458,50.625,24.167,8.417,7.542
2011-01-10,19.826,36.217,16.391,8.783,8.087
2011-01-11,17.458,34.375,16.917,7.708,9.167
2011-01-12,21.708,46.208,24.5,5.042,5.0
2011-01-13,28.739,60.13,31.391,8.917,8.375
2011-01-14,10.083,21.542,11.458,8.125,2.167
2011-01-15,7.625,14.75,7.125,8.625,3.75
2011-01-16,23.042,49.833,26.792,8.708,7.583
2011-01-17,30.458,70.042,39.583,11.875,8.5
2011-01-18,31.042,71.667,40.625,11.917,11.75
2011-01-19,24.75,54.667,29.917,11.667,11.042
2011-01-20,15.87,33.174,17.304,7.417,6.333
2011-01-21,21.917,39.625,17.708,8.042,10.625
2011-01-22,17.5,39.667,22.167,2.75,1.917
2011-01-23,11.143,18.429,7.286,5.048,2.048
2011-01-24,17.739,33.522,15.783,5.957,5.565
2011-01-25,22.708,43.417,20.708,9.625,7.375
2011-01-26,18.458,41.875,23.417,7.25,7.458
2011-01-27,24.652,50.913,26.261,10.5,8.5
2011-01-28,11.083,18.0,6.917,8.25,5.0
2011-01-29,12.792,22.083,9.292,5.375,4.333
2011-01-30,20.208,36.625,16.417,6.417,3.542
2011-01-31,15.708,26.083,10.375,7.125,6.5
2011-02-01,19.042,39.0,19.958,7.917,5.375
2011-02-02,12.333,23.458,11.125,4.375,2.708
2011-02-03,22.957,47.0,24.043,8.0,6.542
2011-02-04,21.333,41.75,20.417,7.958,8.25
2011-02-05,18.125,33.0,14.875,8.333,7.625
2011-02-06,33.208,74.833,41.625,15.25,16.167
2011-02-07,32.667,78.292,45.625,13.667,18.042
2011-02-08,10.545,18.955,8.409,6.13,5.783
2011-02-09,11.167,17.75,6.583,6.042,6.5
2011-02-10,16.0,32.957,16.957,8.167,5.125
2011-02-11,14.25,23.083,8.833,7.375,6.792
2011-02-12,6.083,9.833,3.75,6.333,4.542
