date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2014-02-07,3.6666666666666665,22.333333333333332,59.125,36.791666666666664,16.333333333333332
2014-02-08,3.875,22.166666666666668,34.416666666666664,12.25,20.041666666666668
2014-02-09,2.7916666666666665,10.791666666666666,28.208333333333332,17.416666666666668,10.083333333333334
2014-02-10,3.0,17.125,38.291666666666664,21.166666666666668,8.458333333333334
2014-02-11,3.8260869565217392,28.375,52.333333333333336,23.958333333333332,19.25
2014-02-12,3.9166666666666665,23.958333333333332,45.375,21.416666666666668,23.875
2014-02-13,2.875,13.916666666666666,27.916666666666668,14.0,15.0
2014-02-14,2.3333333333333335,9.125,21.583333333333332,12.458333333333334,8.666666666666666
2014-02-15,2.0416666666666665,3.5,8.208333333333334,4.708333333333333,10.041666666666666
2014-02-16,2.0416666666666665,5.208333333333333,13.833333333333334,8.625,10.0
2014-02-17,3.6666666666666665,27.916666666666668,77.45833333333333,49.541666666666664,18.25
2014-02-18,3.0434782608695654,22.958333333333332,52.708333333333336,29.75,12.75
2014-02-19,2.4347826086956523,18.47826086956522,48.43478260869565,29.956521739130434,10.0
2014-02-20,2.75,21.75,46.166666666666664,24.416666666666668,15.375
2014-02-21,2.875,19.916666666666668,47.583333333333336,27.666666666666668,22.791666666666668
2014-02-22,2.375,12.125,19.166666666666668,7.041666666666667,22.333333333333332
2014-02-23,3.5416666666666665,15.875,34.75,18.875,36.541666666666664
2014-02-24,3.25,18.958333333333332,41.416666666666664,22.458333333333332,52.291666666666664
2014-02-25,2.7083333333333335,16.291666666666668,34.208333333333336,17.916666666666668,28.791666666666668
2014-02-26,4.333333333333333,36.0,88.16666666666667,52.166666666666664,47.583333333333336
2014-02-27,2.6666666666666665,10.25,21.75,11.5,15.666666666666666
2014-02-28,2.3333333333333335,9.458333333333334,20.833333333333332,11.375,10.166666666666666
2014-03-01,4.166666666666667,24.541666666666668,43.375,18.833333333333332,19.916666666666668
2014-03-02,2.75,8.541666666666666,19.5,10.958333333333334,16.625
2014-03-03,2.75,18.0,42.5,24.5,17.666666666666668
2014-03-04,2.5416666666666665,14.541666666666666,32.541666666666664,18.0,8.583333333333334
2014-03-05,2.4166666666666665,12.541666666666666,23.083333333333332,10.541666666666666,9.416666666666666
2014-03-06,2.608695652173913,17.869565217391305,34.47826086956522,16.608695652173914,13.652173913043478
2014-03-07,2.5416666666666665,16.208333333333332,31.375,15.166666666666666,19.75
2014-03-08,2.6666666666666665,11.666666666666666,19.666666666666668,8.0,22.875
2014-03-09,2.8333333333333335,20.75,48.125,27.375,21.458333333333332
2014-03-10,2.125,7.083333333333333,16.5,9.416666666666666,11.0
2014-03-11,2.375,10.791666666666666,24.291666666666668,13.5,12.166666666666666
2014-03-12,2.652173913043478,16.833333333333332,39.875,23.041666666666668,12.5
2014-03-13,2.8333333333333335,20.0,42.5,22.5,17.583333333333332
2014-03-14,2.25,11.375,24.75,13.375,13.0
2014-03-15,2.8333333333333335,15.458333333333334,23.5,8.041666666666666,20.083333333333332
2014-03-16,3.1666666666666665,21.958333333333332,47.583333333333336,25.625,31.75
2014-03-17,3.25,31.958333333333332,56.0,24.041666666666668,47.75
2014-03-18,3.1666666666666665,21.291666666666668,36.833333333333336,15.541666666666666,44.041666666666664
2014-03-19,3.739130434782609,23.916666666666668,44.75,20.833333333333332,24.083333333333332
2014-03-20,3.4347826086956523,21.391304347826086,41.95652173913044,20.565217391304348,28.73913043478261
2014-03-21,2.875,19.208333333333332,31.083333333333332,11.875,22.041666666666668
2014-03-22,2.75,12.875,19.25,6.375,20.583333333333332
2014-03-23,2.2916666666666665,12.708333333333334,26.833333333333332,14.125,15.375
2014-03-24,2.0,7.958333333333333,19.708333333333332,11.75,9.041666666666666
2014-03-25,1.9166666666666667,4.375,13.333333333333334,8.958333333333334,9.25
2014-03-26,2.4782608695652173,15.416666666666666,30.5,15.083333333333334,13.5
2014-03-27,3.5833333333333335,29.541666666666668,62.75,33.208333333333336,19.125
2014-03-28,3.5833333333333335,31.541666666666668,53.0,21.458333333333332,28.5
2014-03-29,3.6666666666666665,22.25,31.708333333333332,9.458333333333334,29.833333333333332
2014-03-30,3.3333333333333335,15.541666666666666,27.208333333333332,11.666666666666666,41.791666666666664
2014-03-31,3.4166666666666665,25.291666666666668,41.75,16.458333333333332,64.75
2014-04-01,2.8333333333333335,17.25,32.625,15.375,11.208333333333334
2014-04-02,3.2083333333333335,24.916666666666668,48.166666666666664,23.25,17.166666666666668
2014-04-03,2.875,19.583333333333332,41.833333333333336,22.25,26.291666666666668
2014-04-04,2.9565217391304346,19.25,36.708333333333336,17.458333333333332,8.791666666666666
2014-04-05,2.4583333333333335,9.75,17.25,7.5,9.291666666666666
2014-04-06,2.3333333333333335,8.291666666666666,12.708333333333334,4.416666666666667,9.083333333333334
2014-04-07,2.5416666666666665,12.304347826086957,20.47826086956522,8.173913043478262,12.666666666666666
2014-04-08,3.25,20.625,37.083333333333336,16.458333333333332,21.166666666666668
2014-04-09,2.869565217391304,24.217391304347824,35.47826086956522,11.26086956521739,18.782608695652176
2014-04-10,3.625,21.75,41.25,19.5,20.958333333333332
2014-04-11,2.5,13.166666666666666,23.75,10.583333333333334,14.791666666666666
2014-04-12,3.0,14.833333333333334,25.333333333333332,10.5,19.333333333333332
2014-04-13,2.3333333333333335,8.625,11.0,2.375,14.0
2014-04-14,3.125,24.565217391304348,38.608695652173914,14.043478260869565,16.375
2014-04-15,3.375,25.75,41.5,15.75,21.375
2014-04-16,2.875,13.75,22.75,9.0,22.291666666666668
2014-04-17,2.875,22.125,34.5,12.375,20.583333333333332
2014-04-18,2.125,11.791666666666666,18.458333333333332,6.666666666666667,14.25
2014-04-19,2.2083333333333335,10.166666666666666,17.791666666666668,7.625,11.708333333333334
2014-04-20,2.0,5.041666666666667,6.833333333333333,1.7916666666666667,9.958333333333334
2014-04-21,3.625,26.130434782608695,48.34782608695652,22.217391304347824,22.0
2014-04-22,3.2916666666666665,19.958333333333332,34.083333333333336,14.125,21.625
2014-04-23,3.0416666666666665,15.958333333333334,27.833333333333332,11.875,17.083333333333332
2014-04-24,3.260869565217391,25.470588235294116,37.411764705882355,11.941176470588236,22.636363636363637
2014-04-25,3.6666666666666665,26.583333333333332,38.791666666666664,12.208333333333334,47.041666666666664
2014-04-26,3.25,27.375,40.708333333333336,13.333333333333334,34.041666666666664
2014-04-27,2.8333333333333335,14.125,17.166666666666668,3.0416666666666665,35.791666666666664
2014-04-28,2.5833333333333335,20.217391304347824,33.08695652173913,12.869565217391305,25.291666666666668
2014-04-29,1.5,8.0,11.0,3.0,17.75
2014-04-30,1.75,12.25,18.083333333333332,5.833333333333333,33.083333333333336
2014-05-01,2.4166666666666665,13.708333333333334,23.041666666666668,9.333333333333334,29.25
2014-05-02,2.4583333333333335,14.916666666666666,26.583333333333332,11.666666666666666,15.458333333333334
2014-05-03,2.4166666666666665,12.708333333333334,19.375,6.666666666666667,26.791666666666668
2014-05-04,1.5833333333333333,6.75,8.958333333333334,2.2083333333333335,19.375
2014-05-05,1.7916666666666667,7.6521739130434785,9.478260869565217,1.826086956521739,25.083333333333332
2014-05-06,1.4583333333333333,9.291666666666666,12.375,3.0833333333333335,16.083333333333332
2014-05-07,2.272727272727273,14.636363636363637,22.136363636363637,7.5,20.045454545454547
2014-05-08,2.125,15.291666666666666,25.125,9.833333333333334,30.958333333333332
2014-05-09,2.4583333333333335,16.5,28.0,11.5,16.25
2014-05-10,2.0,5.541666666666667,10.125,4.583333333333333,9.625
2014-05-11,1.875,9.666666666666666,12.541666666666666,2.875,15.791666666666666
2014-05-12,2.375,19.47826086956522,30.47826086956522,11.0,32.125
2014-05-13,2.5833333333333335,14.041666666666666,20.541666666666668,6.5,26.583333333333332
2014-05-14,2.7916666666666665,18.666666666666668,24.291666666666668,5.625,31.208333333333332
2014-05-15,2.75,18.0,28.041666666666668,10.041666666666666,36.541666666666664
2014-05-16,2.0,8.458333333333334,15.541666666666666,7.083333333333333,13.708333333333334
2014-05-17,1.5833333333333333,5.333333333333333,10.666666666666666,5.333333333333333,4.916666666666667
2014-05-18,1.75,4.75,7.625,2.875,6.916666666666667
2014-05-19,1.75,13.565217391304348,23.304347826086957,9.73913043478261,10.75
2014-05-20,1.7916666666666667,14.041666666666666,24.958333333333332,10.916666666666666,18.166666666666668
2014-05-21,2.0869565217391304,12.521739130434783,20.652173913043477,8.130434782608695,18.434782608695652
2014-05-22,2.4166666666666665,15.125,28.375,13.25,8.416666666666666
2014-05-23,1.5833333333333333,9.458333333333334,14.416666666666666,4.958333333333333,15.083333333333334
2014-05-24,2.25,14.083333333333334,23.791666666666668,9.708333333333334,24.291666666666668
2014-05-25,3.5,17.5,23.416666666666668,5.916666666666667,50.041666666666664
2014-05-26,2.7916666666666665,16.47826086956522,26.91304347826087,10.434782608695652,51.333333333333336
2014-05-27,2.125,12.291666666666666,22.041666666666668,9.75,23.416666666666668
2014-05-28,2.0,15.208333333333334,27.0,11.791666666666666,30.291666666666668
2014-05-29,2.0416666666666665,12.375,19.083333333333332,6.708333333333333,33.875
2014-05-30,2.25,16.208333333333332,24.166666666666668,7.958333333333333,44.833333333333336
2014-05-31,2.875,19.666666666666668,24.458333333333332,4.791666666666667,61.333333333333336
2014-06-01,2.3333333333333335,13.791666666666666,14.875,1.0833333333333333,54.291666666666664
2014-06-02,1.3333333333333333,13.391304347826088,18.91304347826087,5.521739130434782,30.083333333333332
2014-06-03,1.125,8.75,12.833333333333334,4.083333333333333,45.208333333333336
2014-06-04,1.125,7.958333333333333,13.958333333333334,6.0,61.458333333333336
2014-06-05,0.6086956521739131,4.590909090909091,6.818181818181818,2.227272727272727,15.045454545454545
2014-06-06,1.5416666666666667,6.875,12.25,5.375,18.666666666666668
2014-06-07,1.8333333333333333,12.666666666666666,26.166666666666668,13.5,23.5
2014-06-08,1.25,7.541666666666667,12.791666666666666,5.25,17.5
2014-06-09,1.5,14.0,31.217391304347824,17.217391304347824,13.708333333333334
2014-06-10,1.1666666666666667,9.958333333333334,29.375,19.416666666666668,12.458333333333334
2014-06-11,0.9166666666666666,8.875,19.666666666666668,10.791666666666666,12.708333333333334
2014-06-12,0.75,8.083333333333334,15.375,7.291666666666667,12.708333333333334
2014-06-13,1.2916666666666667,11.541666666666666,22.875,11.333333333333334,10.958333333333334
2014-06-14,1.1666666666666667,9.5,18.375,8.875,5.916666666666667
2014-06-15,1.0833333333333333,8.583333333333334,11.041666666666666,2.4583333333333335,16.958333333333332
2014-06-16,1.5416666666666667,15.26086956521739,23.782608695652176,8.521739130434783,37.458333333333336
2014-06-17,1.5,10.75,17.083333333333332,6.333333333333333,46.083333333333336
2014-06-18,1.3636363636363635,11.136363636363637,19.545454545454547,8.409090909090908,48.95652173913044
2014-06-19,0.8333333333333334,9.833333333333334,15.833333333333334,6.0,40.791666666666664
2014-06-20,0.9583333333333334,11.75,18.625,6.875,30.125
2014-06-21,0.625,8.833333333333334,17.25,8.416666666666666,20.583333333333332
2014-06-22,0.5416666666666666,7.958333333333333,11.75,3.7916666666666665,28.0
2014-06-23,0.125,10.217391304347826,18.391304347826086,8.173913043478262,17.625
